bin	Marker Lineage	# Genomes	# Markers	# Marker Sets	0	1	2	3	4	5	Completeness	Contamination	user_genome	Domain	Phylum	Class	Order	Family	Genus	Species	bin_length	bin_%GC	contig_count	min_contig_length
bin.312	k__Bacteria	5449	104	58	75	29	0	0	0	0	38.4	0	id311	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Pedosphaerales	Palsa-1400	Palsa-1400		2430095	56	158	10k
bin.240	k__Bacteria	5449	104	58	83	21	0	0	0	0	25	0	id239	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Pedosphaerales	UBA11358	PLZL01		471692	55	35	10k
bin.081	k__Bacteria	88	230	148	4	222	4	0	0	0	97.3	1.82	id80	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Pedosphaerales	UBA11358	UBA11358		2293813	54	17	2.5k
bin.101	k__Bacteria	88	230	148	11	216	3	0	0	0	93.58	1.69	id100	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Pedosphaerales	UBA11358	UBA11358		4105566	53	72	2.5k
bin.147	k__Bacteria	88	230	148	6	222	2	0	0	0	96.96	1.35	id146	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Pedosphaerales	UBA11358	UBA11358		2679352	54	47	2.5k
bin.192	k__Bacteria	5449	104	58	92	11	1	0	0	0	18.97	1.72	id191	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Pedosphaerales	UBA11358	UBA11358		920878	59	125	2.5k
bin.223	k__Bacteria	88	230	148	76	151	3	0	0	0	71.29	1.35	id222	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Pedosphaerales	UBA11358	UBA11358		2040178	55	181	2.5k
bin.234	k__Bacteria	88	230	148	45	167	18	0	0	0	84.97	3.87	id233	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Pedosphaerales	UBA11358	UBA11358		4002444	55	272	2.5k
bin.332	k__Bacteria	88	230	148	3	225	2	0	0	0	97.97	1.35	id331	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Pedosphaerales	UBA11358	UBA11358		3001448	55	36	2.5k
bin.070	k__Bacteria	88	230	148	6	222	2	0	0	0	96.96	1.35	id69	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Pedosphaerales	UBA11358	UBA11358		2635552	54	41	10k
bin.072	k__Bacteria	88	230	148	4	224	2	0	0	0	97.3	1.35	id71	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Pedosphaerales	UBA11358	UBA11358		2975636	55	32	10k
bin.096	k__Bacteria	88	230	148	137	93	0	0	0	0	39.29	0	id95	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Pedosphaerales	UBA11358	UBA11358		1323151	56	81	10k
bin.136	k__Bacteria	88	230	148	84	143	3	0	0	0	65.31	1.49	id135	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Pedosphaerales	UBA11358	UBA11358		3121032	55	146	10k
bin.142	k__Bacteria	88	230	148	12	215	3	0	0	0	92.91	1.69	id141	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Pedosphaerales	UBA11358	UBA11358		4062039	53	65	10k
bin.341	k__Bacteria	88	230	148	4	222	4	0	0	0	97.3	1.82	id340	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Pedosphaerales	UBA11358	UBA11358		2293813	54	17	10k
bin.028	k__Bacteria	88	230	148	134	94	2	0	0	0	40.52	1.35	id27	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Pedosphaerales	UBA11358			1475739	55	179	2.5k
bin.358	k__Bacteria	88	230	148	149	81	0	0	0	0	31.63	0	id357	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Pedosphaerales	UBA11358			967602	56	120	2.5k
bin.474	k__Bacteria	88	230	148	165	65	0	0	0	0	27.93	0	id473	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Pedosphaerales	UBA11358			707853	54	94	2.5k
bin.004	root	5656	56	24	56	0	0	0	0	0	0	0	id3	Unclassified	NA	NA	NA	NA	NA	NA	260912	51	1	2.5k
bin.018	root	5656	56	24	56	0	0	0	0	0	0	0	id17	Unclassified	NA	NA	NA	NA	NA	NA	272667	38	27	2.5k
bin.022	k__Bacteria	5449	104	58	102	2	0	0	0	0	0.31	0	id21	Unclassified	NA	NA	NA	NA	NA	NA	308315	53	1	2.5k
bin.031	k__Bacteria	5449	104	58	100	4	0	0	0	0	0.63	0	id30	Unclassified	NA	NA	NA	NA	NA	NA	202251	61	3	2.5k
bin.036	root	5656	56	24	56	0	0	0	0	0	0	0	id35	Unclassified	NA	NA	NA	NA	NA	NA	246007	59	4	2.5k
bin.056	root	5656	56	24	56	0	0	0	0	0	0	0	id55	Unclassified	NA	NA	NA	NA	NA	NA	480316	58	28	2.5k
bin.058	root	5656	56	24	56	0	0	0	0	0	0	0	id57	Unclassified	NA	NA	NA	NA	NA	NA	245852	55	20	2.5k
bin.061	root	5656	56	24	56	0	0	0	0	0	0	0	id60	Unclassified	NA	NA	NA	NA	NA	NA	217309	56	15	2.5k
bin.062	root	5656	56	24	56	0	0	0	0	0	0	0	id61	Unclassified	NA	NA	NA	NA	NA	NA	263593	38	2	2.5k
bin.068	k__Bacteria	5449	104	58	102	2	0	0	0	0	0.31	0	id67	Unclassified	NA	NA	NA	NA	NA	NA	381261	46	26	2.5k
bin.075	root	5656	56	24	56	0	0	0	0	0	0	0	id74	Unclassified	NA	NA	NA	NA	NA	NA	231656	39	28	2.5k
bin.076	root	5656	56	24	56	0	0	0	0	0	0	0	id75	Unclassified	NA	NA	NA	NA	NA	NA	356346	36	14	2.5k
bin.113	k__Bacteria	5449	104	58	101	3	0	0	0	0	0.47	0	id112	Unclassified	NA	NA	NA	NA	NA	NA	221106	51	2	2.5k
bin.119	root	5656	56	24	56	0	0	0	0	0	0	0	id118	Unclassified	NA	NA	NA	NA	NA	NA	295609	59	30	2.5k
bin.129	root	5656	56	24	56	0	0	0	0	0	0	0	id128	Unclassified	NA	NA	NA	NA	NA	NA	256399	50	1	2.5k
bin.146	root	5656	56	24	56	0	0	0	0	0	0	0	id145	Unclassified	NA	NA	NA	NA	NA	NA	209904	32	30	2.5k
bin.148	k__Archaea	207	149	107	141	8	0	0	0	0	0.81	0	id147	Unclassified	NA	NA	NA	NA	NA	NA	227581	62	11	2.5k
bin.161	root	5656	56	24	56	0	0	0	0	0	0	0	id160	Unclassified	NA	NA	NA	NA	NA	NA	319765	56	42	2.5k
bin.170	root	5656	56	24	56	0	0	0	0	0	0	0	id169	Unclassified	NA	NA	NA	NA	NA	NA	379437	57	31	2.5k
bin.199	root	5656	56	24	56	0	0	0	0	0	0	0	id198	Unclassified	NA	NA	NA	NA	NA	NA	231391	57	25	2.5k
bin.210	root	5656	56	24	56	0	0	0	0	0	0	0	id209	Unclassified	NA	NA	NA	NA	NA	NA	533294	56	63	2.5k
bin.215	root	5656	56	24	56	0	0	0	0	0	0	0	id214	Unclassified	NA	NA	NA	NA	NA	NA	1112772	58	125	2.5k
bin.253	root	5656	56	24	56	0	0	0	0	0	0	0	id252	Unclassified	NA	NA	NA	NA	NA	NA	243864	53	31	2.5k
bin.286	root	5656	56	24	56	0	0	0	0	0	0	0	id285	Unclassified	NA	NA	NA	NA	NA	NA	218568	61	9	2.5k
bin.290	root	5656	56	24	56	0	0	0	0	0	0	0	id289	Unclassified	NA	NA	NA	NA	NA	NA	561889	55	63	2.5k
bin.314	root	5656	56	24	56	0	0	0	0	0	0	0	id313	Unclassified	NA	NA	NA	NA	NA	NA	258878	58	27	2.5k
bin.335	root	5656	56	24	56	0	0	0	0	0	0	0	id334	Unclassified	NA	NA	NA	NA	NA	NA	821744	55	115	2.5k
bin.341	root	5656	56	24	56	0	0	0	0	0	0	0	id340	Unclassified	NA	NA	NA	NA	NA	NA	296809	26	7	2.5k
bin.367	root	5656	56	24	56	0	0	0	0	0	0	0	id366	Unclassified	NA	NA	NA	NA	NA	NA	409071	57	22	2.5k
bin.379	root	5656	56	24	56	0	0	0	0	0	0	0	id378	Unclassified	NA	NA	NA	NA	NA	NA	368432	54	26	2.5k
bin.388	root	5656	56	24	56	0	0	0	0	0	0	0	id387	Unclassified	NA	NA	NA	NA	NA	NA	256285	56	13	2.5k
bin.399	root	5656	56	24	56	0	0	0	0	0	0	0	id398	Unclassified	NA	NA	NA	NA	NA	NA	270119	56	17	2.5k
bin.409	root	5656	56	24	56	0	0	0	0	0	0	0	id408	Unclassified	NA	NA	NA	NA	NA	NA	237655	68	14	2.5k
bin.413	root	5656	56	24	56	0	0	0	0	0	0	0	id412	Unclassified	NA	NA	NA	NA	NA	NA	204262	31	1	2.5k
bin.418	root	5656	56	24	56	0	0	0	0	0	0	0	id417	Unclassified	NA	NA	NA	NA	NA	NA	441348	47	43	2.5k
bin.437	root	5656	56	24	56	0	0	0	0	0	0	0	id436	Unclassified	NA	NA	NA	NA	NA	NA	558770	55	41	2.5k
bin.457	root	5656	56	24	56	0	0	0	0	0	0	0	id456	Unclassified	NA	NA	NA	NA	NA	NA	247292	49	5	2.5k
bin.482	root	5656	56	24	56	0	0	0	0	0	0	0	id481	Unclassified	NA	NA	NA	NA	NA	NA	257558	68	18	2.5k
bin.498	root	5656	56	24	56	0	0	0	0	0	0	0	id497	Unclassified	NA	NA	NA	NA	NA	NA	431825	30	34	2.5k
bin.499	k__Archaea	207	149	107	136	13	0	0	0	0	1.73	0	id498	Unclassified	NA	NA	NA	NA	NA	NA	610864	49	18	2.5k
bin.503	root	5656	56	24	56	0	0	0	0	0	0	0	id502	Unclassified	NA	NA	NA	NA	NA	NA	210102	67	36	2.5k
bin.506	root	5656	56	24	56	0	0	0	0	0	0	0	id505	Unclassified	NA	NA	NA	NA	NA	NA	228879	58	3	2.5k
bin.010	root	5656	56	24	56	0	0	0	0	0	0	0	id9	Unclassified	NA	NA	NA	NA	NA	NA	1044324	55	57	10k
bin.018	root	5656	56	24	56	0	0	0	0	0	0	0	id17	Unclassified	NA	NA	NA	NA	NA	NA	391513	55	13	10k
bin.020	root	5656	56	24	56	0	0	0	0	0	0	0	id19	Unclassified	NA	NA	NA	NA	NA	NA	246007	59	4	10k
bin.026	root	5656	56	24	56	0	0	0	0	0	0	0	id25	Unclassified	NA	NA	NA	NA	NA	NA	283032	57	8	10k
bin.028	root	5656	56	24	56	0	0	0	0	0	0	0	id27	Unclassified	NA	NA	NA	NA	NA	NA	228777	62	16	10k
bin.032	root	5656	56	24	56	0	0	0	0	0	0	0	id31	Unclassified	NA	NA	NA	NA	NA	NA	231233	54	10	10k
bin.036	root	5656	56	24	56	0	0	0	0	0	0	0	id35	Unclassified	NA	NA	NA	NA	NA	NA	209693	56	7	10k
bin.053	root	5656	56	24	56	0	0	0	0	0	0	0	id52	Unclassified	NA	NA	NA	NA	NA	NA	433681	54	20	10k
bin.057	root	5656	56	24	56	0	0	0	0	0	0	0	id56	Unclassified	NA	NA	NA	NA	NA	NA	227041	59	11	10k
bin.062	root	5656	56	24	56	0	0	0	0	0	0	0	id61	Unclassified	NA	NA	NA	NA	NA	NA	262981	35	20	10k
bin.067	root	5656	56	24	56	0	0	0	0	0	0	0	id66	Unclassified	NA	NA	NA	NA	NA	NA	272971	55	13	10k
bin.068	k__Archaea	207	149	107	136	13	0	0	0	0	1.73	0	id67	Unclassified	NA	NA	NA	NA	NA	NA	597464	49	16	10k
bin.080	root	5656	56	24	56	0	0	0	0	0	0	0	id79	Unclassified	NA	NA	NA	NA	NA	NA	231903	69	11	10k
bin.095	root	5656	56	24	56	0	0	0	0	0	0	0	id94	Unclassified	NA	NA	NA	NA	NA	NA	506950	58	22	10k
bin.122	root	5656	56	24	56	0	0	0	0	0	0	0	id121	Unclassified	NA	NA	NA	NA	NA	NA	684193	57	29	10k
bin.123	root	5656	56	24	56	0	0	0	0	0	0	0	id122	Unclassified	NA	NA	NA	NA	NA	NA	308899	40	21	10k
bin.124	k__Bacteria	5449	104	58	101	3	0	0	0	0	0.47	0	id123	Unclassified	NA	NA	NA	NA	NA	NA	221106	51	2	10k
bin.133	root	5656	56	24	56	0	0	0	0	0	0	0	id132	Unclassified	NA	NA	NA	NA	NA	NA	642216	54	41	10k
bin.144	k__Bacteria	5449	104	58	100	4	0	0	0	0	0.63	0	id143	Unclassified	NA	NA	NA	NA	NA	NA	202251	61	3	10k
bin.147	root	5656	56	24	56	0	0	0	0	0	0	0	id146	Unclassified	NA	NA	NA	NA	NA	NA	211048	68	10	10k
bin.173	root	5656	56	24	56	0	0	0	0	0	0	0	id172	Unclassified	NA	NA	NA	NA	NA	NA	611456	55	21	10k
bin.203	root	5656	56	24	56	0	0	0	0	0	0	0	id202	Unclassified	NA	NA	NA	NA	NA	NA	256399	50	1	10k
bin.210	root	5656	56	24	55	1	0	0	0	0	4.17	0	id209	Unclassified	NA	NA	NA	NA	NA	NA	536025	34	23	10k
bin.211	root	5656	56	24	56	0	0	0	0	0	0	0	id210	Unclassified	NA	NA	NA	NA	NA	NA	260912	51	1	10k
bin.219	root	5656	56	24	56	0	0	0	0	0	0	0	id218	Unclassified	NA	NA	NA	NA	NA	NA	209277	61	8	10k
bin.227	root	5656	56	24	56	0	0	0	0	0	0	0	id226	Unclassified	NA	NA	NA	NA	NA	NA	404666	54	17	10k
bin.228	root	5656	56	24	56	0	0	0	0	0	0	0	id227	Unclassified	NA	NA	NA	NA	NA	NA	204262	31	1	10k
bin.239	root	5656	56	24	56	0	0	0	0	0	0	0	id238	Unclassified	NA	NA	NA	NA	NA	NA	230433	59	8	10k
bin.258	root	5656	56	24	56	0	0	0	0	0	0	0	id257	Unclassified	NA	NA	NA	NA	NA	NA	252242	56	17	10k
bin.261	root	5656	56	24	56	0	0	0	0	0	0	0	id260	Unclassified	NA	NA	NA	NA	NA	NA	398206	32	23	10k
bin.272	root	5656	56	24	56	0	0	0	0	0	0	0	id271	Unclassified	NA	NA	NA	NA	NA	NA	222202	57	11	10k
bin.280	root	5656	56	24	56	0	0	0	0	0	0	0	id279	Unclassified	NA	NA	NA	NA	NA	NA	231626	56	12	10k
bin.283	root	5656	56	24	56	0	0	0	0	0	0	0	id282	Unclassified	NA	NA	NA	NA	NA	NA	221408	57	14	10k
bin.285	root	5656	56	24	56	0	0	0	0	0	0	0	id284	Unclassified	NA	NA	NA	NA	NA	NA	243077	63	19	10k
bin.317	root	5656	56	24	56	0	0	0	0	0	0	0	id316	Unclassified	NA	NA	NA	NA	NA	NA	403026	56	26	10k
bin.321	root	5656	56	24	56	0	0	0	0	0	0	0	id320	Unclassified	NA	NA	NA	NA	NA	NA	246622	57	12	10k
bin.322	root	5656	56	24	56	0	0	0	0	0	0	0	id321	Unclassified	NA	NA	NA	NA	NA	NA	283013	35	8	10k
bin.326	root	5656	56	24	56	0	0	0	0	0	0	0	id325	Unclassified	NA	NA	NA	NA	NA	NA	289510	26	6	10k
bin.327	root	5656	56	24	56	0	0	0	0	0	0	0	id326	Unclassified	NA	NA	NA	NA	NA	NA	732132	57	33	10k
bin.329	k__Bacteria	5449	104	58	102	2	0	0	0	0	0.31	0	id328	Unclassified	NA	NA	NA	NA	NA	NA	303502	46	16	10k
bin.330	root	5656	56	24	56	0	0	0	0	0	0	0	id329	Unclassified	NA	NA	NA	NA	NA	NA	341406	58	7	10k
bin.331	root	5656	56	24	56	0	0	0	0	0	0	0	id330	Unclassified	NA	NA	NA	NA	NA	NA	274576	60	17	10k
bin.332	root	5656	56	24	56	0	0	0	0	0	0	0	id331	Unclassified	NA	NA	NA	NA	NA	NA	247292	49	5	10k
bin.336	root	5656	56	24	56	0	0	0	0	0	0	0	id335	Unclassified	NA	NA	NA	NA	NA	NA	423719	57	25	10k
bin.339	root	5656	56	24	56	0	0	0	0	0	0	0	id338	Unclassified	NA	NA	NA	NA	NA	NA	252288	62	20	10k
bin.357	k__Archaea	207	149	107	141	8	0	0	0	0	0.81	0	id356	Unclassified	NA	NA	NA	NA	NA	NA	205039	62	9	10k
bin.359	root	5656	56	24	56	0	0	0	0	0	0	0	id358	Unclassified	NA	NA	NA	NA	NA	NA	248257	56	13	10k
bin.377	k__Bacteria	5449	104	58	102	2	0	0	0	0	0.31	0	id376	Unclassified	NA	NA	NA	NA	NA	NA	308315	53	1	10k
bin.385	root	5656	56	24	56	0	0	0	0	0	0	0	id384	Unclassified	NA	NA	NA	NA	NA	NA	228879	58	3	10k
bin.387	root	5656	56	24	56	0	0	0	0	0	0	0	id386	Unclassified	NA	NA	NA	NA	NA	NA	263593	38	2	10k
bin.001	k__Archaea	207	149	107	140	9	0	0	0	0	1.83	0	id0	Unclassified Archaea	NA	NA	NA	NA	NA	NA	284957	47	5	2.5k
bin.011	root	5656	56	24	56	0	0	0	0	0	0	0	id10	Unclassified Archaea	NA	NA	NA	NA	NA	NA	263981	65	32	2.5k
bin.063	k__Archaea	207	149	107	138	11	0	0	0	0	2.44	0	id62	Unclassified Archaea	NA	NA	NA	NA	NA	NA	1524575	51	35	2.5k
bin.258	k__Archaea	207	149	107	130	19	0	0	0	0	5.78	0	id257	Unclassified Archaea	NA	NA	NA	NA	NA	NA	436873	29	30	2.5k
bin.280	k__Archaea	207	149	107	138	11	0	0	0	0	1.43	0	id279	Unclassified Archaea	NA	NA	NA	NA	NA	NA	605095	39	31	2.5k
bin.296	root	5656	56	24	56	0	0	0	0	0	0	0	id295	Unclassified Archaea	NA	NA	NA	NA	NA	NA	217543	67	5	2.5k
bin.428	k__Archaea	207	149	107	130	18	1	0	0	0	5.78	0.07	id427	Unclassified Archaea	NA	NA	NA	NA	NA	NA	608265	26	18	2.5k
bin.001	k__Archaea	207	149	107	140	9	0	0	0	0	1.83	0	id0	Unclassified Archaea	NA	NA	NA	NA	NA	NA	284957	47	5	10k
bin.027	k__Archaea	207	149	107	140	9	0	0	0	0	5.06	0	id26	Unclassified Archaea	NA	NA	NA	NA	NA	NA	315037	29	14	10k
bin.168	k__Archaea	207	149	107	138	11	0	0	0	0	1.43	0	id167	Unclassified Archaea	NA	NA	NA	NA	NA	NA	530022	39	21	10k
bin.291	k__Archaea	207	149	107	138	11	0	0	0	0	2.44	0	id290	Unclassified Archaea	NA	NA	NA	NA	NA	NA	1480828	51	29	10k
bin.305	k__Archaea	207	149	107	130	18	1	0	0	0	5.78	0.07	id304	Unclassified Archaea	NA	NA	NA	NA	NA	NA	590346	26	16	10k
bin.005	root	5656	56	24	56	0	0	0	0	0	0	0	id4	Unclassified Bacteria	NA	NA	NA	NA	NA	NA	494834	42	1	2.5k
bin.006	root	5656	56	24	56	0	0	0	0	0	0	0	id5	Unclassified Bacteria	NA	NA	NA	NA	NA	NA	324030	39	3	2.5k
bin.007	root	5656	56	24	56	0	0	0	0	0	0	0	id6	Unclassified Bacteria	NA	NA	NA	NA	NA	NA	338143	57	2	2.5k
bin.009	root	5656	56	24	56	0	0	0	0	0	0	0	id8	Unclassified Bacteria	NA	NA	NA	NA	NA	NA	359506	34	4	2.5k
bin.010	root	5656	56	24	56	0	0	0	0	0	0	0	id9	Unclassified Bacteria	NA	NA	NA	NA	NA	NA	346597	46	1	2.5k
bin.013	k__Bacteria	5449	104	58	102	2	0	0	0	0	3.45	0	id12	Unclassified Bacteria	NA	NA	NA	NA	NA	NA	303192	58	24	2.5k
bin.024	root	5656	56	24	55	1	0	0	0	0	4.17	0	id23	Unclassified Bacteria	NA	NA	NA	NA	NA	NA	206054	66	33	2.5k
bin.025	root	5656	56	24	56	0	0	0	0	0	0	0	id24	Unclassified Bacteria	NA	NA	NA	NA	NA	NA	301981	58	35	2.5k
bin.035	root	5656	56	24	55	1	0	0	0	0	4.17	0	id34	Unclassified Bacteria	NA	NA	NA	NA	NA	NA	294789	63	44	2.5k
bin.037	k__Bacteria	5449	104	58	92	12	0	0	0	0	14.66	0	id36	Unclassified Bacteria	NA	NA	NA	NA	NA	NA	625642	58	94	2.5k
bin.038	k__Bacteria	5449	104	58	101	3	0	0	0	0	5.17	0	id37	Unclassified Bacteria	NA	NA	NA	NA	NA	NA	524730	66	81	2.5k
bin.041	k__Bacteria	5449	99	53	98	1	0	0	0	0	0.94	0	id40	Unclassified Bacteria	NA	NA	NA	NA	NA	NA	313474	61	35	2.5k
bin.043	root	5656	56	24	56	0	0	0	0	0	0	0	id42	Unclassified Bacteria	NA	NA	NA	NA	NA	NA	410045	61	27	2.5k
bin.051	k__Bacteria	5449	104	58	96	8	0	0	0	0	12.07	0	id50	Unclassified Bacteria	NA	NA	NA	NA	NA	NA	2455890	61	298	2.5k
bin.054	root	5656	56	24	56	0	0	0	0	0	0	0	id53	Unclassified Bacteria	NA	NA	NA	NA	NA	NA	551857	29	3	2.5k
bin.059	k__Bacteria	2258	187	116	161	24	2	0	0	0	5.78	0.1	id58	Unclassified Bacteria	NA	NA	NA	NA	NA	NA	693815	56	73	2.5k
bin.060	root	5656	56	24	56	0	0	0	0	0	0	0	id59	Unclassified Bacteria	NA	NA	NA	NA	NA	NA	246154	57	5	2.5k
bin.067	root	5656	56	24	56	0	0	0	0	0	0	0	id66	Unclassified Bacteria	NA	NA	NA	NA	NA	NA	308541	54	1	2.5k
bin.072	k__Bacteria	5449	104	58	99	5	0	0	0	0	7.76	0	id71	Unclassified Bacteria	NA	NA	NA	NA	NA	NA	244415	62	37	2.5k
bin.080	k__Bacteria	5449	104	58	104	0	0	0	0	0	0	0	id79	Unclassified Bacteria	NA	NA	NA	NA	NA	NA	202982	36	3	2.5k
bin.083	root	5656	56	24	56	0	0	0	0	0	0	0	id82	Unclassified Bacteria	NA	NA	NA	NA	NA	NA	437781	39	1	2.5k
bin.084	k__Bacteria	5449	104	58	93	11	0	0	0	0	10.34	0	id83	Unclassified Bacteria	NA	NA	NA	NA	NA	NA	375622	60	56	2.5k
bin.085	k__Bacteria	5449	104	58	97	7	0	0	0	0	8.62	0	id84	Unclassified Bacteria	NA	NA	NA	NA	NA	NA	459503	35	67	2.5k
bin.086	root	5656	56	24	56	0	0	0	0	0	0	0	id85	Unclassified Bacteria	NA	NA	NA	NA	NA	NA	252048	42	38	2.5k
bin.095	root	5656	56	24	56	0	0	0	0	0	0	0	id94	Unclassified Bacteria	NA	NA	NA	NA	NA	NA	1323831	60	152	2.5k
bin.108	k__Archaea	207	149	107	138	11	0	0	0	0	4.17	0	id107	Unclassified Bacteria	NA	NA	NA	NA	NA	NA	1061461	46	144	2.5k
bin.110	root	5656	56	24	54	2	0	0	0	0	8.33	0	id109	Unclassified Bacteria	NA	NA	NA	NA	NA	NA	619714	61	92	2.5k
bin.117	root	5656	56	24	56	0	0	0	0	0	0	0	id116	Unclassified Bacteria	NA	NA	NA	NA	NA	NA	244330	40	19	2.5k
bin.121	k__Bacteria	5449	104	58	95	9	0	0	0	0	13.79	0	id120	Unclassified Bacteria	NA	NA	NA	NA	NA	NA	572410	59	84	2.5k
bin.122	k__Bacteria	5449	103	58	95	8	0	0	0	0	12.23	0	id121	Unclassified Bacteria	NA	NA	NA	NA	NA	NA	464077	63	59	2.5k
bin.133	root	5656	56	24	56	0	0	0	0	0	0	0	id132	Unclassified Bacteria	NA	NA	NA	NA	NA	NA	212439	61	8	2.5k
bin.152	k__Bacteria	5449	104	58	98	6	0	0	0	0	10.34	0	id151	Unclassified Bacteria	NA	NA	NA	NA	NA	NA	741989	61	111	2.5k
bin.153	root	5656	56	24	55	1	0	0	0	0	4.17	0	id152	Unclassified Bacteria	NA	NA	NA	NA	NA	NA	1359624	61	200	2.5k
bin.166	k__Bacteria	5449	104	58	104	0	0	0	0	0	0	0	id165	Unclassified Bacteria	NA	NA	NA	NA	NA	NA	334513	37	11	2.5k
bin.172	k__Bacteria	5449	104	58	100	4	0	0	0	0	6.9	0	id171	Unclassified Bacteria	NA	NA	NA	NA	NA	NA	920501	57	131	2.5k
bin.174	root	5656	56	24	56	0	0	0	0	0	0	0	id173	Unclassified Bacteria	NA	NA	NA	NA	NA	NA	2174841	57	203	2.5k
bin.177	root	5656	56	24	56	0	0	0	0	0	0	0	id176	Unclassified Bacteria	NA	NA	NA	NA	NA	NA	1052722	57	133	2.5k
bin.195	k__Bacteria	5449	104	58	96	8	0	0	0	0	12.07	0	id194	Unclassified Bacteria	NA	NA	NA	NA	NA	NA	643331	68	82	2.5k
bin.201	root	5656	56	24	56	0	0	0	0	0	0	0	id200	Unclassified Bacteria	NA	NA	NA	NA	NA	NA	635863	63	101	2.5k
bin.207	root	5656	56	24	54	2	0	0	0	0	8.33	0	id206	Unclassified Bacteria	NA	NA	NA	NA	NA	NA	1345611	62	184	2.5k
bin.211	root	5656	56	24	56	0	0	0	0	0	0	0	id210	Unclassified Bacteria	NA	NA	NA	NA	NA	NA	270963	58	40	2.5k
bin.219	root	5656	56	24	56	0	0	0	0	0	0	0	id218	Unclassified Bacteria	NA	NA	NA	NA	NA	NA	380816	55	8	2.5k
bin.220	k__Bacteria	5449	104	58	98	6	0	0	0	0	10.34	0	id219	Unclassified Bacteria	NA	NA	NA	NA	NA	NA	391163	66	56	2.5k
bin.241	k__Bacteria	5449	104	58	92	12	0	0	0	0	8.62	0	id240	Unclassified Bacteria	NA	NA	NA	NA	NA	NA	218327	53	33	2.5k
bin.245	root	5656	56	24	55	1	0	0	0	0	4.17	0	id244	Unclassified Bacteria	NA	NA	NA	NA	NA	NA	433168	57	61	2.5k
bin.246	k__Bacteria	5449	104	58	1	13	56	27	7	0	98.28	133.5	id245	Unclassified Bacteria	NA	NA	NA	NA	NA	NA	15775903	61	1441	2.5k
bin.248	root	5656	56	24	54	2	0	0	0	0	8.33	0	id247	Unclassified Bacteria	NA	NA	NA	NA	NA	NA	285056	63	42	2.5k
bin.249	k__Bacteria	5449	104	58	97	7	0	0	0	0	11.21	0	id248	Unclassified Bacteria	NA	NA	NA	NA	NA	NA	305070	60	47	2.5k
bin.257	root	5656	56	24	56	0	0	0	0	0	0	0	id256	Unclassified Bacteria	NA	NA	NA	NA	NA	NA	273956	37	22	2.5k
bin.261	root	5656	56	24	56	0	0	0	0	0	0	0	id260	Unclassified Bacteria	NA	NA	NA	NA	NA	NA	578648	39	15	2.5k
bin.262	k__Bacteria	5449	104	58	99	5	0	0	0	0	8.62	0	id261	Unclassified Bacteria	NA	NA	NA	NA	NA	NA	642556	67	88	2.5k
bin.265	k__Bacteria	5449	104	58	98	6	0	0	0	0	8.62	0	id264	Unclassified Bacteria	NA	NA	NA	NA	NA	NA	453021	63	59	2.5k
bin.271	root	5656	56	24	56	0	0	0	0	0	0	0	id270	Unclassified Bacteria	NA	NA	NA	NA	NA	NA	498660	62	81	2.5k
bin.272	k__Bacteria	5449	104	58	88	16	0	0	0	0	10.03	0	id271	Unclassified Bacteria	NA	NA	NA	NA	NA	NA	271509	56	43	2.5k
bin.273	root	5656	56	24	55	1	0	0	0	0	4.17	0	id272	Unclassified Bacteria	NA	NA	NA	NA	NA	NA	764849	67	113	2.5k
bin.275	k__Bacteria	5449	104	58	101	3	0	0	0	0	5.17	0	id274	Unclassified Bacteria	NA	NA	NA	NA	NA	NA	934055	61	125	2.5k
bin.278	root	5656	56	24	56	0	0	0	0	0	0	0	id277	Unclassified Bacteria	NA	NA	NA	NA	NA	NA	970610	58	84	2.5k
bin.281	k__Bacteria	5449	104	58	98	6	0	0	0	0	5.17	0	id280	Unclassified Bacteria	NA	NA	NA	NA	NA	NA	1190871	58	104	2.5k
bin.282	k__Bacteria	5449	104	58	93	11	0	0	0	0	14.94	0	id281	Unclassified Bacteria	NA	NA	NA	NA	NA	NA	423368	59	64	2.5k
bin.283	root	5656	56	24	56	0	0	0	0	0	0	0	id282	Unclassified Bacteria	NA	NA	NA	NA	NA	NA	331791	46	27	2.5k
bin.288	root	5656	56	24	56	0	0	0	0	0	0	0	id287	Unclassified Bacteria	NA	NA	NA	NA	NA	NA	447555	54	42	2.5k
