locus_tag	ftype	length_bp	gene	EC_number	COG	product
FGCHFFMF_01460	CDS	588	hisB_2	3.1.3.15		Histidine biosynthesis bifunctional protein HisB
FGCHFFMF_01461	CDS	570	gmhA_1	5.3.1.28		Phosphoheptose isomerase
FGCHFFMF_01462	CDS	720	murU	2.7.7.99	COG1208	N-acetylmuramate alpha-1-phosphate uridylyltransferase
FGCHFFMF_01463	CDS	981	hddA	2.7.1.168		D-glycero-alpha-D-manno-heptose 7-phosphate kinase
FGCHFFMF_01464	CDS	987	iolG_1	1.1.1.369		Inositol 2-dehydrogenase/D-chiro-inositol 3-dehydrogenase
FGCHFFMF_01465	CDS	861	rhlG_1	1.1.1.100		Rhamnolipids biosynthesis 3-oxoacyl-[acyl-carrier-protein] reductase
FGCHFFMF_01466	CDS	873	COQ3_2	2.1.1.222		Ubiquinone biosynthesis O-methyltransferase, mitochondrial
FGCHFFMF_01467	CDS	972		5.1.3.2	COG1088	UDP-glucose 4-epimerase
FGCHFFMF_01468	CDS	735				hypothetical protein
FGCHFFMF_01469	CDS	1005		2.4.-.-		putative glycosyltransferase
FGCHFFMF_01470	CDS	909	trmR	2.1.1.-		tRNA 5-hydroxyuridine methyltransferase
FGCHFFMF_01471	CDS	801	noeI	2.1.1.-		2-O-methyltransferase NoeI
FGCHFFMF_01472	CDS	1122				hypothetical protein
FGCHFFMF_01473	CDS	1782				hypothetical protein
FGCHFFMF_01474	CDS	1149				hypothetical protein
FGCHFFMF_01475	CDS	2154				hypothetical protein
FGCHFFMF_01476	CDS	363				hypothetical protein
FGCHFFMF_01477	CDS	1038				hypothetical protein
FGCHFFMF_01478	CDS	891				hypothetical protein
FGCHFFMF_01479	CDS	1230				hypothetical protein
FGCHFFMF_01480	CDS	273				hypothetical protein
FGCHFFMF_01481	CDS	411				hypothetical protein
FGCHFFMF_01482	CDS	552				hypothetical protein
FGCHFFMF_01483	CDS	2205	rcsC_8	2.7.13.3		Sensor histidine kinase RcsC
FGCHFFMF_01484	CDS	1758				hypothetical protein
FGCHFFMF_01485	CDS	1143	iscS	2.8.1.7	COG1104	Cysteine desulfurase IscS
FGCHFFMF_01486	CDS	1272	mntH		COG1914	Divalent metal cation transporter MntH
FGCHFFMF_01487	CDS	1266				hypothetical protein
FGCHFFMF_01488	CDS	864	mmsB	1.1.1.31	COG2084	3-hydroxyisobutyrate dehydrogenase
FGCHFFMF_01489	CDS	564	mneA			Putative manganese exporter
FGCHFFMF_01490	CDS	1341	hpnE	1.17.8.1	COG2907	Hydroxysqualene dehydroxylase
FGCHFFMF_01491	CDS	846	hpnD	2.5.1.103	COG1562	Presqualene diphosphate synthase
FGCHFFMF_01492	CDS	843	hpnC	4.2.3.156	COG1562	Hydroxysqualene synthase
FGCHFFMF_01493	CDS	747				hypothetical protein
FGCHFFMF_01494	CDS	1608	prfC		COG4108	Peptide chain release factor 3
FGCHFFMF_01495	tRNA	84				tRNA-Leu(gag)
FGCHFFMF_01496	CDS	1395				hypothetical protein
FGCHFFMF_01497	CDS	1134				hypothetical protein
FGCHFFMF_01498	CDS	1098	dnaN		COG0592	Beta sliding clamp
FGCHFFMF_01499	CDS	1350	dnaA_2		COG0593	Chromosomal replication initiator protein DnaA
FGCHFFMF_01500	CDS	138	rpmH		COG0230	50S ribosomal protein L34
FGCHFFMF_01501	CDS	390	rnpA	3.1.26.5		Ribonuclease P protein component
FGCHFFMF_01502	CDS	234	yidD			Putative membrane protein insertion efficiency factor
FGCHFFMF_01503	CDS	1647	yidC		COG0706	Membrane protein insertase YidC
FGCHFFMF_01504	CDS	720				hypothetical protein
FGCHFFMF_01505	CDS	1377	mnmE	3.6.5.-	COG0486	tRNA modification GTPase MnmE
FGCHFFMF_01506	CDS	2769	nrdJ	1.17.4.1	COG0209	Vitamin B12-dependent ribonucleotide reductase
FGCHFFMF_01507	CDS	330				hypothetical protein
FGCHFFMF_01508	CDS	1938				hypothetical protein
FGCHFFMF_01509	CDS	342	glnB_5		COG0347	Nitrogen regulatory protein P-II
FGCHFFMF_01510	CDS	1377	nrgA_1			Ammonium transporter
FGCHFFMF_01511	CDS	342	glnB_6		COG0347	Nitrogen regulatory protein P-II
FGCHFFMF_01512	CDS	1371	nrgA_2			Ammonium transporter
FGCHFFMF_01513	CDS	1113				hypothetical protein
FGCHFFMF_01514	CDS	1137				hypothetical protein
FGCHFFMF_01515	CDS	1218				hypothetical protein
FGCHFFMF_01516	CDS	747				hypothetical protein
FGCHFFMF_01517	CDS	1305	eno2	4.2.1.11	COG0148	Enolase 2
FGCHFFMF_01518	CDS	543	yqgN		COG0212	putative protein YqgN
FGCHFFMF_01519	CDS	1347	degP_2	3.4.21.107	COG0265	Periplasmic serine endoprotease DegP
FGCHFFMF_01520	CDS	666				hypothetical protein
FGCHFFMF_01521	CDS	819				hypothetical protein
FGCHFFMF_01522	tRNA	90				tRNA-Ser(gga)
FGCHFFMF_01523	CDS	669	yiaD		COG2885	putative lipoprotein YiaD
FGCHFFMF_01524	CDS	963	iolG_2	1.1.1.369		Inositol 2-dehydrogenase/D-chiro-inositol 3-dehydrogenase
FGCHFFMF_01525	CDS	978				hypothetical protein
FGCHFFMF_01526	CDS	957	queG	1.17.99.6	COG1600	Epoxyqueuosine reductase
FGCHFFMF_01527	CDS	414				hypothetical protein
FGCHFFMF_01528	CDS	1614	glpD2	1.1.5.3	COG0578	Glycerol-3-phosphate dehydrogenase 2
FGCHFFMF_01529	CDS	2238				hypothetical protein
FGCHFFMF_01530	CDS	2118				hypothetical protein
FGCHFFMF_01531	CDS	339				hypothetical protein
FGCHFFMF_01532	CDS	1134	recF		COG1195	DNA replication and repair protein RecF
FGCHFFMF_01533	CDS	714	rsmG	2.1.1.-	COG0357	Ribosomal RNA small subunit methyltransferase G
FGCHFFMF_01534	CDS	1947	mnmG		COG0445	tRNA uridine 5-carboxymethylaminomethyl modification enzyme MnmG
FGCHFFMF_01535	CDS	330	ppnP	2.4.2.2	COG3123	Pyrimidine/purine nucleoside phosphorylase
FGCHFFMF_01536	tRNA	77				tRNA-Arg(acg)
FGCHFFMF_01537	CDS	288				hypothetical protein
FGCHFFMF_01538	CDS	483	glpE_3	2.8.1.1		Thiosulfate sulfurtransferase GlpE
FGCHFFMF_01539	CDS	1062				hypothetical protein
FGCHFFMF_01540	CDS	729				hypothetical protein
FGCHFFMF_01541	CDS	1839	ettA		COG0488	Energy-dependent translational throttle protein EttA
FGCHFFMF_01542	CDS	999	msrAB		COG0225	Peptide methionine sulfoxide reductase MsrA/MsrB
FGCHFFMF_01543	CDS	1518	nhaP2		COG3263	K(+)/H(+) antiporter NhaP2
FGCHFFMF_01544	CDS	531				hypothetical protein
FGCHFFMF_01545	CDS	186				hypothetical protein
FGCHFFMF_01546	CDS	1056	tolB_1			Tol-Pal system protein TolB
FGCHFFMF_01547	CDS	1647	tolB_2			Tol-Pal system protein TolB
FGCHFFMF_01548	CDS	630				hypothetical protein
FGCHFFMF_01549	CDS	399	exbD_2		COG0848	Biopolymer transport protein ExbD
FGCHFFMF_01550	CDS	612	tolQ_3			Tol-Pal system protein TolQ
FGCHFFMF_01551	CDS	2253				hypothetical protein
FGCHFFMF_01552	CDS	2004	ligA	6.5.1.2		DNA ligase
FGCHFFMF_01553	CDS	1878				hypothetical protein
FGCHFFMF_01554	CDS	711	cysE	2.3.1.30	COG1045	Serine acetyltransferase
FGCHFFMF_01555	CDS	420				hypothetical protein
FGCHFFMF_01556	CDS	453	fur_2		COG0735	Ferric uptake regulation protein
FGCHFFMF_01557	CDS	1083				hypothetical protein
FGCHFFMF_01558	CDS	609				hypothetical protein
FGCHFFMF_01559	CDS	150				hypothetical protein
FGCHFFMF_01560	CDS	747	kpsU	2.7.7.38	COG1212	3-deoxy-manno-octulosonate cytidylyltransferase
FGCHFFMF_01561	CDS	840	hldE_2	2.7.7.70		Bifunctional protein HldE
FGCHFFMF_01562	CDS	987	hldE_3		COG2870	Bifunctional protein HldE
FGCHFFMF_01563	CDS	618	gmhA_2	5.3.1.28		Phosphoheptose isomerase
FGCHFFMF_01564	CDS	876				hypothetical protein
FGCHFFMF_01565	CDS	672				hypothetical protein
FGCHFFMF_01566	CDS	288				hypothetical protein
FGCHFFMF_01567	CDS	888	COQ5_3	2.1.1.163		2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial
FGCHFFMF_01568	CDS	720				hypothetical protein
FGCHFFMF_01569	CDS	1062				hypothetical protein
FGCHFFMF_01570	CDS	1272				hypothetical protein
FGCHFFMF_01571	CDS	1365	bioK	2.6.1.105	COG0161	L-Lysine--8-amino-7-oxononanoate transaminase
FGCHFFMF_01572	CDS	1188	atoS	2.7.13.3	COG0642	Signal transduction histidine-protein kinase AtoS
FGCHFFMF_01573	CDS	1368	atoC_3		COG2204	Regulatory protein AtoC
FGCHFFMF_01574	CDS	375				hypothetical protein
FGCHFFMF_01575	CDS	465				hypothetical protein
FGCHFFMF_01576	CDS	573				hypothetical protein
FGCHFFMF_01577	CDS	438				hypothetical protein
FGCHFFMF_01578	CDS	1191				hypothetical protein
FGCHFFMF_01579	CDS	678				hypothetical protein
FGCHFFMF_01580	CDS	1845	rhaR_2			HTH-type transcriptional activator RhaR
FGCHFFMF_01581	CDS	1254	ctcP	1.14.19.49		Tetracycline 7-halogenase
FGCHFFMF_01582	CDS	942				hypothetical protein
FGCHFFMF_01583	CDS	1086	nemA	1.3.1.-	COG1902	N-ethylmaleimide reductase
FGCHFFMF_01584	CDS	201				hypothetical protein
FGCHFFMF_01585	CDS	1392	queE_2	4.3.99.3		7-carboxy-7-deazaguanine synthase
FGCHFFMF_01586	CDS	126				hypothetical protein
FGCHFFMF_01587	CDS	687				hypothetical protein
FGCHFFMF_01588	CDS	1326				hypothetical protein
FGCHFFMF_01589	CDS	360				hypothetical protein
FGCHFFMF_01590	CDS	1458				hypothetical protein
FGCHFFMF_01591	CDS	1071	purR			HTH-type transcriptional repressor PurR
FGCHFFMF_01592	tRNA	77				tRNA-Asp(gtc)
FGCHFFMF_01593	CDS	564				hypothetical protein
FGCHFFMF_01594	CDS	1005	rpoA	2.7.7.6	COG0202	DNA-directed RNA polymerase subunit alpha
FGCHFFMF_01595	CDS	627	rpsD		COG0522	30S ribosomal protein S4
FGCHFFMF_01596	CDS	390	rpsK			30S ribosomal protein S11
FGCHFFMF_01597	CDS	372	rpsM			30S ribosomal protein S13
FGCHFFMF_01598	CDS	114	rpmJ		COG0257	50S ribosomal protein L36
FGCHFFMF_01599	CDS	219	infA			Translation initiation factor IF-1
FGCHFFMF_01600	CDS	711	map	3.4.11.18	COG0024	Methionine aminopeptidase 1
FGCHFFMF_01601	CDS	669	adk	2.7.4.3		Adenylate kinase
FGCHFFMF_01602	CDS	1290	secY		COG0201	Protein translocase subunit SecY
FGCHFFMF_01603	CDS	165	rlmN	2.1.1.192		Dual-specificity RNA methyltransferase RlmN
FGCHFFMF_01604	CDS	951				hypothetical protein
FGCHFFMF_01605	CDS	651	rpe	5.1.3.1	COG0036	Ribulose-phosphate 3-epimerase
FGCHFFMF_01606	CDS	1353	ffh		COG0541	Signal recognition particle protein
FGCHFFMF_01607	CDS	687				hypothetical protein
FGCHFFMF_01608	CDS	1131	ycf3_2			Photosystem I assembly protein Ycf3
FGCHFFMF_01609	CDS	456				hypothetical protein
FGCHFFMF_01610	CDS	1569	comM		COG0606	Competence protein ComM
FGCHFFMF_01611	CDS	501	sigR		COG1595	ECF RNA polymerase sigma factor SigR
FGCHFFMF_01612	CDS	417				hypothetical protein
FGCHFFMF_01613	CDS	765				hypothetical protein
FGCHFFMF_01614	CDS	2538				hypothetical protein
FGCHFFMF_01615	CDS	423				hypothetical protein
FGCHFFMF_01616	CDS	1698	pgm_1	5.4.2.2	COG0033	Phosphoglucomutase
FGCHFFMF_01617	CDS	2547	glgP_2	2.4.1.1	COG0058	Glycogen phosphorylase
FGCHFFMF_01618	CDS	156				hypothetical protein
FGCHFFMF_01619	CDS	771				hypothetical protein
FGCHFFMF_01620	CDS	771				hypothetical protein
FGCHFFMF_01621	CDS	876				hypothetical protein
FGCHFFMF_01622	CDS	828	dppC		COG1173	Dipeptide transport system permease protein DppC
FGCHFFMF_01623	CDS	972	dppB		COG0601	Dipeptide transport system permease protein DppB
FGCHFFMF_01624	CDS	1629	appA			Oligopeptide-binding protein AppA
FGCHFFMF_01625	CDS	681	menG	2.1.1.163		Demethylmenaquinone methyltransferase
FGCHFFMF_01626	CDS	444				hypothetical protein
FGCHFFMF_01627	CDS	756	tpiA	5.3.1.1		Triosephosphate isomerase
FGCHFFMF_01628	CDS	1239	pgk	2.7.2.3	COG0126	Phosphoglycerate kinase
FGCHFFMF_01629	CDS	1068	gap1	1.2.1.12	COG0057	Glyceraldehyde-3-phosphate dehydrogenase 1
FGCHFFMF_01630	CDS	1539	gpmI	5.4.2.12	COG0696	2,3-bisphosphoglycerate-independent phosphoglycerate mutase
FGCHFFMF_01631	CDS	384	dksA		COG1734	RNA polymerase-binding transcription factor DksA
FGCHFFMF_01632	CDS	348				hypothetical protein
FGCHFFMF_01633	CDS	1590	speA	4.1.1.19	COG1982	Arginine decarboxylase
FGCHFFMF_01634	CDS	933	speE_2	2.5.1.104	COG0421	Polyamine aminopropyltransferase
FGCHFFMF_01635	CDS	399	speH	4.1.1.50	COG1586	S-adenosylmethionine decarboxylase proenzyme
FGCHFFMF_01636	CDS	756	tlyA	2.1.1.226	COG1189	16S/23S rRNA (cytidine-2'-O)-methyltransferase TlyA
FGCHFFMF_01637	CDS	1893	dxs	2.2.1.7	COG1154	1-deoxy-D-xylulose-5-phosphate synthase
FGCHFFMF_01638	CDS	471				hypothetical protein
FGCHFFMF_01639	CDS	834		2.5.1.10		Farnesyl diphosphate synthase
FGCHFFMF_01640	CDS	345	xseB	3.1.11.6		Exodeoxyribonuclease 7 small subunit
FGCHFFMF_01641	CDS	705	xseA	3.1.11.6	COG1570	Exodeoxyribonuclease 7 large subunit
FGCHFFMF_01642	CDS	918				hypothetical protein
FGCHFFMF_01643	CDS	576	algU_3		COG1595	RNA polymerase sigma-H factor
FGCHFFMF_01644	CDS	360				hypothetical protein
FGCHFFMF_01645	CDS	414				hypothetical protein
FGCHFFMF_01646	CDS	1068				hypothetical protein
FGCHFFMF_01647	CDS	543	ruvC	3.1.22.4	COG0817	Crossover junction endodeoxyribonuclease RuvC
FGCHFFMF_01648	CDS	594	ruvA	3.6.4.12	COG0632	Holliday junction ATP-dependent DNA helicase RuvA
FGCHFFMF_01649	CDS	171				hypothetical protein
FGCHFFMF_01650	CDS	2949	rep	3.6.4.12		ATP-dependent DNA helicase Rep
FGCHFFMF_01651	CDS	1245	dinB	2.7.7.7	COG0389	DNA polymerase IV
FGCHFFMF_01652	CDS	690				hypothetical protein
FGCHFFMF_01653	CDS	609	infC		COG0290	Translation initiation factor IF-3
FGCHFFMF_01654	CDS	198				hypothetical protein
FGCHFFMF_01655	CDS	405	rplT		COG0292	50S ribosomal protein L20
FGCHFFMF_01656	CDS	798	rlmB	2.1.1.185		23S rRNA (guanosine-2'-O-)-methyltransferase RlmB
FGCHFFMF_01657	CDS	168				hypothetical protein
FGCHFFMF_01658	CDS	1026	pheS	6.1.1.20	COG0016	Phenylalanine--tRNA ligase alpha subunit
FGCHFFMF_01659	CDS	930				hypothetical protein
FGCHFFMF_01660	CDS	507				hypothetical protein
FGCHFFMF_01661	CDS	2007				hypothetical protein
FGCHFFMF_01662	CDS	435				hypothetical protein
FGCHFFMF_01663	CDS	1029		5.1.3.2	COG1088	UDP-glucose 4-epimerase
FGCHFFMF_01664	CDS	777		2.1.1.-	COG0500	putative methyltransferase
FGCHFFMF_01665	CDS	1344	mdtK		COG0534	Multidrug resistance protein MdtK
FGCHFFMF_01666	CDS	315				hypothetical protein
FGCHFFMF_01667	CDS	333				hypothetical protein
FGCHFFMF_01668	CDS	360				hypothetical protein
FGCHFFMF_01669	CDS	1017				hypothetical protein
FGCHFFMF_01670	CDS	3594	mfd	3.6.4.-		Transcription-repair-coupling factor
FGCHFFMF_01671	CDS	684				hypothetical protein
FGCHFFMF_01672	CDS	945	surA_1	5.2.1.8		Chaperone SurA
FGCHFFMF_01673	CDS	1017	surA_2	5.2.1.8		Chaperone SurA
FGCHFFMF_01674	CDS	1047	argC	1.2.1.38		N-acetyl-gamma-glutamyl-phosphate reductase
FGCHFFMF_01675	CDS	1212	argJ			Arginine biosynthesis bifunctional protein ArgJ
FGCHFFMF_01676	CDS	747	rpsB		COG0052	30S ribosomal protein S2
FGCHFFMF_01677	CDS	876	tsf		COG0264	Elongation factor Ts
FGCHFFMF_01678	CDS	720	pyrH	2.7.4.22	COG0528	Uridylate kinase
FGCHFFMF_01679	CDS	558	frr		COG0233	Ribosome-recycling factor
FGCHFFMF_01680	CDS	1545	guaA	6.3.5.2		GMP synthase [glutamine-hydrolyzing]
FGCHFFMF_01681	CDS	687				hypothetical protein
FGCHFFMF_01682	CDS	1098	afsK	2.7.11.1	COG0515	Serine/threonine-protein kinase AfsK
FGCHFFMF_01683	CDS	1809				hypothetical protein
FGCHFFMF_01684	CDS	3495	dnaE	2.7.7.7	COG0587	DNA polymerase III subunit alpha
FGCHFFMF_01685	CDS	2664				hypothetical protein
FGCHFFMF_01686	CDS	1464				hypothetical protein
FGCHFFMF_01687	CDS	417				hypothetical protein
FGCHFFMF_01688	CDS	435				hypothetical protein
FGCHFFMF_01689	CDS	1344	rarA		COG2256	Replication-associated recombination protein A
FGCHFFMF_01690	CDS	1293				hypothetical protein
FGCHFFMF_01691	CDS	441				hypothetical protein
FGCHFFMF_01692	CDS	486	cpoB_5			Cell division coordinator CpoB
FGCHFFMF_01693	CDS	261	hisG	2.4.2.17		ATP phosphoribosyltransferase
FGCHFFMF_01694	CDS	561	atpH_2			ATP synthase subunit delta
FGCHFFMF_01695	CDS	492	atpF_2		COG0711	ATP synthase subunit b
FGCHFFMF_01696	CDS	324	atpH_3			ATP synthase subunit c
FGCHFFMF_01697	CDS	852	atpB_2		COG0356	ATP synthase subunit a
FGCHFFMF_01698	CDS	282				hypothetical protein
FGCHFFMF_01699	CDS	279				hypothetical protein
FGCHFFMF_01700	CDS	531			COG1259	putative protein
FGCHFFMF_01701	CDS	1440				hypothetical protein
FGCHFFMF_01702	CDS	453				hypothetical protein
FGCHFFMF_01703	CDS	381				hypothetical protein
FGCHFFMF_01704	CDS	219				hypothetical protein
FGCHFFMF_01705	CDS	1638				hypothetical protein
FGCHFFMF_01706	CDS	1443	pgm_2	5.4.2.2	COG0033	Phosphoglucomutase
FGCHFFMF_01707	CDS	2502	glmM_2			Phosphoglucosamine mutase
FGCHFFMF_01708	CDS	393				hypothetical protein
FGCHFFMF_01709	CDS	1206	lysN	2.6.1.39	COG1167	2-aminoadipate transaminase
FGCHFFMF_01710	CDS	933				hypothetical protein
FGCHFFMF_01711	CDS	1572				hypothetical protein
FGCHFFMF_01712	CDS	462			COG0328	Bifunctional protein
FGCHFFMF_01713	CDS	327	kdsA	2.5.1.55	COG2877	2-dehydro-3-deoxyphosphooctonate aldolase
FGCHFFMF_01714	CDS	1548	cbpA_2	2.4.1.20	COG3459	Cellobiose phosphorylase
FGCHFFMF_01715	CDS	2406	cbpA_3	2.4.1.20	COG3459	Cellobiose phosphorylase
FGCHFFMF_01716	CDS	1062	ribD		COG0117	Riboflavin biosynthesis protein RibD
FGCHFFMF_01717	CDS	630	ribE	2.5.1.9		Riboflavin synthase
FGCHFFMF_01718	CDS	486				hypothetical protein
FGCHFFMF_01719	CDS	1212	ribBA		COG0108	Riboflavin biosynthesis protein RibBA
FGCHFFMF_01720	CDS	480	ribH	2.5.1.78	COG0054	6,7-dimethyl-8-ribityllumazine synthase
FGCHFFMF_01721	CDS	399				hypothetical protein
FGCHFFMF_01722	CDS	492	nusB		COG0781	Transcription antitermination protein NusB
FGCHFFMF_01723	CDS	348				hypothetical protein
FGCHFFMF_01724	CDS	303				hypothetical protein
FGCHFFMF_01725	CDS	537				hypothetical protein
FGCHFFMF_01726	CDS	543				hypothetical protein
FGCHFFMF_01727	CDS	654				hypothetical protein
FGCHFFMF_01728	CDS	363				hypothetical protein
FGCHFFMF_01729	CDS	456				hypothetical protein
FGCHFFMF_01730	CDS	390				hypothetical protein
FGCHFFMF_01731	CDS	468	ybeY	3.1.-.-		Endoribonuclease YbeY
FGCHFFMF_01732	CDS	1290				hypothetical protein
FGCHFFMF_01733	CDS	894	era		COG1159	GTPase Era
FGCHFFMF_01734	CDS	345				hypothetical protein
FGCHFFMF_01735	CDS	159				hypothetical protein
FGCHFFMF_01736	CDS	96				hypothetical protein
FGCHFFMF_01737	CDS	510				hypothetical protein
FGCHFFMF_01738	CDS	540				hypothetical protein
FGCHFFMF_01739	CDS	2118				hypothetical protein
FGCHFFMF_01740	CDS	513				hypothetical protein
FGCHFFMF_01741	CDS	1098				hypothetical protein
FGCHFFMF_01742	CDS	1572	htpX_3	3.4.24.-		Protease HtpX
FGCHFFMF_01743	CDS	564	lemA_2		COG1704	Protein LemA
FGCHFFMF_01744	CDS	261				hypothetical protein
FGCHFFMF_01745	CDS	1821	cstA		COG1966	Peptide transporter CstA
FGCHFFMF_01746	CDS	744	pgl	3.1.1.31		6-phosphogluconolactonase
FGCHFFMF_01747	CDS	1515	zwf2	1.1.1.49	COG0364	Glucose-6-phosphate 1-dehydrogenase 2
FGCHFFMF_01748	CDS	963		1.1.1.343	COG1023	6-phosphogluconate dehydrogenase, NAD(+)-dependent, decarboxylating
FGCHFFMF_01749	CDS	2442				hypothetical protein
FGCHFFMF_01750	CDS	111				hypothetical protein
FGCHFFMF_01751	CDS	1227				hypothetical protein
FGCHFFMF_01752	CDS	357				hypothetical protein
FGCHFFMF_01753	CDS	915	btuD_1	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
FGCHFFMF_01754	CDS	681	ecfT			Energy-coupling factor transporter transmembrane protein EcfT
FGCHFFMF_01755	CDS	1650				hypothetical protein
FGCHFFMF_01756	CDS	585	kdpC_1		COG2156	Potassium-transporting ATPase KdpC subunit
FGCHFFMF_01757	CDS	2022	kdpB_1	7.2.2.6	COG2216	Potassium-transporting ATPase ATP-binding subunit
FGCHFFMF_01758	CDS	1716	kdpA_1		COG2060	Potassium-transporting ATPase potassium-binding subunit
FGCHFFMF_01759	CDS	1770	sasA_5	2.7.-.-		Adaptive-response sensory-kinase SasA
FGCHFFMF_01760	CDS	192				hypothetical protein
FGCHFFMF_01761	CDS	1347	algB		COG2204	Alginate biosynthesis transcriptional regulatory protein AlgB
FGCHFFMF_01762	CDS	1017	kdpC_2			Potassium-transporting ATPase KdpC subunit
FGCHFFMF_01763	CDS	2127	kdpB_2	7.2.2.6	COG2216	Potassium-transporting ATPase ATP-binding subunit
FGCHFFMF_01764	CDS	1629	kdpA_2		COG2060	Potassium-transporting ATPase potassium-binding subunit
FGCHFFMF_01765	CDS	225				hypothetical protein
FGCHFFMF_01766	CDS	1458				hypothetical protein
FGCHFFMF_01767	CDS	2070				hypothetical protein
FGCHFFMF_01768	CDS	600	recR		COG0353	Recombination protein RecR
FGCHFFMF_01769	CDS	312			COG0718	Nucleoid-associated protein
FGCHFFMF_01770	CDS	1776	ruvB_2	3.6.4.12		Holliday junction ATP-dependent DNA helicase RuvB
FGCHFFMF_01771	CDS	1152	mshA_2	2.4.1.250		D-inositol-3-phosphate glycosyltransferase
FGCHFFMF_01772	CDS	516				hypothetical protein
FGCHFFMF_01773	CDS	717	pgsA	2.7.8.5		CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase
FGCHFFMF_01774	CDS	1377	rimO	2.8.4.4	COG0621	Ribosomal protein S12 methylthiotransferase RimO
FGCHFFMF_01775	CDS	1233				hypothetical protein
FGCHFFMF_01776	CDS	498				hypothetical protein
FGCHFFMF_01777	CDS	966				hypothetical protein
FGCHFFMF_01778	CDS	819	lolA_2			Outer-membrane lipoprotein carrier protein
FGCHFFMF_01779	CDS	1221	spoIIIE		COG1674	DNA translocase SpoIIIE
FGCHFFMF_01780	CDS	414	lpxD	2.3.1.-	COG1044	UDP-3-O-acylglucosamine N-acyltransferase
FGCHFFMF_01781	CDS	834	lpxC	3.5.1.108	COG0774	UDP-3-O-acyl-N-acetylglucosamine deacetylase
FGCHFFMF_01782	CDS	462	fabZ	4.2.1.59		3-hydroxyacyl-[acyl-carrier-protein] dehydratase FabZ
FGCHFFMF_01783	CDS	777	lpxA_2	2.3.1.129		Acyl-[acyl-carrier-protein]--UDP-N-acetylglucosamine O-acyltransferase
FGCHFFMF_01784	CDS	801	lpxI	3.6.1.54	COG3494	UDP-2,3-diacylglucosamine pyrophosphatase LpxI
FGCHFFMF_01785	CDS	2055				hypothetical protein
FGCHFFMF_01786	CDS	1899				hypothetical protein
FGCHFFMF_01787	CDS	447	aroQ	4.2.1.10		3-dehydroquinate dehydratase
FGCHFFMF_01788	CDS	3099				hypothetical protein
FGCHFFMF_01789	CDS	1014	ccpA_2		COG1609	Catabolite control protein A
FGCHFFMF_01790	CDS	2478				hypothetical protein
FGCHFFMF_01791	CDS	1206				hypothetical protein
FGCHFFMF_01792	CDS	1161	nuoH_2	7.1.1.-	COG1005	NADH-quinone oxidoreductase subunit H
FGCHFFMF_01793	CDS	561	ndhI_1	7.1.1.-		NAD(P)H-quinone oxidoreductase subunit I, chloroplastic
FGCHFFMF_01794	CDS	357	ndhC_2	7.1.1.-		NAD(P)H-quinone oxidoreductase subunit 3, chloroplastic
FGCHFFMF_01795	CDS	531				hypothetical protein
FGCHFFMF_01796	CDS	300		7.1.1.-	COG0713	NADH-quinone oxidoreductase subunit 11
FGCHFFMF_01797	CDS	1938	nuoL	7.1.1.-	COG1009	NADH-quinone oxidoreductase subunit L
FGCHFFMF_01798	CDS	1473	nuoM	7.1.1.-	COG1008	NADH-quinone oxidoreductase subunit M
FGCHFFMF_01799	CDS	1488	ndhB_4	7.1.1.-		NAD(P)H-quinone oxidoreductase subunit 2, chloroplastic
FGCHFFMF_01800	CDS	3570	smc		COG1196	Chromosome partition protein Smc
FGCHFFMF_01801	CDS	912	ftsY		COG0552	Signal recognition particle receptor FtsY
FGCHFFMF_01802	CDS	1707	recJ	3.1.-.-	COG0608	Single-stranded-DNA-specific exonuclease RecJ
FGCHFFMF_01803	CDS	576	rsmD	2.1.1.171	COG0742	Ribosomal RNA small subunit methyltransferase D
FGCHFFMF_01804	CDS	309				hypothetical protein
FGCHFFMF_01805	CDS	465	mhqR		COG1846	HTH-type transcriptional regulator MhqR
FGCHFFMF_01806	CDS	1203	entS_2			Enterobactin exporter EntS
FGCHFFMF_01807	CDS	1386	clsA	2.7.8.-	COG1502	Major cardiolipin synthase ClsA
FGCHFFMF_01808	CDS	552				hypothetical protein
FGCHFFMF_01809	CDS	741				hypothetical protein
FGCHFFMF_01810	CDS	951	nadA	2.5.1.72	COG0379	Quinolinate synthase A
FGCHFFMF_01811	CDS	198				hypothetical protein
FGCHFFMF_01812	CDS	1299	rlmI_1	2.1.1.191	COG1092	Ribosomal RNA large subunit methyltransferase I
FGCHFFMF_01813	CDS	1206	ycf3_3			Photosystem I assembly protein Ycf3
FGCHFFMF_01814	CDS	1623	nadB	1.4.3.16	COG0029	L-aspartate oxidase
FGCHFFMF_01815	CDS	651	yihX	3.1.3.10	COG1011	Alpha-D-glucose 1-phosphate phosphatase YihX
FGCHFFMF_01816	CDS	885	yedA			putative inner membrane transporter YedA
FGCHFFMF_01817	CDS	441				hypothetical protein
FGCHFFMF_01818	CDS	534				hypothetical protein
FGCHFFMF_01819	CDS	1275				hypothetical protein
FGCHFFMF_01820	CDS	972				hypothetical protein
FGCHFFMF_01821	CDS	600	phnK		COG4107	Putative phosphonates utilization ATP-binding protein PhnK
