	locus_tag	ftype	length_bp	gene	EC_number	COG	product	COG_category_ID	COG_name	COG_Gene	COG_pathway	PubMed_ID	PDB_ID	Hexadecimal	COG_category_desc
205	FGCHFFMF_00197	CDS	1008	iolS_1	1.1.1.-	COG0667	Aldo-keto reductase IolS	H	Pyridoxal reductase PdxI or related oxidoreductase, aldo/keto reductase family	PdxI		32253339	1LQA	DCDCFC	Coenzyme transport and metabolism
206	FGCHFFMF_00197	CDS	1008	iolS_1	1.1.1.-	COG0667	Aldo-keto reductase IolS	R	Pyridoxal reductase PdxI or related oxidoreductase, aldo/keto reductase family	PdxI		32253339	1LQA	E0E0E0	General function prediction only
207	FGCHFFMF_00198	CDS	1440	modF		COG1119	ABC transporter ATP-binding protein ModF	P	ABC-type molybdenum transport system, ATPase component ModF/photorepair protein PhrA	ModF			2IHY	CCCCFC	Inorganic ion transport and metabolism
208	FGCHFFMF_00199	CDS	1179				hypothetical protein								
209	FGCHFFMF_00200	CDS	1155			COG3177	putative protein	K	Fic family protein				3CUC	FCDCEC	Transcription
210	FGCHFFMF_00201	CDS	1293				hypothetical protein								
211	FGCHFFMF_00202	CDS	1233				hypothetical protein								
212	FGCHFFMF_00203	CDS	1827	recQ	3.6.4.12	COG0514	ATP-dependent DNA helicase RecQ	L	Superfamily II DNA helicase RecQ	RecQ			1OYW	FCDCDC	Replication, recombination and repair
213	FGCHFFMF_00204	CDS	762	mlaE_1		COG0767	Intermembrane phospholipid transport system permease protein MlaE	M	Permease subunit MlaE of the ABC-type intermembrane phospholipid transporter Mla	MlaE			6IC4	ECFCAC	Cell wall/membrane/envelope biogenesis
214	FGCHFFMF_00205	CDS	798	mkl_1		COG1127	putative ribonucleotide transport ATP-binding protein mkl	M	ATPase subunit MlaF of the ABC-type intermembrane phospholipid transporter Mla	MlaF			6IC4	ECFCAC	Cell wall/membrane/envelope biogenesis
215	FGCHFFMF_00206	CDS	1251				hypothetical protein								
216	FGCHFFMF_00207	CDS	1746		3.6.3.-	COG1132	Putative multidrug export ATP-binding/permease protein	V	ABC-type multidrug transport system, ATPase and permease component	MdlB			2HYD	FCFCBC	Defense mechanisms
217	FGCHFFMF_00208	CDS	318				hypothetical protein								
218	FGCHFFMF_00209	CDS	1776	aspS	6.1.1.12		Aspartate--tRNA ligase								
219	FGCHFFMF_00210	CDS	624				hypothetical protein								
220	FGCHFFMF_00211	CDS	195				hypothetical protein								
221	FGCHFFMF_00212	CDS	1278	serS	6.1.1.11	COG0172	Serine--tRNA ligase	J	Seryl-tRNA synthetase	SerS	Aminoacyl-tRNA synthetases		1SER	FCCCFC	Translation, ribosomal structure and biogenesis
222	FGCHFFMF_00213	CDS	2505	gyrB	5.6.2.2	COG0187	DNA gyrase subunit B	L	DNA gyrase/topoisomerase IV, subunit B	GyrB			1EI1	FCDCDC	Replication, recombination and repair
223	FGCHFFMF_00214	CDS	405				hypothetical protein								
224	FGCHFFMF_00215	CDS	1350	cca	2.7.7.72		CCA-adding enzyme								
225	FGCHFFMF_00216	CDS	750	rluB_1	5.4.99.22	COG1187	Ribosomal large subunit pseudouridine synthase B	J	Pseudouridylate synthase RsuA, specific for 16S rRNA U516  and 23S rRNA U2605	RsuA	16S rRNA modification		1KSK	FCCCFC	Translation, ribosomal structure and biogenesis
226	FGCHFFMF_00217	CDS	468	metF	1.5.1.20	COG0685	5,10-methylenetetrahydrofolate reductase	E	5,10-methylenetetrahydrofolate reductase	MetF			1B5T	DCFCFC	Amino acid transport and metabolism
227	FGCHFFMF_00218	CDS	192				hypothetical protein								
228	FGCHFFMF_00219	CDS	270	rpsO		COG0184	30S ribosomal protein S15	J	Ribosomal protein S15P/S13E	RpsO	Ribosome 30S subunit		4V4H	FCCCFC	Translation, ribosomal structure and biogenesis
229	FGCHFFMF_00220	CDS	948	ribF		COG0196	Bifunctional riboflavin kinase/FMN adenylyltransferase	H	FAD synthase	RibF	Riboflavin/FAD biosynthesis		1MRZ	DCDCFC	Coenzyme transport and metabolism
230	FGCHFFMF_00221	CDS	909	truB	5.4.99.25	COG0130	tRNA pseudouridine synthase B	J	tRNA U55 pseudouridine synthase TruB, may also work on U342 of tmRNA	TruB	tRNA modification		1K8W	FCCCFC	Translation, ribosomal structure and biogenesis
231	FGCHFFMF_00222	CDS	969	nrnA	3.1.-.-	COG0618	Bifunctional oligoribonuclease and PAP phosphatase NrnA	T	nanoRNase/pAp phosphatase, hydrolyzes c-di-AMP and oligoRNAs	NrnA			5O4Z	FCFCAC	Signal transduction mechanisms
232	FGCHFFMF_00222	CDS	969	nrnA	3.1.-.-	COG0618	Bifunctional oligoribonuclease and PAP phosphatase NrnA	F	nanoRNase/pAp phosphatase, hydrolyzes c-di-AMP and oligoRNAs	NrnA			5O4Z	DCECFC	Nucleotide transport and metabolism
233	FGCHFFMF_00223	CDS	384	rbfA			Ribosome-binding factor A								
234	FGCHFFMF_00224	CDS	2532	infB			Translation initiation factor IF-2								
235	FGCHFFMF_00225	CDS	1398	nusA			Transcription termination/antitermination protein NusA								
236	FGCHFFMF_00226	CDS	1191				hypothetical protein								
237	FGCHFFMF_00227	CDS	1728				hypothetical protein								
238	FGCHFFMF_00228	CDS	1017	cpoB_1			Cell division coordinator CpoB								
239	FGCHFFMF_00229	CDS	1023	pyrD_1	1.3.5.2	COG0167	Dihydroorotate dehydrogenase (quinone)	F	Dihydroorotate dehydrogenase	PyrD	Pyrimidine biosynthesis		1GT8	DCECFC	Nucleotide transport and metabolism
240	FGCHFFMF_00230	CDS	3222	carB	6.3.5.5	COG0458	Carbamoyl-phosphate synthase large chain	F	Carbamoylphosphate synthase large subunit	CarB	Arginine biosynthesis		1C30	DCECFC	Nucleotide transport and metabolism
241	FGCHFFMF_00230	CDS	3222	carB	6.3.5.5	COG0458	Carbamoyl-phosphate synthase large chain	E	Carbamoylphosphate synthase large subunit	CarB	Arginine biosynthesis		1C30	DCFCFC	Amino acid transport and metabolism
242	FGCHFFMF_00231	CDS	1179	carA	6.3.5.5	COG0505	Carbamoyl-phosphate synthase small chain	F	Carbamoylphosphate synthase small subunit	CarA	Arginine biosynthesis		1C30	DCECFC	Nucleotide transport and metabolism
243	FGCHFFMF_00231	CDS	1179	carA	6.3.5.5	COG0505	Carbamoyl-phosphate synthase small chain	E	Carbamoylphosphate synthase small subunit	CarA	Arginine biosynthesis		1C30	DCFCFC	Amino acid transport and metabolism
244	FGCHFFMF_00232	CDS	489	purE	5.4.99.18	COG0041	N5-carboxyaminoimidazole ribonucleotide mutase	F	Phosphoribosylcarboxyaminoimidazole (NCAIR) mutase	PurE	Purine biosynthesis		1D7A	DCECFC	Nucleotide transport and metabolism
245	FGCHFFMF_00233	CDS	891	purC	6.3.2.6	COG0152	Phosphoribosylaminoimidazole-succinocarboxamide synthase	F	Phosphoribosylaminoimidazole-succinocarboxamide synthase	PurC	Purine biosynthesis		1A48	DCECFC	Nucleotide transport and metabolism
246	FGCHFFMF_00234	CDS	1293	pyrC	3.5.2.3	COG0044	Dihydroorotase	F	Dihydroorotase or related cyclic amidohydrolase	AllB	Pyrimidine biosynthesis		1J79	DCECFC	Nucleotide transport and metabolism
247	FGCHFFMF_00235	CDS	957	pyrB	2.1.3.2	COG0540	Aspartate carbamoyltransferase	F	Aspartate carbamoyltransferase, catalytic subunit	PyrB	Pyrimidine biosynthesis		1NBE	DCECFC	Nucleotide transport and metabolism
248	FGCHFFMF_00236	CDS	534	pyrR			Bifunctional protein PyrR								
249	FGCHFFMF_00237	CDS	1434	patA	2.3.1.-	COG1696	Peptidoglycan O-acetyltransferase	M	D-alanyl-lipoteichoic acid acyltransferase DltB, MBOAT superfamily	DltB			6BUG	ECFCAC	Cell wall/membrane/envelope biogenesis
250	FGCHFFMF_00238	CDS	1701				hypothetical protein								
251	FGCHFFMF_00239	CDS	741				hypothetical protein								
252	FGCHFFMF_00240	CDS	762				hypothetical protein								
253	FGCHFFMF_00241	CDS	1017				hypothetical protein								
254	FGCHFFMF_00242	CDS	1551				hypothetical protein								
255	FGCHFFMF_00243	CDS	1818				hypothetical protein								
256	FGCHFFMF_00244	CDS	972	rluD	5.4.99.23	COG0564	Ribosomal large subunit pseudouridine synthase D	J	Pseudouridine synthase RluA, 23S rRNA- or tRNA-specific	RluA	23S rRNA modification		2I82	FCCCFC	Translation, ribosomal structure and biogenesis
257	FGCHFFMF_00245	CDS	1155				hypothetical protein								
258	FGCHFFMF_00246	CDS	744	lgt	2.5.1.145	COG0682	Phosphatidylglycerol--prolipoprotein diacylglyceryl transferase	M	Prolipoprotein diacylglyceryltransferase	Lgt			5AZB	ECFCAC	Cell wall/membrane/envelope biogenesis
259	FGCHFFMF_00247	CDS	486	lspA	3.4.23.36	COG0597	Lipoprotein signal peptidase	U	Lipoprotein signal peptidase	LspA			5DIR	ACFCAC	Intracellular trafficking, secretion, and vesicular transport
260	FGCHFFMF_00247	CDS	486	lspA	3.4.23.36	COG0597	Lipoprotein signal peptidase	M	Lipoprotein signal peptidase	LspA			5DIR	ECFCAC	Cell wall/membrane/envelope biogenesis
261	FGCHFFMF_00248	CDS	363				hypothetical protein								
262	FGCHFFMF_00249	CDS	1668	ilvD_1	4.2.1.9	COG0129	Dihydroxy-acid dehydratase	G	Dihydroxyacid dehydratase/phosphogluconate dehydratase	IlvD	Isoleucine, leucine, valine biosynthesis		2GP4	CCFCFC	Carbohydrate transport and metabolism
263	FGCHFFMF_00249	CDS	1668	ilvD_1	4.2.1.9	COG0129	Dihydroxy-acid dehydratase	E	Dihydroxyacid dehydratase/phosphogluconate dehydratase	IlvD	Isoleucine, leucine, valine biosynthesis		2GP4	DCFCFC	Amino acid transport and metabolism
264	FGCHFFMF_00250	CDS	2826	ileS	6.1.1.5	COG0060	Isoleucine--tRNA ligase	J	Isoleucyl-tRNA synthetase	IleS	Aminoacyl-tRNA synthetases		1FFY	FCCCFC	Translation, ribosomal structure and biogenesis
265	FGCHFFMF_00251	CDS	1059				hypothetical protein								
266	FGCHFFMF_00252	CDS	318				hypothetical protein								
267	FGCHFFMF_00253	CDS	2277				hypothetical protein								
268	FGCHFFMF_00254	CDS	1242	ubiB	2.7.-.-		protein kinase UbiB								
269	FGCHFFMF_00255	CDS	1533	crtN	1.3.8.2		4,4'-diapophytoene desaturase (4,4'-diapolycopene-forming)								
270	FGCHFFMF_00256	CDS	2445				hypothetical protein								
271	FGCHFFMF_00257	CDS	792				hypothetical protein								
272	FGCHFFMF_00258	CDS	1140				hypothetical protein								
273	FGCHFFMF_00259	CDS	594	algU_2		COG1595	RNA polymerase sigma-H factor	K	DNA-directed RNA polymerase specialized sigma subunit, sigma24 family	RpoE	RNA polymerase		2Q1Z	FCDCEC	Transcription
274	FGCHFFMF_00260	CDS	579	pth	3.1.1.29	COG0193	Peptidyl-tRNA hydrolase	J	Peptidyl-tRNA hydrolase	Pth	Translation factors	11835511	1RYB	FCCCFC	Translation, ribosomal structure and biogenesis
275	FGCHFFMF_00261	CDS	759	rplY			50S ribosomal protein L25								
276	FGCHFFMF_00262	CDS	939	prs	2.7.6.1	COG0462	Ribose-phosphate pyrophosphokinase	F	Phosphoribosylpyrophosphate synthetase	PrsA	Histidine biosynthesis, Purine biosynthesis		1DKR	DCECFC	Nucleotide transport and metabolism
277	FGCHFFMF_00263	CDS	1365	glmU			Bifunctional protein GlmU								
278	FGCHFFMF_00264	CDS	450	dut	3.6.1.23		Deoxyuridine 5'-triphosphate nucleotidohydrolase								
279	FGCHFFMF_00265	CDS	357			COG0662	Oxalate-binding protein	G	Mannose-6-phosphate isomerase, cupin superfamily	ManC			1IPJ	CCFCFC	Carbohydrate transport and metabolism
280	FGCHFFMF_00266	CDS	1524				hypothetical protein								
281	FGCHFFMF_00267	CDS	717	ppm1_3	2.4.1.-		Polyprenol monophosphomannose synthase								
282	FGCHFFMF_00268	CDS	2301				hypothetical protein								
283	FGCHFFMF_00269	CDS	1071	rffG	4.2.1.46	COG1088	dTDP-glucose 4,6-dehydratase 2	M	dTDP-D-glucose 4,6-dehydratase	RfbB			1G1A	ECFCAC	Cell wall/membrane/envelope biogenesis
284	FGCHFFMF_00270	CDS	321	cutA		COG1324	Divalent-cation tolerance protein CutA	P	Divalent cation tolerance protein CutA	CutA1			1NAQ	CCCCFC	Inorganic ion transport and metabolism
285	FGCHFFMF_00271	CDS	1296				hypothetical protein								
286	FGCHFFMF_00272	CDS	948				hypothetical protein								
287	FGCHFFMF_00273	CDS	1725				hypothetical protein								
288	FGCHFFMF_00274	CDS	858	plqA	2.5.1.39		4-hydroxybenzoate solanesyltransferase								
289	FGCHFFMF_00275	CDS	561	vdcB	2.5.1.129		putative UbiX-like flavin prenyltransferase								
290	FGCHFFMF_00276	CDS	1800		4.1.1.61	COG0043	4-hydroxybenzoate decarboxylase subunit C	H	3-polyprenyl-4-hydroxybenzoate decarboxylase	UbiD	Ubiquinone biosynthesis	28057757	2IDB	DCDCFC	Coenzyme transport and metabolism
291	FGCHFFMF_00277	CDS	1092	mqnE	2.5.1.120	COG1060	Aminodeoxyfutalosine synthase	H	2-iminoacetate synthase ThiH/Menaquinone biosynthesis enzymes MqnC and MqnE	ThiH	Thiamine biosynthesis	18801996	4WCX	DCDCFC	Coenzyme transport and metabolism
292	FGCHFFMF_00278	CDS	1227				hypothetical protein								
293	FGCHFFMF_00279	CDS	780	mqnA	4.2.1.151		Chorismate dehydratase								
294	FGCHFFMF_00280	CDS	1107	mqnC_2	1.21.98.1	COG1060	Cyclic dehypoxanthine futalosine synthase	H	2-iminoacetate synthase ThiH/Menaquinone biosynthesis enzymes MqnC and MqnE	ThiH	Thiamine biosynthesis	18801996	4WCX	DCDCFC	Coenzyme transport and metabolism
295	FGCHFFMF_00281	CDS	1140				hypothetical protein								
296	FGCHFFMF_00282	CDS	711				hypothetical protein								
297	FGCHFFMF_00283	CDS	723			COG0586	putative membrane protein	M	Membrane integrity protein DedA, putative transporter, DedA/Tvp38 family	DedA		24312110;25917916		ECFCAC	Cell wall/membrane/envelope biogenesis
298	FGCHFFMF_00284	CDS	840	mqnD	4.1.-.-	COG2107	1,4-dihydroxy-6-naphtoate synthase	H	1,4-dihydroxy-6-naphtoate synthase (menaquinone biosynthesis, futalosine pathway)	MqnD	Menaquinone biosynthesis		2CZL	DCDCFC	Coenzyme transport and metabolism
299	FGCHFFMF_00285	CDS	1419	ahcY	3.3.1.1		Adenosylhomocysteinase								
300	FGCHFFMF_00286	CDS	1170	metK	2.5.1.6	COG0192	S-adenosylmethionine synthase	H	S-adenosylmethionine synthetase	MetK	Methionine biosynthesis		1FUG	DCDCFC	Coenzyme transport and metabolism
301	FGCHFFMF_00287	CDS	219				hypothetical protein								
302	FGCHFFMF_00288	CDS	1401	rlmCD	2.1.1.189	COG2265	23S rRNA (uracil-C(5))-methyltransferase RlmCD	J	tRNA/tmRNA/rRNA uracil-C5-methylase, TrmA/RlmC/RlmD family	TrmA	tRNA modification		1UWV	FCCCFC	Translation, ribosomal structure and biogenesis
303	FGCHFFMF_00289	CDS	1458	gatB	6.3.5.-	COG0064	Aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit B	J	Asp-tRNAAsn/Glu-tRNAGln amidotransferase B subunit	GatB	Aminoacyl-tRNA synthetases		3H0M	FCCCFC	Translation, ribosomal structure and biogenesis
304	FGCHFFMF_00290	CDS	261				hypothetical protein								
305	FGCHFFMF_00291	CDS	1455	gatA	6.3.5.7	COG0154	Glutamyl-tRNA(Gln) amidotransferase subunit A	J	Asp-tRNAAsn/Glu-tRNAGln amidotransferase A subunit or related amidase	GatA	Aminoacyl-tRNA synthetases		3H0L	FCCCFC	Translation, ribosomal structure and biogenesis
306	FGCHFFMF_00292	CDS	288	gatC	6.3.5.-		Aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit C								
307	FGCHFFMF_00293	CDS	273				hypothetical protein								
308	FGCHFFMF_00294	CDS	2823				hypothetical protein								
309	FGCHFFMF_00295	CDS	600	rdgB	3.6.1.66	COG0127	dITP/XTP pyrophosphatase	F	Inosine/xanthosine triphosphate pyrophosphatase, all-alpha NTP-PPase family	RdgB			1B78	DCECFC	Nucleotide transport and metabolism
310	FGCHFFMF_00296	CDS	729	rph	2.7.7.56	COG0689	Ribonuclease PH	J	Ribonuclease PH	Rph			1UDO	FCCCFC	Translation, ribosomal structure and biogenesis
311	FGCHFFMF_00297	CDS	726				hypothetical protein								
312	FGCHFFMF_00298	CDS	405	exbD_1		COG0848	Biopolymer transport protein ExbD	U	Biopolymer transport protein ExbD	ExbD			2JWK	ACFCAC	Intracellular trafficking, secretion, and vesicular transport
313	FGCHFFMF_00299	CDS	648	tolQ_1		COG0811	Tol-Pal system protein TolQ	U	Biopolymer transport protein ExbB/TolQ	TolQ			5SV0	ACFCAC	Intracellular trafficking, secretion, and vesicular transport
314	FGCHFFMF_00300	CDS	1746				hypothetical protein								
315	FGCHFFMF_00301	CDS	3096	cpoB_2			Cell division coordinator CpoB								
316	FGCHFFMF_00302	CDS	930				hypothetical protein								
317	FGCHFFMF_00303	CDS	786	xynR		COG1414	HTH-type transcriptional regulator XynR	K	DNA-binding transcriptional regulator, IclR family	IclR			1MKM	FCDCEC	Transcription
318	FGCHFFMF_00304	CDS	555	cobO	2.5.1.17		Corrinoid adenosyltransferase								
319	FGCHFFMF_00305	CDS	1038	capA			Capsule biosynthesis protein CapA								
320	FGCHFFMF_00306	CDS	807	hdpA	3.1.3.-		Dihydroxyacetone phosphatase								
321	FGCHFFMF_00307	CDS	2289				hypothetical protein								
322	FGCHFFMF_00308	CDS	591				hypothetical protein								
323	FGCHFFMF_00309	CDS	2319				hypothetical protein								
324	FGCHFFMF_00310	CDS	258				hypothetical protein								
325	FGCHFFMF_00311	CDS	246				hypothetical protein								
326	FGCHFFMF_00312	CDS	1071	recA		COG0468	Protein RecA	L	RecA/RadA recombinase	RecA			1B22	FCDCDC	Replication, recombination and repair
327	FGCHFFMF_00313	CDS	2940	rcsC_2	2.7.13.3		Sensor histidine kinase RcsC								
328	FGCHFFMF_00314	CDS	768				hypothetical protein								
329	FGCHFFMF_00315	CDS	816				hypothetical protein								
330	FGCHFFMF_00316	CDS	903				hypothetical protein								
331	FGCHFFMF_00317	CDS	411	prfB_1			Peptide chain release factor 2								
332	FGCHFFMF_00318	CDS	1395	bglA	3.2.1.21		Beta-glucosidase								
333	FGCHFFMF_00319	CDS	402				hypothetical protein								
334	FGCHFFMF_00320	CDS	3396	aas	6.2.1.20		Bifunctional protein Aas								
335	FGCHFFMF_00321	CDS	213				hypothetical protein								
336	FGCHFFMF_00322	CDS	285				hypothetical protein								
337	FGCHFFMF_00323	CDS	2895				hypothetical protein								
338	FGCHFFMF_00324	CDS	975	rssB_4			Regulator of RpoS								
339	FGCHFFMF_00325	CDS	993	rluC	5.4.99.24	COG0564	Ribosomal large subunit pseudouridine synthase C	J	Pseudouridine synthase RluA, 23S rRNA- or tRNA-specific	RluA	23S rRNA modification		2I82	FCCCFC	Translation, ribosomal structure and biogenesis
340	FGCHFFMF_00326	CDS	2409				hypothetical protein								
341	FGCHFFMF_00327	CDS	1170				hypothetical protein								
342	FGCHFFMF_00328	CDS	762				hypothetical protein								
343	FGCHFFMF_00329	CDS	2544	hrpB	3.6.4.13	COG1643	ATP-dependent RNA helicase HrpB	J	HrpA-like RNA helicase	HrpA			5N8R	FCCCFC	Translation, ribosomal structure and biogenesis
344	FGCHFFMF_00330	CDS	1437	atoC_2		COG2204	Regulatory protein AtoC	T	DNA-binding transcriptional response regulator, NtrC family, contains REC, AAA-type ATPase, and a Fis-type DNA-binding domains	AtoC			1ZY2	FCFCAC	Signal transduction mechanisms
345	FGCHFFMF_00331	CDS	828	zraS	2.7.13.3		Sensor protein ZraS								
346	FGCHFFMF_00332	CDS	99				hypothetical protein								
347	FGCHFFMF_00333	CDS	204				hypothetical protein								
348	FGCHFFMF_00334	CDS	651	lexA	3.4.21.88	COG1974	LexA repressor	T	SOS-response transcriptional repressor LexA (RecA-mediated autopeptidase)	LexA			1AY9	FCFCAC	Signal transduction mechanisms
349	FGCHFFMF_00334	CDS	651	lexA	3.4.21.88	COG1974	LexA repressor	K	SOS-response transcriptional repressor LexA (RecA-mediated autopeptidase)	LexA			1AY9	FCDCEC	Transcription
350	FGCHFFMF_00335	CDS	288	spoVG			Putative septation protein SpoVG								
351	FGCHFFMF_00336	CDS	483	coaD	2.7.7.3	COG0669	Phosphopantetheine adenylyltransferase	H	Phosphopantetheine adenylyltransferase	CoaD	Pantothenate/CoA biosynthesis		3F3M	DCDCFC	Coenzyme transport and metabolism
352	FGCHFFMF_00337	CDS	888	nadE_1	6.3.5.1	COG0171	Glutamine-dependent NAD(+) synthetase	H	NH3-dependent NAD+ synthetase	NadE	NAD biosynthesis		3HMQ	DCDCFC	Coenzyme transport and metabolism
353	FGCHFFMF_00338	CDS	477				hypothetical protein								
354	FGCHFFMF_00339	CDS	918				hypothetical protein								
355	FGCHFFMF_00340	CDS	927	cpoB_3			Cell division coordinator CpoB								
356	FGCHFFMF_00341	CDS	1002	dusB	1.3.1.-	COG0042	tRNA-dihydrouridine synthase B	J	tRNA-dihydrouridine synthase	DusA	tRNA modification		1VHN	FCCCFC	Translation, ribosomal structure and biogenesis
357	FGCHFFMF_00342	CDS	1023	tsaD	2.3.1.234	COG0533	tRNA N6-adenosine threonylcarbamoyltransferase	J	tRNA A37 threonylcarbamoyltransferase TsaD	TsaD	tRNA modification	23072323;21285948;32385138	3ENO	FCCCFC	Translation, ribosomal structure and biogenesis
358	FGCHFFMF_00343	CDS	1083				hypothetical protein								
359	FGCHFFMF_00344	CDS	1497				hypothetical protein								
360	FGCHFFMF_00345	CDS	1314	envC		COG4942	Murein hydrolase activator EnvC	D	Septal ring factor EnvC, activator of murein hydrolases AmiA and AmiB	EnvC				FCFCDC	Cell cycle control, cell division, chromosome partitioning
361	FGCHFFMF_00346	CDS	891	ftsX		COG2177	Cell division protein FtsX	D	Cell division protein FtsX	FtsX				FCFCDC	Cell cycle control, cell division, chromosome partitioning
362	FGCHFFMF_00347	CDS	711	ftsE		COG2884	Cell division ATP-binding protein FtsE	D	Cell division ATPase FtsE	FtsE				FCFCDC	Cell cycle control, cell division, chromosome partitioning
