	seqname	contigLen	totalAvgDepth	29a45e09-e5c8-45c0-9213-0cc1e124c5aa.inter.fastq.sam.sorted.bam	29a45e09-e5c8-45c0-9213-0cc1e124c5aa.inter.fastq.sam.sorted.bam-var	bin	%GC	bin_y	dsDNAphage	ssDNA	lavidaviridae	NCLDV	max_score	max_score_group	length	hallmark	viral	cellular	full-partial
1132	NODE_1133_length_27863_cov_5.957243	27863	9.35907	9.35907	11.3565	bin.005	44.0							Bacteria?					
1221	NODE_1222_length_26482_cov_5.783101	26482	9.11158	9.11158	11.9935	bin.005	45.0							Bacteria?					
1286	NODE_1287_length_25782_cov_5.423291	25782	8.54842	8.54842	10.9922	bin.005	46.0							Bacteria?					
2168	NODE_2169_length_19563_cov_5.412395	19563	8.48231	8.48231	10.1058	bin.005	45.0							Bacteria?					
2224	NODE_2225_length_19376_cov_5.583562	19376	8.79564	8.79564	11.0711	bin.005	46.0							Bacteria?					
2302	NODE_2303_length_19072_cov_5.196193	19072	8.25341	8.25341	9.64002	bin.005	47.0							Bacteria?					
2371	NODE_2372_length_18730_cov_5.403695	18730	8.56911	8.56911	11.1066	bin.005	45.0							Bacteria?					
2463	NODE_2464_length_18354_cov_5.716542	18354	8.99407	8.99407	13.4159	bin.005	46.0	bin.005	0.127	0.007	0.033	0.513	0.513	NCLDV	17828.0	0.0	6.7	0.0	|full
2806	NODE_2807_length_17221_cov_5.314925	17221	8.3496	8.3496	8.28496	bin.005	45.0							Bacteria?					
3402	NODE_3403_length_15437_cov_5.420947	15437	8.45699	8.45699	12.1731	bin.005	46.0							Bacteria?					
3455	NODE_3456_length_15311_cov_5.572037	15311	8.75279	8.75279	13.3335	bin.005	45.0							Bacteria?					
3576	NODE_3577_length_15015_cov_5.755548	15015	9.04083	9.04083	11.0048	bin.005	42.0							Bacteria?					
3672	NODE_3673_length_14791_cov_5.567386	14791	8.73888	8.73888	10.4309	bin.005	44.0							Bacteria?					
3799	NODE_3800_length_14483_cov_5.416551	14483	8.52962	8.52962	9.87246	bin.005	45.0							Bacteria?					
4557	NODE_4558_length_13089_cov_5.327988	13089	8.38357	8.38357	10.7139	bin.005	47.0							Bacteria?					
5081	NODE_5082_length_12349_cov_5.321132	12349	8.41495	8.41495	9.17563	bin.005	45.0							Bacteria?					
5310	NODE_5311_length_12082_cov_5.394446	12082	8.45122	8.45122	9.51465	bin.005	47.0							Bacteria?					
6160	NODE_6161_length_11135_cov_5.182581	11135	8.19162	8.19162	10.8656	bin.005	51.0							Bacteria?					
9119	NODE_9120_length_8917_cov_5.488152	8917	8.63214	8.63214	8.34535	bin.005	45.0							Bacteria?					
9435	NODE_9436_length_8749_cov_5.261560	8749	8.28026	8.28026	11.7185	bin.005	47.0							Bacteria?					
9541	NODE_9542_length_8688_cov_5.298853	8688	8.34282	8.34282	8.50037	bin.005	49.0							Bacteria?					
10417	NODE_10418_length_8266_cov_5.331263	8266	8.37827	8.37827	8.59827	bin.005	46.0							Bacteria?					
12151	NODE_12152_length_7583_cov_4.867561	7583	7.7425	7.7425	12.3082	bin.005	44.0							Bacteria?					
12492	NODE_12493_length_7467_cov_5.264301	7467	8.36313	8.36313	9.20035	bin.005	47.0							Bacteria?					
96	NODE_97_length_74461_cov_15.004583	74461	23.5758	23.5758	41.9964	bin.006	63.0	bin.006	1.0	0.007	0.013	0.32	1.0	dsDNAphage	74447.0	16.0	39.2	3.3	|full
193	NODE_194_length_59111_cov_21.815125	59111	34.4711	34.4711	46.7592	bin.006	62.0	bin.006	0.987	0.007	0.013	0.1	0.987	dsDNAphage	59056.0	6.0	27.5	4.9	|full
498	NODE_499_length_41635_cov_19.419384	41635	30.465	30.465	43.0694	bin.006	68.0	bin.006	0.993	0.06	0.167	0.353	0.993	dsDNAphage	41235.0	3.0	27.7	0.0	|full
793	NODE_794_length_33948_cov_14.276488	33948	21.8079	21.8079	28.9213	bin.006	67.0							Bacteria?					
2520	NODE_2521_length_18104_cov_14.611834	18104	21.3153	21.3153	30.2035	bin.006	66.0							Bacteria?					
2847	NODE_2848_length_17086_cov_14.860255	17086	21.4158	21.4158	28.3517	bin.006	67.0							Bacteria?					
3466	NODE_3467_length_15288_cov_15.894243	15288	22.1451	22.1451	35.331	bin.006	65.0							Bacteria?					
4424	NODE_4425_length_13332_cov_15.694660	13332	20.9753	20.9753	49.6389	bin.006	66.0							Bacteria?					
4653	NODE_4654_length_12940_cov_14.514241	12940	20.9418	20.9418	45.7515	bin.006	66.0							Bacteria?					
4713	NODE_4714_length_12843_cov_15.254301	12843	22.0232	22.0232	53.3606	bin.006	68.0							Bacteria?					
5107	NODE_5108_length_12322_cov_13.848863	12322	20.1783	20.1783	42.4547	bin.006	67.0							Bacteria?					
5231	NODE_5232_length_12179_cov_12.402672	12179	18.6963	18.6963	23.9565	bin.006	64.0	bin.006	1.0	0.713	0.313	0.473	1.0	dsDNAphage	12179.0	4.0	50.0	0.0	|full
5745	NODE_5746_length_11563_cov_15.803702	11563	22.6256	22.6256	36.5413	bin.006	67.0							Bacteria?					
5985	NODE_5986_length_11306_cov_14.240512	11306	19.7315	19.7315	32.5403	bin.006	68.0							Bacteria?					
5988	NODE_5989_length_11300_cov_14.334727	11300	21.9981	21.9981	35.8952	bin.006	66.0							Bacteria?					
6423	NODE_6424_length_10893_cov_15.912345	10893	22.002	22.002	35.0164	bin.006	62.0							Bacteria?					
6449	NODE_6450_length_10865_cov_15.300833	10865	20.1002	20.1002	53.0192	bin.006	65.0							Bacteria?					
6731	NODE_6732_length_10606_cov_14.587243	10606	21.8048	21.8048	41.0973	bin.006	67.0							Bacteria?					
7628	NODE_7629_length_9860_cov_16.731158	9860	23.6235	23.6235	55.7502	bin.006	67.0							Bacteria?					
7666	NODE_7667_length_9832_cov_15.599366	9832	23.2489	23.2489	41.9324	bin.006	65.0							Bacteria?					
7706	NODE_7707_length_9799_cov_14.259750	9799	21.0956	21.0956	35.1277	bin.006	67.0							Bacteria?					
7959	NODE_7960_length_9614_cov_15.910451	9614	24.0804	24.0804	49.1939	bin.006	66.0							Bacteria?					
7999	NODE_8000_length_9592_cov_14.231519	9592	19.6603	19.6603	54.7621	bin.006	63.0							Bacteria?					
8021	NODE_8022_length_9574_cov_14.703645	9574	20.2493	20.2493	31.8933	bin.006	66.0							Bacteria?					
8056	NODE_8057_length_9555_cov_15.160947	9555	21.2231	21.2231	30.7197	bin.006	65.0							Bacteria?					
8185	NODE_8186_length_9460_cov_16.197661	9460	22.9458	22.9458	34.6976	bin.006	67.0							Bacteria?					
8307	NODE_8308_length_9393_cov_15.844828	9393	24.3773	24.3773	44.858	bin.006	66.0							Bacteria?					
8574	NODE_8575_length_9233_cov_14.867073	9233	21.9331	21.9331	28.3644	bin.006	62.0							Bacteria?					
8603	NODE_8604_length_9216_cov_15.393625	9216	22.29	22.29	41.1962	bin.006	67.0							Bacteria?					
9025	NODE_9026_length_8974_cov_17.425720	8974	23.3306	23.3306	58.0784	bin.006	62.0							Bacteria?					
9130	NODE_9131_length_8911_cov_13.444219	8911	20.2211	20.2211	31.9564	bin.006	68.0							Bacteria?					
9341	NODE_9342_length_8802_cov_14.913456	8802	21.4757	21.4757	29.619	bin.006	67.0							Bacteria?					
9471	NODE_9472_length_8731_cov_14.795758	8731	21.3435	21.3435	35.5573	bin.006	66.0							Bacteria?					
9652	NODE_9653_length_8633_cov_14.909536	8633	21.1659	21.1659	39.2942	bin.006	66.0							Bacteria?					
10421	NODE_10422_length_8263_cov_14.117690	8263	20.7307	20.7307	39.6688	bin.006	68.0							Bacteria?					
10534	NODE_10535_length_8206_cov_15.403386	8206	21.1226	21.1226	39.0002	bin.006	66.0							Bacteria?					
11025	NODE_11026_length_7989_cov_14.362743	7989	21.1614	21.1614	49.3945	bin.006	67.0							Bacteria?					
11084	NODE_11085_length_7965_cov_15.710872	7965	19.6232	19.6232	44.9592	bin.006	64.0							Bacteria?					
11839	NODE_11840_length_7697_cov_16.381445	7697	20.3796	20.3796	55.66	bin.006	66.0							Bacteria?					
12463	NODE_12464_length_7477_cov_15.988009	7477	23.6823	23.6823	41.6997	bin.006	68.0							Bacteria?					
12647	NODE_12648_length_7415_cov_15.711277	7415	22.4533	22.4533	40.1721	bin.006	66.0	bin.006	0.027	0.0	0.04	0.64	0.64	NCLDV	6775.0	0.0	25.0	0.0	|full
13099	NODE_13100_length_7277_cov_14.807533	7277	20.7096	20.7096	30.7534	bin.006	67.0							Bacteria?					
13210	NODE_13211_length_7243_cov_15.159850	7243	23.2782	23.2782	24.4511	bin.006	64.0							Bacteria?					
13396	NODE_13397_length_7195_cov_14.805042	7195	18.0723	18.0723	36.5698	bin.006	64.0							Bacteria?					
14190	NODE_14191_length_6976_cov_16.272215	6976	23.0668	23.0668	31.0693	bin.006	65.0							Bacteria?					
14916	NODE_14917_length_6802_cov_14.375426	6802	21.0484	21.0484	35.0338	bin.006	69.0							Bacteria?					
14982	NODE_14983_length_6784_cov_14.127656	6784	20.674	20.674	33.7982	bin.006	69.0							Bacteria?					
15171	NODE_15172_length_6742_cov_14.860625	6742	20.8346	20.8346	46.6113	bin.006	62.0							Bacteria?					
15600	NODE_15601_length_6635_cov_13.926748	6635	21.0541	21.0541	28.3899	bin.006	66.0							Bacteria?					
15642	NODE_15643_length_6626_cov_15.915690	6626	23.6624	23.6624	19.2113	bin.006	64.0							Bacteria?					
15787	NODE_15788_length_6589_cov_15.972452	6589	23.178	23.178	47.712	bin.006	67.0							Bacteria?					
16286	NODE_16287_length_6481_cov_15.888578	6481	22.0693	22.0693	29.7896	bin.006	64.0							Bacteria?					
16482	NODE_16483_length_6437_cov_14.861172	6437	21.8883	21.8883	32.7382	bin.006	67.0							Bacteria?					
16839	NODE_16840_length_6362_cov_17.705090	6362	21.56	21.56	52.4897	bin.006	67.0							Bacteria?					
16948	NODE_16949_length_6344_cov_14.535061	6344	21.5599	21.5599	52.8133	bin.006	64.0	bin.006	0.053	0.0	0.007	0.707	0.707	NCLDV	6195.0	0.0	16.7	0.0	|full
17535	NODE_17536_length_6234_cov_14.829908	6234	21.8963	21.8963	30.7334	bin.006	67.0							Bacteria?					
17738	NODE_17739_length_6194_cov_15.529565	6194	22.8099	22.8099	44.864	bin.006	66.0							Bacteria?					
17777	NODE_17778_length_6187_cov_17.516308	6187	23.0755	23.0755	27.1885	bin.006	66.0							Bacteria?					
17935	NODE_17936_length_6158_cov_15.984270	6158	20.4333	20.4333	60.2106	bin.006	65.0							Bacteria?					
18110	NODE_18111_length_6127_cov_14.108202	6127	20.6036	20.6036	26.0595	bin.006	68.0							Bacteria?					
18391	NODE_18392_length_6078_cov_18.119542	6078	20.7584	20.7584	72.1792	bin.006	65.0							Bacteria?					
18626	NODE_18627_length_6037_cov_15.693079	6037	21.6044	21.6044	42.4722	bin.006	68.0							Bacteria?					
18968	NODE_18969_length_5979_cov_14.465564	5979	21.9657	21.9657	35.3791	bin.006	66.0							Bacteria?					
19048	NODE_19049_length_5966_cov_13.781594	5966	20.6511	20.6511	52.4305	bin.006	64.0							Bacteria?					
19161	NODE_19162_length_5948_cov_16.216019	5948	24.4655	24.4655	26.3963	bin.006	64.0							Bacteria?					
19234	NODE_19235_length_5936_cov_14.287196	5936	20.23	20.23	33.1307	bin.006	68.0							Bacteria?					
19635	NODE_19636_length_5874_cov_14.223062	5874	21.0094	21.0094	39.4232	bin.006	70.0							Bacteria?					
19713	NODE_19714_length_5860_cov_14.287339	5860	20.7986	20.7986	35.2572	bin.006	65.0							Bacteria?					
20094	NODE_20095_length_5800_cov_16.202263	5800	21.3565	21.3565	39.7617	bin.006	65.0							Bacteria?					
20175	NODE_20176_length_5789_cov_28.935821	5789	30.3171	30.3171	191.084	bin.006	64.0							Bacteria?					
20455	NODE_20456_length_5748_cov_13.757246	5748	20.749	20.749	26.7746	bin.006	67.0							Bacteria?					
20555	NODE_20556_length_5731_cov_15.717583	5731	20.8362	20.8362	49.4788	bin.006	70.0							Bacteria?					
21065	NODE_21066_length_5656_cov_15.393144	5656	22.3531	22.3531	28.9113	bin.006	69.0							Bacteria?					
21323	NODE_21324_length_5620_cov_15.944295	5620	21.443	21.443	36.791	bin.006	69.0							Bacteria?					
21393	NODE_21394_length_5609_cov_14.493698	5609	21.972	21.972	56.3209	bin.006	68.0							Bacteria?					
21555	NODE_21556_length_5584_cov_14.722373	5584	21.5602	21.5602	36.1213	bin.006	66.0							Bacteria?					
21749	NODE_21750_length_5555_cov_15.733636	5555	23.02	23.02	40.5105	bin.006	64.0							Bacteria?					
21755	NODE_21756_length_5554_cov_18.074741	5554	25.3103	25.3103	55.3216	bin.006	66.0							Bacteria?					
21776	NODE_21777_length_5551_cov_14.419396	5551	20.7697	20.7697	47.5681	bin.006	64.0							Bacteria?					
21955	NODE_21956_length_5528_cov_15.692125	5528	21.5364	21.5364	38.1278	bin.006	66.0							Bacteria?					
22170	NODE_22171_length_5502_cov_14.043327	5502	20.6257	20.6257	26.0452	bin.006	67.0							Bacteria?					
22463	NODE_22464_length_5464_cov_12.322795	5464	17.4148	17.4148	34.0767	bin.006	63.0							Bacteria?					
22564	NODE_22565_length_5449_cov_14.360957	5449	20.6071	20.6071	39.5528	bin.006	66.0							Bacteria?					
22856	NODE_22857_length_5411_cov_17.748693	5411	19.3313	19.3313	902.387	bin.006	65.0							Bacteria?					
23159	NODE_23160_length_5375_cov_16.582707	5375	21.063	21.063	38.3155	bin.006	67.0							Bacteria?					
23505	NODE_23506_length_5331_cov_15.678355	5331	23.7375	23.7375	24.2268	bin.006	66.0							Bacteria?					
23535	NODE_23536_length_5327_cov_13.951252	5327	20.9884	20.9884	58.4365	bin.006	64.0							Bacteria?					
23637	NODE_23638_length_5315_cov_15.352281	5315	20.5154	20.5154	26.2408	bin.006	65.0							Bacteria?					
23659	NODE_23660_length_5312_cov_14.303025	5312	20.2505	20.2505	34.118	bin.006	68.0							Bacteria?					
23960	NODE_23961_length_5275_cov_16.263985	5275	23.8486	23.8486	34.8884	bin.006	67.0							Bacteria?					
24092	NODE_24093_length_5259_cov_15.835703	5259	23.3232	23.3232	26.182	bin.006	69.0							Bacteria?					
24333	NODE_24334_length_5235_cov_16.498069	5235	21.918	21.918	44.2957	bin.006	67.0	bin.006	0.527	0.187	0.82	0.053	0.82	lavidaviridae	5233.0	0.0	66.7	0.0	|full
24374	NODE_24375_length_5229_cov_15.698879	5229	25.38	25.38	40.1412	bin.006	65.0							Bacteria?					
24666	NODE_24667_length_5196_cov_16.557285	5196	23.1732	23.1732	18.6818	bin.006	66.0							Bacteria?					
24679	NODE_24680_length_5195_cov_15.282296	5195	23.0115	23.0115	54.6831	bin.006	66.0							Bacteria?					
24713	NODE_24714_length_5192_cov_16.058789	5192	20.2582	20.2582	29.653	bin.006	68.0							Bacteria?					
25422	NODE_25423_length_5117_cov_13.958317	5117	19.9452	19.9452	31.8889	bin.006	67.0							Bacteria?					
26253	NODE_26254_length_5032_cov_16.046213	5032	21.0524	21.0524	62.2689	bin.006	65.0							Bacteria?					
26530	NODE_26531_length_5005_cov_16.476566	5005	21.952	21.952	34.722	bin.006	65.0							Bacteria?					
4711	NODE_4712_length_12850_cov_3.227433	12850	5.12472	5.12472	3.68522	bin.007	62.0							Bacteria?					
5027	NODE_5028_length_12423_cov_3.192513	12423	5.12035	5.12035	4.7458	bin.007	54.0							Bacteria?					
5625	NODE_5626_length_11692_cov_3.247315	11692	5.26044	5.26044	5.50529	bin.007	61.0							Bacteria?					
5979	NODE_5980_length_11313_cov_3.767454	11313	6.22736	6.22736	6.67003	bin.007	58.0							Bacteria?					
6081	NODE_6082_length_11200_cov_3.255541	11200	5.22452	5.22452	4.9116	bin.007	58.0							Bacteria?					
7253	NODE_7254_length_10170_cov_3.263075	10170	5.17395	5.17395	4.878	bin.007	60.0							Bacteria?					
7303	NODE_7304_length_10125_cov_2.784806	10125	4.46135	4.46135	4.13466	bin.007	62.0							Bacteria?					
7324	NODE_7325_length_10106_cov_3.184957	10106	5.05936	5.05936	4.74844	bin.007	59.0							Bacteria?					
7616	NODE_7617_length_9867_cov_3.047697	9867	4.88258	4.88258	4.77409	bin.007	62.0							Bacteria?					
7695	NODE_7696_length_9808_cov_2.799241	9808	4.51098	4.51098	5.06808	bin.007	60.0							Bacteria?					
7881	NODE_7882_length_9677_cov_3.059759	9677	5.07421	5.07421	4.75023	bin.007	61.0							Bacteria?					
7925	NODE_7926_length_9637_cov_2.856189	9637	4.74924	4.74924	4.22899	bin.007	60.0							Bacteria?					
8670	NODE_8671_length_9179_cov_3.301184	9179	5.19304	5.19304	4.93562	bin.007	59.0							Bacteria?					
8926	NODE_8927_length_9030_cov_3.398217	9030	5.57128	5.57128	5.58213	bin.007	59.0							Bacteria?					
8962	NODE_8963_length_9008_cov_3.102424	9008	4.99503	4.99503	4.58217	bin.007	60.0							Bacteria?					
9032	NODE_9033_length_8973_cov_3.410182	8973	5.58143	5.58143	5.96234	bin.007	63.0							Bacteria?					
9367	NODE_9368_length_8791_cov_3.188874	8791	5.17718	5.17718	4.24129	bin.007	59.0							Bacteria?					
9659	NODE_9660_length_8631_cov_3.096665	8631	5.20269	5.20269	6.08553	bin.007	63.0							Bacteria?					
9688	NODE_9689_length_8616_cov_3.259666	8616	5.15828	5.15828	6.07946	bin.007	61.0							Bacteria?					
9742	NODE_9743_length_8594_cov_3.245579	8594	5.26859	5.26859	4.83846	bin.007	59.0							Bacteria?					
9788	NODE_9789_length_8573_cov_3.245128	8573	5.18129	5.18129	4.79291	bin.007	64.0							Bacteria?					
10225	NODE_10226_length_8355_cov_2.987590	8355	4.95722	4.95722	5.24598	bin.007	62.0							Bacteria?					
10248	NODE_10249_length_8343_cov_3.610280	8343	5.82851	5.82851	5.78305	bin.007	61.0							Bacteria?					
10274	NODE_10275_length_8333_cov_3.196303	8333	5.13895	5.13895	5.39092	bin.007	59.0							Bacteria?					
10482	NODE_10483_length_8233_cov_3.069577	8233	4.92132	4.92132	5.22277	bin.007	60.0							Bacteria?					
10547	NODE_10548_length_8202_cov_3.075365	8202	5.07849	5.07849	5.41369	bin.007	60.0							Bacteria?					
10556	NODE_10557_length_8200_cov_2.797299	8200	4.50273	4.50273	4.15955	bin.007	55.0							Bacteria?					
10594	NODE_10595_length_8180_cov_3.839877	8180	6.08692	6.08692	6.07656	bin.007	59.0							Bacteria?					
10654	NODE_10655_length_8147_cov_3.084652	8147	4.95223	4.95223	3.58773	bin.007	59.0							Bacteria?					
10667	NODE_10668_length_8143_cov_3.318620	8143	5.10071	5.10071	4.54099	bin.007	58.0							Bacteria?					
10939	NODE_10940_length_8029_cov_3.211563	8029	5.14393	5.14393	5.24967	bin.007	61.0							Bacteria?					
11138	NODE_11139_length_7944_cov_3.289644	7944	5.14742	5.14742	3.01434	bin.007	58.0							Bacteria?					
11146	NODE_11147_length_7941_cov_3.242582	7941	5.33051	5.33051	5.16051	bin.007	61.0							Bacteria?					
11199	NODE_11200_length_7915_cov_3.188295	7915	5.1642	5.1642	5.95661	bin.007	62.0							Bacteria?					
11305	NODE_11306_length_7871_cov_3.303224	7871	5.2093	5.2093	5.49415	bin.007	54.0							Bacteria?					
11402	NODE_11403_length_7838_cov_3.052936	7838	4.90531	4.90531	3.82611	bin.007	58.0							Bacteria?					
11450	NODE_11451_length_7822_cov_3.534441	7822	5.75873	5.75873	6.42135	bin.007	62.0							Bacteria?					
11526	NODE_11527_length_7803_cov_3.368482	7803	5.4414	5.4414	4.87733	bin.007	60.0							Bacteria?					
11534	NODE_11535_length_7801_cov_3.262587	7801	5.23396	5.23396	4.36351	bin.007	60.0							Bacteria?					
11868	NODE_11869_length_7686_cov_3.431529	7686	5.528	5.528	5.18292	bin.007	59.0							Bacteria?					
12487	NODE_12488_length_7470_cov_2.922050	7470	4.54303	4.54303	6.46948	bin.007	63.0							Bacteria?					
12899	NODE_12900_length_7339_cov_3.173943	7339	5.17109	5.17109	3.9295	bin.007	62.0							Bacteria?					
13092	NODE_13093_length_7280_cov_3.684429	7280	6.03927	6.03927	4.89682	bin.007	61.0							Bacteria?					
13222	NODE_13223_length_7241_cov_2.886863	7241	4.66958	4.66958	4.80666	bin.007	60.0							Bacteria?					
13234	NODE_13235_length_7238_cov_3.107058	7238	5.11752	5.11752	4.2078	bin.007	63.0							Bacteria?					
13417	NODE_13418_length_7189_cov_3.042893	7189	4.94942	4.94942	5.67866	bin.007	62.0							Bacteria?					
13612	NODE_13613_length_7133_cov_3.048177	7133	4.98625	4.98625	4.23028	bin.007	58.0							Bacteria?					
13744	NODE_13745_length_7098_cov_3.623030	7098	5.76252	5.76252	6.43379	bin.007	60.0							Bacteria?					
13782	NODE_13783_length_7086_cov_3.005120	7086	4.86015	4.86015	3.32	bin.007	59.0							Bacteria?					
13854	NODE_13855_length_7066_cov_3.077307	7066	5.0989	5.0989	6.57825	bin.007	64.0							Bacteria?					
13955	NODE_13956_length_7042_cov_3.224703	7042	5.20357	5.20357	3.72131	bin.007	58.0							Bacteria?					
14135	NODE_14136_length_6990_cov_3.223071	6990	5.37456	5.37456	5.03148	bin.007	60.0							Bacteria?					
14381	NODE_14382_length_6934_cov_3.463585	6934	5.40448	5.40448	4.81768	bin.007	54.0	bin.007	0.867	0.033	0.027	0.053	0.867	dsDNAphage	6934.0	0.0	18.8	6.2	|full
14478	NODE_14479_length_6905_cov_2.500146	6905	4.13279	4.13279	2.72927	bin.007	60.0							Bacteria?					
14516	NODE_14517_length_6897_cov_3.105379	6897	5.06181	5.06181	5.07316	bin.007	62.0							Bacteria?					
14810	NODE_14811_length_6825_cov_3.010487	6825	4.77318	4.77318	5.73404	bin.007	59.0							Bacteria?					
14977	NODE_14978_length_6786_cov_3.192393	6786	5.13261	5.13261	4.58946	bin.007	63.0							Bacteria?					
15181	NODE_15182_length_6740_cov_3.146896	6740	5.08543	5.08543	5.58912	bin.007	56.0							Bacteria?					
15211	NODE_15212_length_6734_cov_3.149424	6734	4.95793	4.95793	4.07811	bin.007	58.0							Bacteria?					
15234	NODE_15235_length_6729_cov_3.130656	6729	5.1061	5.1061	4.10639	bin.007	62.0							Bacteria?					
15487	NODE_15488_length_6665_cov_2.885023	6665	4.66523	4.66523	5.36915	bin.007	61.0							Bacteria?					
15524	NODE_15525_length_6656_cov_3.629147	6656	5.74608	5.74608	4.16486	bin.007	62.0							Bacteria?					
15776	NODE_15777_length_6593_cov_3.185531	6593	5.22133	5.22133	4.54115	bin.007	62.0							Bacteria?					
16133	NODE_16134_length_6518_cov_3.076435	6518	5.14275	5.14275	6.36293	bin.007	63.0							Bacteria?					
16228	NODE_16229_length_6495_cov_2.761180	6495	4.34153	4.34153	3.24035	bin.007	57.0							Bacteria?					
16240	NODE_16241_length_6492_cov_3.542023	6492	5.90555	5.90555	6.21813	bin.007	64.0							Bacteria?					
16247	NODE_16248_length_6491_cov_3.339652	6491	5.29254	5.29254	6.09979	bin.007	60.0							Bacteria?					
16285	NODE_16286_length_6482_cov_3.715575	6482	5.67262	5.67262	4.15263	bin.007	60.0							Bacteria?					
16288	NODE_16289_length_6481_cov_3.103953	6481	5.0387	5.0387	5.08778	bin.007	60.0							Bacteria?					
16364	NODE_16365_length_6464_cov_3.010766	6464	4.86728	4.86728	4.25192	bin.007	61.0							Bacteria?					
16416	NODE_16417_length_6450_cov_3.304769	6450	5.41286	5.41286	6.26665	bin.007	59.0							Bacteria?					
