	seqname	contigLen	totalAvgDepth	2c11f2d7-e513-4790-bed2-3d20f1d9d7cd.inter.fastq.sam.sorted.bam	2c11f2d7-e513-4790-bed2-3d20f1d9d7cd.inter.fastq.sam.sorted.bam-var	bin	%GC	bin_y	dsDNAphage	ssDNA	lavidaviridae	NCLDV	max_score	max_score_group	length	hallmark	viral	cellular	full-partial
23580	NODE_23581_length_5746_cov_3.612195	5746	5.36901	5.36901	6.31045	bin.006	36.0	bin.006	0.853	0.0	0.167	0.02	0.853	dsDNAphage	5745.0	1.0	37.5	25.0	|full
23698	NODE_23699_length_5727_cov_3.383815	5727	5.32186	5.32186	7.15955	bin.006	38.0							Bacteria?					
24156	NODE_24157_length_5647_cov_3.298104	5647	5.16518	5.16518	5.73035	bin.006	40.0							Bacteria?					
24184	NODE_24185_length_5643_cov_2.831246	5643	4.39869	4.39869	3.65526	bin.006	41.0							Bacteria?					
24267	NODE_24268_length_5630_cov_3.391211	5630	5.17299	5.17299	7.48559	bin.006	42.0	bin.006	0.213	0.013	0.467	0.88	0.88	NCLDV	5628.0	0.0	20.0	0.0	|full
24367	NODE_24368_length_5614_cov_3.130599	5614	4.87811	4.87811	4.23262	bin.006	38.0							Bacteria?					
24450	NODE_24451_length_5601_cov_3.267400	5601	5.09925	5.09925	7.06961	bin.006	42.0							Bacteria?					
24774	NODE_24775_length_5550_cov_3.083530	5550	4.74944	4.74944	3.62735	bin.006	39.0							Bacteria?					
24905	NODE_24906_length_5531_cov_3.284879	5531	5.17469	5.17469	5.64356	bin.006	41.0							Bacteria?					
25065	NODE_25066_length_5509_cov_3.565090	5509	5.48349	5.48349	10.4735	bin.006	39.0							Bacteria?					
25518	NODE_25519_length_5440_cov_2.735562	5440	4.3707	4.3707	5.96759	bin.006	42.0							Bacteria?					
25766	NODE_25767_length_5404_cov_3.100766	5404	4.9724	4.9724	5.68613	bin.006	36.0	bin.006	0.533	0.06	0.84	0.98	0.98	NCLDV	4488.0	0.0	20.0	0.0	|full
25851	NODE_25852_length_5392_cov_2.740866	5392	4.34071	4.34071	5.9735	bin.006	40.0							Bacteria?					
25889	NODE_25890_length_5385_cov_3.800000	5385	5.79943	5.79943	7.73244	bin.006	37.0							Bacteria?					
26237	NODE_26238_length_5341_cov_3.585887	5341	5.55538	5.55538	4.61046	bin.006	39.0	bin.006	0.22	0.093	0.66	0.86	0.86	NCLDV	5084.0	0.0	33.3	0.0	|full
26341	NODE_26342_length_5329_cov_3.813614	5329	5.82931	5.82931	4.64601	bin.006	40.0							Bacteria?					
26547	NODE_26548_length_5302_cov_3.135887	5302	4.862	4.862	5.52291	bin.006	39.0							Bacteria?					
26628	NODE_26629_length_5292_cov_2.272293	5292	3.49961	3.49961	2.61887	bin.006	41.0	bin.006						dsDNAphage	5292.0	1.0	50.0	0.0	|lt2gene
26919	NODE_26920_length_5253_cov_3.496537	5253	5.34313	5.34313	6.51048	bin.006	41.0							Bacteria?					
27044	NODE_27045_length_5236_cov_3.281606	5236	5.11207	5.11207	6.08529	bin.006	39.0							Bacteria?					
27269	NODE_27270_length_5210_cov_3.746848	5210	5.47984	5.47984	7.9125	bin.006	42.0							Bacteria?					
27481	NODE_27482_length_5181_cov_3.783457	5181	5.92745	5.92745	6.24106	bin.006	38.0	bin.006	0.44	0.073	0.9	1.0	1.0	NCLDV	5181.0	0.0	33.3	0.0	|full
27772	NODE_27773_length_5144_cov_3.048536	5144	4.48538	4.48538	4.69541	bin.006	40.0							Bacteria?					
27818	NODE_27819_length_5138_cov_3.235097	5138	5.05313	5.05313	4.75003	bin.006	41.0							Bacteria?					
27875	NODE_27876_length_5131_cov_3.532900	5131	5.55069	5.55069	5.09197	bin.006	38.0							Bacteria?					
27961	NODE_27962_length_5120_cov_2.892004	5120	4.37284	4.37284	3.14913	bin.006	41.0							Bacteria?					
28016	NODE_28017_length_5113_cov_3.265322	5113	4.95084	4.95084	4.48166	bin.006	38.0							Bacteria?					
28139	NODE_28140_length_5100_cov_3.365709	5100	5.34242	5.34242	4.7974	bin.006	38.0							Bacteria?					
28284	NODE_28285_length_5085_cov_3.518290	5085	5.39108	5.39108	5.50573	bin.006	39.0							Bacteria?					
28292	NODE_28293_length_5084_cov_3.417976	5084	5.2882	5.2882	5.01203	bin.006	41.0							Bacteria?					
28484	NODE_28485_length_5063_cov_2.975839	5063	4.81152	4.81152	5.22609	bin.006	40.0							Bacteria?					
28553	NODE_28554_length_5056_cov_3.295741	5056	5.15084	5.15084	5.89732	bin.006	38.0	bin.006	0.9	0.96	0.973	0.887	0.973	lavidaviridae	5053.0	0.0	37.5	0.0	|full
28770	NODE_28771_length_5030_cov_2.989347	5030	4.56742	4.56742	5.39307	bin.006	41.0							Bacteria?					
28881	NODE_28882_length_5016_cov_4.352751	5016	6.50699	6.50699	7.44838	bin.006	40.0							Bacteria?					
28915	NODE_28916_length_5013_cov_2.656313	5013	4.18281	4.18281	3.7154	bin.006	38.0							Bacteria?					
498	NODE_499_length_61049_cov_9.771650	61049	15.1721	15.1721	23.0657	bin.007	67.0							Bacteria?					
564	NODE_565_length_57656_cov_10.573028	57656	16.2531	16.2531	23.9886	bin.007	67.0							Bacteria?					
917	NODE_918_length_46249_cov_10.678443	46249	16.5397	16.5397	26.4979	bin.007	66.0							Bacteria?					
1190	NODE_1191_length_40597_cov_10.107863	40597	15.0624	15.0624	22.9446	bin.007	66.0							Bacteria?					
1306	NODE_1307_length_38928_cov_9.709310	38928	14.8335	14.8335	18.8818	bin.007	67.0							Bacteria?					
1616	NODE_1617_length_34321_cov_9.590469	34321	15.0333	15.0333	17.9891	bin.007	67.0							Bacteria?					
1751	NODE_1752_length_32640_cov_10.764953	32640	16.2448	16.2448	20.3665	bin.007	67.0							Bacteria?					
1899	NODE_1900_length_31151_cov_10.222344	31151	15.9952	15.9952	20.2839	bin.007	66.0							Bacteria?					
2075	NODE_2076_length_29627_cov_10.615244	29627	16.2829	16.2829	29.0529	bin.007	68.0							Bacteria?					
2217	NODE_2218_length_28371_cov_9.319325	28371	14.524	14.524	18.3987	bin.007	69.0							Bacteria?					
2220	NODE_2221_length_28369_cov_9.850286	28369	14.8249	14.8249	20.4937	bin.007	69.0							Bacteria?					
2237	NODE_2238_length_28223_cov_9.555169	28223	13.9634	13.9634	19.3393	bin.007	68.0							Bacteria?					
2245	NODE_2246_length_28137_cov_10.658607	28137	15.8029	15.8029	27.9196	bin.007	68.0							Bacteria?					
2645	NODE_2646_length_25373_cov_9.604945	25373	14.4586	14.4586	19.6897	bin.007	68.0							Bacteria?					
2852	NODE_2853_length_24255_cov_11.898347	24255	17.0022	17.0022	30.7667	bin.007	68.0							Bacteria?					
3047	NODE_3048_length_23208_cov_9.877986	23208	15.2081	15.2081	25.1168	bin.007	65.0							Bacteria?					
3167	NODE_3168_length_22626_cov_9.691507	22626	14.6015	14.6015	22.6275	bin.007	67.0							Bacteria?					
3447	NODE_3448_length_21425_cov_8.741320	21425	12.9964	12.9964	20.3851	bin.007	71.0							Bacteria?					
3563	NODE_3564_length_20947_cov_10.053083	20947	15.3267	15.3267	18.0726	bin.007	68.0							Bacteria?					
3584	NODE_3585_length_20879_cov_10.537457	20879	15.9049	15.9049	25.7967	bin.007	66.0							Bacteria?					
3655	NODE_3656_length_20665_cov_11.296846	20665	14.9142	14.9142	25.6008	bin.007	68.0							Bacteria?					
3717	NODE_3718_length_20462_cov_9.854168	20462	14.938	14.938	21.7043	bin.007	68.0							Bacteria?					
3760	NODE_3761_length_20339_cov_8.987872	20339	14.2504	14.2504	19.6671	bin.007	70.0							Bacteria?					
3808	NODE_3809_length_20147_cov_11.675990	20147	17.5319	17.5319	30.2165	bin.007	65.0							Bacteria?					
3870	NODE_3871_length_19936_cov_9.057039	19936	13.334	13.334	17.8219	bin.007	69.0							Bacteria?					
3893	NODE_3894_length_19859_cov_10.426429	19859	14.3616	14.3616	19.3195	bin.007	66.0							Bacteria?					
4054	NODE_4055_length_19305_cov_9.929351	19305	15.1915	15.1915	15.7769	bin.007	67.0							Bacteria?					
4060	NODE_4061_length_19295_cov_11.423805	19295	16.0863	16.0863	26.7572	bin.007	68.0							Bacteria?					
4065	NODE_4066_length_19279_cov_9.987880	19279	14.4898	14.4898	27.3636	bin.007	69.0							Bacteria?					
4140	NODE_4141_length_19052_cov_10.187240	19052	16.0344	16.0344	19.8943	bin.007	67.0							Bacteria?					
4220	NODE_4221_length_18796_cov_9.924017	18796	14.1282	14.1282	20.839	bin.007	70.0							Bacteria?					
4732	NODE_4733_length_17428_cov_10.513671	17428	15.9742	15.9742	28.8975	bin.007	68.0							Bacteria?					
4791	NODE_4792_length_17302_cov_9.998608	17302	14.2305	14.2305	21.5909	bin.007	69.0							Bacteria?					
4793	NODE_4794_length_17300_cov_10.159467	17300	15.1987	15.1987	22.1996	bin.007	67.0							Bacteria?					
4812	NODE_4813_length_17259_cov_9.216810	17259	13.8317	13.8317	20.119	bin.007	69.0							Bacteria?					
4943	NODE_4944_length_16969_cov_9.302944	16969	14.1561	14.1561	19.1352	bin.007	67.0							Bacteria?					
5056	NODE_5057_length_16735_cov_10.611211	16735	16.2101	16.2101	20.3563	bin.007	65.0							Bacteria?					
5064	NODE_5065_length_16717_cov_9.915256	16717	14.726	14.726	23.4141	bin.007	70.0							Bacteria?					
5110	NODE_5111_length_16620_cov_10.375008	16620	15.6218	15.6218	23.4813	bin.007	68.0							Bacteria?					
5166	NODE_5167_length_16494_cov_9.500456	16494	14.4183	14.4183	22.3683	bin.007	67.0							Bacteria?					
5186	NODE_5187_length_16450_cov_9.236841	16450	14.0234	14.0234	27.6774	bin.007	72.0							Bacteria?					
5318	NODE_5319_length_16178_cov_10.696334	16178	15.998	15.998	17.6772	bin.007	67.0							Bacteria?					
5462	NODE_5463_length_15866_cov_14.020492	15866	19.3421	19.3421	90.804	bin.007	69.0							Bacteria?					
5558	NODE_5559_length_15698_cov_9.260372	15698	13.3736	13.3736	18.6192	bin.007	69.0							Bacteria?					
5583	NODE_5584_length_15654_cov_10.908776	15654	14.2986	14.2986	25.1773	bin.007	69.0							Bacteria?					
5619	NODE_5620_length_15567_cov_9.787390	15567	13.5672	13.5672	20.6496	bin.007	67.0							Bacteria?					
5624	NODE_5625_length_15548_cov_9.319693	15548	13.448	13.448	17.4423	bin.007	70.0							Bacteria?					
5639	NODE_5640_length_15504_cov_9.988931	15504	13.8857	13.8857	21.0021	bin.007	67.0							Bacteria?					
5784	NODE_5785_length_15269_cov_8.560865	15269	13.2042	13.2042	20.0078	bin.007	70.0							Bacteria?					
5931	NODE_5932_length_15022_cov_9.580277	15022	14.4284	14.4284	18.2402	bin.007	69.0							Bacteria?					
6112	NODE_6113_length_14694_cov_10.517317	14694	16.0647	16.0647	15.3233	bin.007	69.0							Bacteria?					
6158	NODE_6159_length_14632_cov_9.871236	14632	14.3531	14.3531	17.7094	bin.007	68.0							Bacteria?					
6205	NODE_6206_length_14565_cov_8.967884	14565	14.1772	14.1772	17.1927	bin.007	68.0							Bacteria?					
6227	NODE_6228_length_14522_cov_9.557614	14522	14.1934	14.1934	26.4932	bin.007	70.0							Bacteria?					
6346	NODE_6347_length_14318_cov_8.470588	14318	13.3945	13.3945	26.6906	bin.007	67.0	bin.007	0.767	0.0	0.0	0.213	0.767	dsDNAphage	14318.0	0.0	8.0	4.0	|full
6382	NODE_6383_length_14264_cov_10.087339	14264	14.2132	14.2132	25.6637	bin.007	70.0							Bacteria?					
6487	NODE_6488_length_14109_cov_10.851288	14109	15.6951	15.6951	20.2636	bin.007	68.0							Bacteria?					
6506	NODE_6507_length_14083_cov_9.563730	14083	14.5173	14.5173	31.9456	bin.007	70.0							Bacteria?					
6591	NODE_6592_length_13970_cov_9.329932	13970	13.5721	13.5721	23.9696	bin.007	71.0							Bacteria?					
6615	NODE_6616_length_13937_cov_10.002089	13937	14.5254	14.5254	23.4862	bin.007	68.0							Bacteria?					
6637	NODE_6638_length_13911_cov_11.128176	13911	14.8925	14.8925	33.1106	bin.007	68.0							Bacteria?					
6708	NODE_6709_length_13797_cov_10.373817	13797	14.7426	14.7426	21.5836	bin.007	68.0							Bacteria?					
6911	NODE_6912_length_13512_cov_12.120532	13512	16.529	16.529	44.4775	bin.007	68.0							Bacteria?					
7231	NODE_7232_length_13103_cov_11.768624	13103	16.2277	16.2277	31.8913	bin.007	69.0							Bacteria?					
7385	NODE_7386_length_12904_cov_9.615846	12904	14.1119	14.1119	20.3251	bin.007	70.0							Bacteria?					
7467	NODE_7468_length_12808_cov_12.056849	12808	16.3271	16.3271	21.597	bin.007	69.0							Bacteria?					
7483	NODE_7484_length_12792_cov_9.885138	12792	13.9271	13.9271	18.7749	bin.007	69.0							Bacteria?					
7527	NODE_7528_length_12744_cov_10.877768	12744	15.3236	15.3236	20.6744	bin.007	69.0							Bacteria?					
7528	NODE_7529_length_12743_cov_10.318648	12743	15.9296	15.9296	22.1262	bin.007	65.0							Bacteria?					
7618	NODE_7619_length_12648_cov_11.244660	12648	15.2129	15.2129	25.863	bin.007	69.0							Bacteria?					
7660	NODE_7661_length_12598_cov_10.409711	12598	15.1379	15.1379	22.0206	bin.007	70.0							Bacteria?					
7714	NODE_7715_length_12531_cov_9.262183	12531	13.0134	13.0134	20.6851	bin.007	69.0							Bacteria?					
7790	NODE_7791_length_12449_cov_11.537437	12449	16.7335	16.7335	25.3845	bin.007	67.0							Bacteria?					
7831	NODE_7832_length_12398_cov_10.835534	12398	16.005	16.005	25.5185	bin.007	67.0							Bacteria?					
7862	NODE_7863_length_12364_cov_9.949793	12364	14.3612	14.3612	17.9823	bin.007	66.0							Bacteria?					
7877	NODE_7878_length_12340_cov_11.238258	12340	15.9168	15.9168	33.7594	bin.007	67.0							Bacteria?					
7908	NODE_7909_length_12298_cov_10.108143	12298	15.5157	15.5157	22.7683	bin.007	69.0							Bacteria?					
7966	NODE_7967_length_12237_cov_10.384994	12237	15.1852	15.1852	18.9732	bin.007	65.0							Bacteria?					
8137	NODE_8138_length_12069_cov_11.465623	12069	16.2034	16.2034	25.2844	bin.007	69.0							Bacteria?					
8165	NODE_8166_length_12040_cov_12.512808	12040	16.1314	16.1314	31.3198	bin.007	69.0							Bacteria?					
8252	NODE_8253_length_11943_cov_10.221063	11943	14.9181	14.9181	23.4556	bin.007	70.0							Bacteria?					
8351	NODE_8352_length_11844_cov_13.777844	11844	17.5895	17.5895	25.3494	bin.007	68.0							Bacteria?					
8352	NODE_8353_length_11844_cov_11.112393	11844	16.3373	16.3373	41.9652	bin.007	68.0							Bacteria?					
8410	NODE_8411_length_11799_cov_9.777503	11799	15.3576	15.3576	18.147	bin.007	68.0							Bacteria?					
8526	NODE_8527_length_11679_cov_9.240107	11679	13.9003	13.9003	18.4368	bin.007	69.0							Bacteria?					
8545	NODE_8546_length_11661_cov_10.144667	11661	15.1682	15.1682	35.772	bin.007	68.0							Bacteria?					
8671	NODE_8672_length_11528_cov_11.676545	11528	14.9126	14.9126	22.6839	bin.007	68.0							Bacteria?					
8673	NODE_8674_length_11526_cov_9.330486	11526	13.8653	13.8653	24.0872	bin.007	69.0							Bacteria?					
8675	NODE_8676_length_11525_cov_9.900262	11525	14.114	14.114	23.3804	bin.007	69.0							Bacteria?					
8744	NODE_8745_length_11478_cov_8.059879	11478	12.4359	12.4359	18.915	bin.007	71.0							Bacteria?					
8823	NODE_8824_length_11422_cov_11.477347	11422	14.2238	14.2238	20.1969	bin.007	69.0							Bacteria?					
8860	NODE_8861_length_11395_cov_11.636684	11395	15.6449	15.6449	31.2125	bin.007	68.0							Bacteria?					
8899	NODE_8900_length_11372_cov_11.557126	11372	16.4371	16.4371	35.2627	bin.007	68.0							Bacteria?					
8928	NODE_8929_length_11344_cov_9.643547	11344	15.1052	15.1052	14.623	bin.007	66.0							Bacteria?					
8950	NODE_8951_length_11318_cov_10.647430	11318	14.1313	14.1313	30.612	bin.007	69.0							Bacteria?					
9032	NODE_9033_length_11233_cov_8.925836	11233	13.2573	13.2573	18.8238	bin.007	67.0							Bacteria?					
9062	NODE_9063_length_11202_cov_11.357136	11202	14.6034	14.6034	28.1716	bin.007	68.0							Bacteria?					
9071	NODE_9072_length_11194_cov_12.613341	11194	16.364	16.364	39.6729	bin.007	68.0							Bacteria?					
9075	NODE_9076_length_11191_cov_10.053879	11191	13.2662	13.2662	25.5299	bin.007	68.0							Bacteria?					
9117	NODE_9118_length_11150_cov_8.938260	11150	13.5587	13.5587	28.2616	bin.007	69.0							Bacteria?					
9218	NODE_9219_length_11052_cov_9.128035	11052	14.1336	14.1336	13.762	bin.007	68.0							Bacteria?					
9221	NODE_9222_length_11050_cov_10.715598	11050	16.4224	16.4224	18.1178	bin.007	67.0							Bacteria?					
9251	NODE_9252_length_11031_cov_10.073160	11031	15.6699	15.6699	22.6214	bin.007	67.0							Bacteria?					
9273	NODE_9274_length_11019_cov_10.226924	11019	13.7105	13.7105	30.9554	bin.007	69.0							Bacteria?					
9415	NODE_9416_length_10916_cov_9.839149	10916	14.2385	14.2385	28.9708	bin.007	71.0							Bacteria?					
9507	NODE_9508_length_10850_cov_9.942937	10850	14.9967	14.9967	22.8407	bin.007	66.0							Bacteria?					
9518	NODE_9519_length_10837_cov_10.031998	10837	15.6463	15.6463	24.4252	bin.007	68.0							Bacteria?					
9560	NODE_9561_length_10807_cov_10.110119	10807	14.2404	14.2404	25.5094	bin.007	69.0							Bacteria?					
9561	NODE_9562_length_10804_cov_9.613266	10804	14.3809	14.3809	18.6289	bin.007	69.0							Bacteria?					
9574	NODE_9575_length_10794_cov_12.270882	10794	15.6282	15.6282	30.3112	bin.007	68.0							Bacteria?					
9609	NODE_9610_length_10768_cov_11.217026	10768	16.2604	16.2604	23.4388	bin.007	68.0							Bacteria?					
9627	NODE_9628_length_10750_cov_9.305563	10750	14.5568	14.5568	17.4712	bin.007	66.0							Bacteria?					
9698	NODE_9699_length_10696_cov_9.196034	10696	13.8444	13.8444	21.8927	bin.007	68.0							Bacteria?					
9719	NODE_9720_length_10684_cov_9.997460	10684	15.505	15.505	16.4676	bin.007	68.0							Bacteria?					
9746	NODE_9747_length_10663_cov_9.919495	10663	14.0774	14.0774	20.4399	bin.007	68.0							Bacteria?					
9794	NODE_9795_length_10626_cov_8.833223	10626	12.6829	12.6829	16.3689	bin.007	69.0							Bacteria?					
9797	NODE_9798_length_10624_cov_10.724572	10624	14.0128	14.0128	29.6894	bin.007	69.0							Bacteria?					
9802	NODE_9803_length_10621_cov_9.807023	10621	14.3759	14.3759	17.5455	bin.007	70.0							Bacteria?					
9879	NODE_9880_length_10568_cov_9.485589	10568	14.084	14.084	21.8403	bin.007	68.0							Bacteria?					
9903	NODE_9904_length_10546_cov_10.993232	10546	17.3165	17.3165	16.4873	bin.007	68.0							Bacteria?					
9976	NODE_9977_length_10481_cov_9.877997	10481	13.5879	13.5879	22.9078	bin.007	70.0							Bacteria?					
10155	NODE_10156_length_10346_cov_10.552619	10346	15.3077	15.3077	28.9563	bin.007	69.0							Bacteria?					
10300	NODE_10301_length_10247_cov_9.175432	10247	14.164	14.164	20.0942	bin.007	71.0							Bacteria?					
10377	NODE_10378_length_10196_cov_10.258357	10196	15.0686	15.0686	19.5155	bin.007	68.0							Bacteria?					
10399	NODE_10400_length_10181_cov_10.382086	10181	14.1469	14.1469	28.2552	bin.007	70.0							Bacteria?					
10418	NODE_10419_length_10169_cov_9.984675	10169	15.577	15.577	22.3256	bin.007	66.0							Bacteria?					
10433	NODE_10434_length_10157_cov_10.066027	10157	15.1809	15.1809	20.6945	bin.007	66.0							Bacteria?					
10449	NODE_10450_length_10150_cov_10.078752	10150	14.445	14.445	22.9097	bin.007	71.0							Bacteria?					
10648	NODE_10649_length_10018_cov_10.595202	10018	14.03	14.03	22.9458	bin.007	70.0							Bacteria?					
10720	NODE_10721_length_9961_cov_10.604987	9961	16.0715	16.0715	28.8173	bin.007	69.0							Bacteria?					
10727	NODE_10728_length_9957_cov_9.074328	9957	14.0018	14.0018	19.5755	bin.007	69.0							Bacteria?					
10819	NODE_10820_length_9896_cov_12.376588	9896	15.2334	15.2334	31.7621	bin.007	68.0							Bacteria?					
10841	NODE_10842_length_9884_cov_6.997050	9884	11.3826	11.3826	21.1987	bin.007	71.0							Bacteria?					
10953	NODE_10954_length_9814_cov_10.323599	9814	15.0352	15.0352	25.6401	bin.007	70.0							Bacteria?					
10998	NODE_10999_length_9784_cov_11.567581	9784	16.1218	16.1218	27.1672	bin.007	68.0							Bacteria?					
11079	NODE_11080_length_9722_cov_10.617565	9722	15.6046	15.6046	24.5043	bin.007	69.0							Bacteria?					
11182	NODE_11183_length_9655_cov_9.404271	9655	13.3805	13.3805	23.6621	bin.007	69.0							Bacteria?					
11607	NODE_11608_length_9414_cov_9.508174	9414	14.0105	14.0105	18.2621	bin.007	67.0							Bacteria?					
11608	NODE_11609_length_9414_cov_8.963244	9414	13.1086	13.1086	22.3171	bin.007	71.0							Bacteria?					
11635	NODE_11636_length_9396_cov_11.797666	9396	16.046	16.046	41.2438	bin.007	68.0							Bacteria?					
11700	NODE_11701_length_9356_cov_9.966133	9356	14.3342	14.3342	17.731	bin.007	69.0							Bacteria?					
11776	NODE_11777_length_9310_cov_10.749865	9310	15.3834	15.3834	22.4797	bin.007	69.0							Bacteria?					
11833	NODE_11834_length_9275_cov_9.172017	9275	14.0759	14.0759	22.5325	bin.007	70.0							Bacteria?					
11859	NODE_11860_length_9260_cov_9.549375	9260	14.9252	14.9252	17.5487	bin.007	68.0							Bacteria?					
11864	NODE_11865_length_9258_cov_9.091927	9258	13.1871	13.1871	18.0502	bin.007	71.0							Bacteria?					
11900	NODE_11901_length_9236_cov_10.122318	9236	14.4193	14.4193	26.9777	bin.007	67.0							Bacteria?					
11905	NODE_11906_length_9235_cov_9.936601	9235	14.6949	14.6949	26.0291	bin.007	69.0							Bacteria?					
11946	NODE_11947_length_9209_cov_12.742189	9209	18.588	18.588	46.5794	bin.007	68.0							Bacteria?					
11963	NODE_11964_length_9197_cov_10.661671	9197	15.1859	15.1859	28.4986	bin.007	69.0							Bacteria?					
11987	NODE_11988_length_9181_cov_9.702718	9181	14.5033	14.5033	19.4925	bin.007	69.0							Bacteria?					
12071	NODE_12072_length_9140_cov_10.506990	9140	15.2264	15.2264	30.5747	bin.007	69.0							Bacteria?					
12093	NODE_12094_length_9130_cov_9.960661	9130	15.0568	15.0568	21.8052	bin.007	68.0							Bacteria?					
12105	NODE_12106_length_9123_cov_11.061204	9123	16.4206	16.4206	22.8172	bin.007	66.0							Bacteria?					
12130	NODE_12131_length_9110_cov_8.808393	9110	12.6998	12.6998	16.9429	bin.007	68.0							Bacteria?					
12229	NODE_12230_length_9048_cov_8.271211	9048	13.0862	13.0862	17.6064	bin.007	69.0							Bacteria?					
12257	NODE_12258_length_9031_cov_9.668004	9031	13.628	13.628	24.3743	bin.007	68.0							Bacteria?					
12308	NODE_12309_length_8999_cov_10.864267	8999	15.5322	15.5322	30.2004	bin.007	69.0							Bacteria?					
12358	NODE_12359_length_8973_cov_9.181991	8973	13.64	13.64	14.1065	bin.007	69.0							Bacteria?					
12373	NODE_12374_length_8966_cov_8.791943	8966	13.5374	13.5374	17.461	bin.007	68.0							Bacteria?					
12433	NODE_12434_length_8930_cov_10.720000	8930	16.0295	16.0295	22.7693	bin.007	69.0							Bacteria?					
