	seqname	contigLen	totalAvgDepth	080a2ed5-d944-4915-9236-64933bc4da51.inter.fastq.sam.sorted.bam	080a2ed5-d944-4915-9236-64933bc4da51.inter.fastq.sam.sorted.bam-var	bin	%GC	bin_y	dsDNAphage	ssDNA	lavidaviridae	NCLDV	max_score	max_score_group	length	hallmark	viral	cellular	full-partial
2596	NODE_2597_length_5617_cov_3.218626	5617	5.14542	5.14542	6.2949	bin.003	60.0	bin.003	0.0	0.0	0.0	0.667	0.667	NCLDV	5613.0	0.0	16.7	0.0	|full
2601	NODE_2602_length_5610_cov_3.722772	5610	5.94194	5.94194	4.53099	bin.003	62.0							Bacteria?					
2609	NODE_2610_length_5599_cov_3.607143	5599	5.80455	5.80455	7.15318	bin.003	67.0							Bacteria?					
2612	NODE_2613_length_5595_cov_3.145307	5595	4.89752	4.89752	6.27856	bin.003	63.0							Bacteria?					
2613	NODE_2614_length_5593_cov_2.735645	5593	4.35183	4.35183	3.43023	bin.003	63.0							Bacteria?					
2617	NODE_2618_length_5590_cov_2.971093	5590	4.53842	4.53842	4.47906	bin.003	65.0							Bacteria?					
2618	NODE_2619_length_5589_cov_3.234911	5589	5.1173	5.1173	5.3253	bin.003	67.0							Bacteria?					
2636	NODE_2637_length_5569_cov_2.532100	5569	3.96844	3.96844	3.097	bin.003	64.0							Bacteria?					
2651	NODE_2652_length_5541_cov_3.956799	5541	5.59581	5.59581	8.47917	bin.003	63.0							Bacteria?					
2656	NODE_2657_length_5534_cov_3.488410	5534	5.56501	5.56501	5.3303	bin.003	66.0							Bacteria?					
2657	NODE_2658_length_5533_cov_3.670500	5533	5.84191	5.84191	8.10665	bin.003	61.0							Bacteria?					
2666	NODE_2667_length_5522_cov_4.109749	5522	6.4516	6.4516	6.80029	bin.003	64.0							Bacteria?					
2669	NODE_2670_length_5518_cov_3.466593	5518	5.56371	5.56371	8.10924	bin.003	64.0							Bacteria?					
2674	NODE_2675_length_5509_cov_2.871470	5509	4.41967	4.41967	4.31816	bin.003	64.0							Bacteria?					
2681	NODE_2682_length_5502_cov_4.393795	5502	6.58913	6.58913	7.24852	bin.003	62.0							Bacteria?					
2683	NODE_2684_length_5497_cov_4.191290	5497	6.54348	6.54348	7.08315	bin.003	65.0							Bacteria?					
2698	NODE_2699_length_5480_cov_3.652535	5480	5.74371	5.74371	5.49415	bin.003	66.0							Bacteria?					
2699	NODE_2700_length_5479_cov_2.870022	5479	4.4256	4.4256	4.95656	bin.003	64.0							Bacteria?					
2708	NODE_2709_length_5464_cov_3.176003	5464	4.70813	4.70813	3.59121	bin.003	68.0							Bacteria?					
2710	NODE_2711_length_5463_cov_3.439164	5463	5.5351	5.5351	4.00449	bin.003	66.0							Bacteria?					
2726	NODE_2727_length_5446_cov_3.405862	5446	5.30457	5.30457	6.56005	bin.003	67.0							Bacteria?					
2753	NODE_2754_length_5410_cov_3.581699	5410	5.69886	5.69886	7.12167	bin.003	65.0							Bacteria?					
2754	NODE_2755_length_5409_cov_3.899701	5409	6.13691	6.13691	7.27569	bin.003	63.0							Bacteria?					
2772	NODE_2773_length_5379_cov_4.148573	5379	6.72404	6.72404	7.67076	bin.003	62.0							Bacteria?					
2777	NODE_2778_length_5374_cov_2.845648	5374	4.55609	4.55609	3.99386	bin.003	67.0							Bacteria?					
2788	NODE_2789_length_5360_cov_3.514609	5360	5.5071	5.5071	6.5906	bin.003	64.0							Bacteria?					
2797	NODE_2798_length_5343_cov_3.501513	5343	5.50241	5.50241	5.1206	bin.003	65.0							Bacteria?					
2808	NODE_2809_length_5335_cov_2.242992	5335	3.56895	3.56895	2.64456	bin.003	64.0							Bacteria?					
2809	NODE_2810_length_5333_cov_3.516294	5333	5.51765	5.51765	6.07677	bin.003	65.0							Bacteria?					
2811	NODE_2812_length_5332_cov_2.914156	5332	4.45986	4.45986	3.83577	bin.003	65.0							Bacteria?					
2814	NODE_2815_length_5328_cov_3.766926	5328	5.48783	5.48783	4.96914	bin.003	66.0							Bacteria?					
2818	NODE_2819_length_5325_cov_3.863188	5325	6.18705	6.18705	6.06238	bin.003	57.0							Bacteria?					
2825	NODE_2826_length_5320_cov_3.580247	5320	5.44313	5.44313	6.37105	bin.003	65.0							Bacteria?					
2838	NODE_2839_length_5306_cov_3.976385	5306	6.18794	6.18794	7.23124	bin.003	65.0							Bacteria?					
2868	NODE_2869_length_5265_cov_3.804415	5265	5.15269	5.15269	4.54359	bin.003	65.0							Bacteria?					
2873	NODE_2874_length_5259_cov_4.329554	5259	6.57996	6.57996	7.26586	bin.003	65.0							Bacteria?					
2874	NODE_2875_length_5258_cov_3.134153	5258	4.89898	4.89898	4.82796	bin.003	67.0							Bacteria?					
2878	NODE_2879_length_5252_cov_3.605542	5252	5.48393	5.48393	6.95792	bin.003	65.0							Bacteria?					
2888	NODE_2889_length_5234_cov_4.148291	5234	6.57435	6.57435	7.72511	bin.003	63.0							Bacteria?					
2891	NODE_2892_length_5232_cov_3.515356	5232	5.56179	5.56179	5.42473	bin.003	65.0							Bacteria?					
2896	NODE_2897_length_5228_cov_3.106708	5228	4.94545	4.94545	4.27263	bin.003	64.0							Bacteria?					
2902	NODE_2903_length_5222_cov_3.361332	5222	5.30343	5.30343	5.4565	bin.003	63.0							Bacteria?					
2908	NODE_2909_length_5215_cov_4.072093	5215	5.84324	5.84324	6.16155	bin.003	64.0							Bacteria?					
2912	NODE_2913_length_5215_cov_2.802326	5215	4.40809	4.40809	4.01837	bin.003	62.0							Bacteria?					
2915	NODE_2916_length_5207_cov_4.367818	5207	6.67649	6.67649	6.40835	bin.003	62.0							Bacteria?					
2916	NODE_2917_length_5206_cov_2.664143	5206	4.28046	4.28046	4.32727	bin.003	63.0							Bacteria?					
2920	NODE_2921_length_5197_cov_3.852587	5197	5.82386	5.82386	5.15359	bin.003	65.0							Bacteria?					
2924	NODE_2925_length_5191_cov_3.636098	5191	5.66415	5.66415	5.64302	bin.003	65.0							Bacteria?					
2928	NODE_2929_length_5186_cov_3.535568	5186	5.55997	5.55997	6.48801	bin.003	66.0							Bacteria?					
2930	NODE_2931_length_5185_cov_3.689279	5185	5.87845	5.87845	7.65739	bin.003	65.0							Bacteria?					
2931	NODE_2932_length_5175_cov_4.095508	5175	6.41692	6.41692	6.16067	bin.003	65.0							Bacteria?					
2941	NODE_2942_length_5164_cov_3.981601	5164	5.83347	5.83347	9.64979	bin.003	64.0							Bacteria?					
2950	NODE_2951_length_5158_cov_3.259259	5158	4.94129	4.94129	4.05809	bin.003	62.0							Bacteria?					
2954	NODE_2955_length_5154_cov_3.421847	5154	5.08533	5.08533	6.39214	bin.003	65.0							Bacteria?					
2985	NODE_2986_length_5107_cov_3.447941	5107	5.41638	5.41638	4.87183	bin.003	64.0							Bacteria?					
2987	NODE_2988_length_5105_cov_3.351287	5105	5.30595	5.30595	5.0824	bin.003	64.0							Bacteria?					
2990	NODE_2991_length_5101_cov_3.199366	5101	5.0301	5.0301	3.83368	bin.003	66.0							Bacteria?					
2995	NODE_2996_length_5091_cov_3.989674	5091	5.70714	5.70714	8.61696	bin.003	64.0							Bacteria?					
3010	NODE_3011_length_5070_cov_3.665005	5070	5.78516	5.78516	6.93356	bin.003	60.0	bin.003	0.84	0.1	0.113	0.333	0.84	dsDNAphage	5068.0	0.0	30.0	0.0	|full
3021	NODE_3022_length_5057_cov_3.157337	5057	5.03383	5.03383	5.65202	bin.003	65.0							Bacteria?					
3025	NODE_3026_length_5053_cov_3.476190	5053	5.46584	5.46584	10.0998	bin.003	62.0							Bacteria?					
3027	NODE_3028_length_5052_cov_4.081049	5052	6.30579	6.30579	6.26577	bin.003	65.0							Bacteria?					
3031	NODE_3032_length_5050_cov_4.159159	5050	5.60449	5.60449	5.3678	bin.003	65.0							Bacteria?					
3032	NODE_3033_length_5050_cov_2.610410	5050	4.14286	4.14286	3.33366	bin.003	64.0							Bacteria?					
3034	NODE_3035_length_5048_cov_3.312437	5048	5.20008	5.20008	6.2054	bin.003	61.0							Bacteria?					
3041	NODE_3042_length_5038_cov_3.294802	5038	5.24141	5.24141	4.24656	bin.003	63.0							Bacteria?					
3045	NODE_3046_length_5032_cov_4.000402	5032	6.24437	6.24437	5.56806	bin.003	64.0							Bacteria?					
3046	NODE_3047_length_5032_cov_3.592124	5032	5.62085	5.62085	6.45136	bin.003	63.0							Bacteria?					
3053	NODE_3054_length_5025_cov_3.464990	5025	5.51056	5.51056	6.50803	bin.003	64.0							Bacteria?					
3057	NODE_3058_length_5021_cov_3.502819	5021	5.37754	5.37754	5.73737	bin.003	65.0							Bacteria?					
3058	NODE_3059_length_5018_cov_3.480758	5018	5.45522	5.45522	6.74652	bin.003	65.0							Bacteria?					
3060	NODE_3061_length_5016_cov_3.662165	5016	5.83765	5.83765	4.95445	bin.003	65.0							Bacteria?					
3065	NODE_3066_length_5014_cov_3.607179	5014	5.2646	5.2646	5.08512	bin.003	65.0							Bacteria?					
3069	NODE_3070_length_5011_cov_3.391646	5011	5.23575	5.23575	6.71477	bin.003	64.0							Bacteria?					
3073	NODE_3074_length_5007_cov_4.192851	5007	5.31686	5.31686	4.48132	bin.003	65.0							Bacteria?					
357	NODE_358_length_26347_cov_4.093146	26347	6.4604	6.4604	7.58416	bin.004	51.0	bin.004	0.84	0.027	0.007	0.073	0.84	dsDNAphage	24322.0	0.0	21.6	5.4	|full
417	NODE_418_length_23961_cov_4.046139	23961	6.37021	6.37021	7.38646	bin.004	53.0	bin.004	1.0	0.047	0.24	0.207	1.0	dsDNAphage	23960.0	1.0	41.4	0.0	|full
430	NODE_431_length_23553_cov_4.383607	23553	6.94471	6.94471	8.82934	bin.004	52.0	bin.004	0.987	0.12	0.387	0.433	0.987	dsDNAphage	23553.0	3.0	42.9	0.0	|full
431	NODE_432_length_23520_cov_3.954912	23520	6.22246	6.22246	5.92928	bin.004	52.0	bin.004	1.0	0.0	0.013	0.113	1.0	dsDNAphage	23390.0	3.0	42.4	3.0	|full
446	NODE_447_length_22631_cov_4.298591	22631	6.77968	6.77968	7.9716	bin.004	51.0	bin.004	1.0	0.32	0.087	0.2	1.0	dsDNAphage	22630.0	1.0	25.6	0.0	|full
494	NODE_495_length_20403_cov_4.428347	20403	6.99753	6.99753	7.25656	bin.004	50.0	bin.004	1.0	0.12	0.22	0.22	1.0	dsDNAphage	20399.0	1.0	40.0	0.0	|full
554	NODE_555_length_18562_cov_4.466040	18562	7.03764	7.03764	7.99166	bin.004	52.0	bin.004	1.0	0.04	0.207	0.353	1.0	dsDNAphage	18560.0	1.0	24.1	0.0	|full
634	NODE_635_length_16406_cov_3.990092	16406	6.28623	6.28623	5.95001	bin.004	53.0	bin.004	0.96	0.407	0.113	0.113	0.96	dsDNAphage	16380.0	0.0	18.2	0.0	|full
685	NODE_686_length_15560_cov_4.222251	15560	6.64718	6.64718	7.44914	bin.004	51.0	bin.004	0.52	0.127	0.313	0.467	0.52	dsDNAphage	15560.0	0.0	20.0	0.0	|full
921	NODE_922_length_12201_cov_4.166475	12201	6.57622	6.57622	7.66865	bin.004	50.0	bin.004	0.68	0.06	0.24	0.613	0.68	dsDNAphage	12201.0	0.0	35.3	0.0	|full
928	NODE_929_length_12146_cov_4.345712	12146	6.87613	6.87613	9.19692	bin.004	50.0	bin.004	0.933	0.26	0.153	0.327	0.933	dsDNAphage	12082.0	0.0	22.7	0.0	|full
1271	NODE_1272_length_9478_cov_4.337897	9478	6.85056	6.85056	7.18801	bin.004	52.0	bin.004	0.893	0.027	0.06	0.24	0.893	dsDNAphage	9461.0	0.0	31.2	6.2	|full
1537	NODE_1538_length_8149_cov_4.448975	8149	7.0345	7.0345	7.08066	bin.004	51.0	bin.004	0.827	0.08	0.253	0.173	0.827	dsDNAphage	8148.0	0.0	45.5	0.0	|full
2304	NODE_2305_length_6131_cov_4.272383	6131	6.68985	6.68985	9.58243	bin.004	49.0							Bacteria?					
2661	NODE_2662_length_5529_cov_3.994885	5529	6.35118	6.35118	10.1729	bin.004	53.0							Bacteria?					
296	NODE_297_length_30874_cov_4.573575	30874	7.18253	7.18253	8.55947	bin.005	38.0							Bacteria?					
481	NODE_482_length_20880_cov_4.110012	20880	6.53985	6.53985	7.36849	bin.005	50.0							Bacteria?					
503	NODE_504_length_20132_cov_4.375753	20132	6.65929	6.65929	12.2942	bin.005	50.0							Bacteria?					
528	NODE_529_length_19516_cov_3.442423	19516	5.49127	5.49127	5.29797	bin.005	49.0							Bacteria?					
553	NODE_554_length_18641_cov_3.670666	18641	5.80947	5.80947	5.43607	bin.005	47.0							Bacteria?					
568	NODE_569_length_18086_cov_3.637513	18086	5.87032	5.87032	7.81458	bin.005	44.0							Bacteria?					
576	NODE_577_length_17825_cov_3.591784	17825	5.73601	5.73601	5.99134	bin.005	52.0							Bacteria?					
594	NODE_595_length_17355_cov_3.597919	17355	5.69474	5.69474	6.47539	bin.005	51.0							Bacteria?					
595	NODE_596_length_17347_cov_3.315753	17347	5.2337	5.2337	4.88125	bin.005	46.0							Bacteria?					
611	NODE_612_length_16920_cov_3.368870	16920	5.33393	5.33393	5.19688	bin.005	53.0							Bacteria?					
640	NODE_641_length_16286_cov_3.488386	16286	5.64973	5.64973	4.91844	bin.005	50.0							Bacteria?					
675	NODE_676_length_15722_cov_3.496649	15722	5.55337	5.55337	5.94221	bin.005	51.0							Bacteria?					
690	NODE_691_length_15301_cov_3.108881	15301	4.94245	4.94245	4.45619	bin.005	46.0							Bacteria?					
724	NODE_725_length_14730_cov_3.464600	14730	5.39218	5.39218	6.30815	bin.005	47.0							Bacteria?					
736	NODE_737_length_14531_cov_3.179331	14531	5.2198	5.2198	4.54003	bin.005	46.0							Bacteria?					
748	NODE_749_length_14351_cov_4.431309	14351	6.98225	6.98225	11.9991	bin.005	47.0	bin.005	0.98	0.267	0.353	0.587	0.98	dsDNAphage	14349.0	1.0	40.0	0.0	|full
764	NODE_765_length_14147_cov_4.418606	14147	7.02386	7.02386	7.28212	bin.005	42.0							Bacteria?					
767	NODE_768_length_14141_cov_4.148871	14141	6.48974	6.48974	8.09279	bin.005	43.0							Bacteria?					
770	NODE_771_length_14080_cov_3.373476	14080	5.41055	5.41055	4.98311	bin.005	51.0							Bacteria?					
781	NODE_782_length_13965_cov_3.529116	13965	5.42917	5.42917	6.89486	bin.005	45.0							Bacteria?					
785	NODE_786_length_13856_cov_3.680241	13856	5.74135	5.74135	5.94019	bin.005	52.0							Bacteria?					
792	NODE_793_length_13762_cov_3.564456	13762	5.57435	5.57435	5.16494	bin.005	49.0							Bacteria?					
796	NODE_797_length_13726_cov_3.881135	13726	6.15329	6.15329	7.5263	bin.005	48.0							Bacteria?					
802	NODE_803_length_13628_cov_3.365652	13628	5.27912	5.27912	5.6174	bin.005	45.0							Bacteria?					
811	NODE_812_length_13456_cov_3.592120	13456	5.65572	5.65572	4.88604	bin.005	48.0							Bacteria?					
812	NODE_813_length_13448_cov_3.638020	13448	5.7538	5.7538	5.56673	bin.005	42.0							Bacteria?					
826	NODE_827_length_13339_cov_3.441659	13339	5.42338	5.42338	5.87695	bin.005	48.0							Bacteria?					
830	NODE_831_length_13280_cov_3.545558	13280	5.69718	5.69718	6.23482	bin.005	45.0							Bacteria?					
832	NODE_833_length_13270_cov_2.833674	13270	4.63788	4.63788	4.15764	bin.005	47.0							Bacteria?					
833	NODE_834_length_13264_cov_3.054054	13264	4.80502	4.80502	5.1509	bin.005	43.0							Bacteria?					
845	NODE_846_length_13036_cov_3.130190	13036	5.01203	5.01203	3.9338	bin.005	44.0							Bacteria?					
848	NODE_849_length_13001_cov_3.619574	13001	5.75255	5.75255	5.67667	bin.005	49.0							Bacteria?					
849	NODE_850_length_12996_cov_4.139016	12996	6.44333	6.44333	7.10759	bin.005	41.0							Bacteria?					
851	NODE_852_length_12993_cov_3.534781	12993	5.45971	5.45971	6.42485	bin.005	39.0							Bacteria?					
860	NODE_861_length_12893_cov_4.235784	12893	6.30833	6.30833	8.7162	bin.005	46.0							Bacteria?					
865	NODE_866_length_12791_cov_3.597205	12791	5.65493	5.65493	6.69229	bin.005	44.0							Bacteria?					
866	NODE_867_length_12779_cov_3.534266	12779	5.5352	5.5352	6.27355	bin.005	48.0							Bacteria?					
886	NODE_887_length_12520_cov_3.470598	12520	5.37939	5.37939	4.6879	bin.005	44.0							Bacteria?					
898	NODE_899_length_12399_cov_3.875405	12399	6.00931	6.00931	6.51619	bin.005	49.0							Bacteria?					
909	NODE_910_length_12309_cov_3.685246	12309	5.76857	5.76857	6.42766	bin.005	52.0							Bacteria?					
947	NODE_948_length_11968_cov_3.773693	11968	5.75131	5.75131	7.75173	bin.005	46.0							Bacteria?					
953	NODE_954_length_11896_cov_3.372941	11896	5.3339	5.3339	7.00413	bin.005	47.0							Bacteria?					
965	NODE_966_length_11788_cov_3.224665	11788	5.25107	5.25107	5.08136	bin.005	47.0							Bacteria?					
967	NODE_968_length_11758_cov_3.816457	11758	5.98983	5.98983	5.92967	bin.005	48.0							Bacteria?					
978	NODE_979_length_11608_cov_3.402579	11608	5.38427	5.38427	5.34931	bin.005	50.0							Bacteria?					
1017	NODE_1018_length_11180_cov_3.293663	11180	5.21423	5.21423	5.14399	bin.005	49.0							Bacteria?					
1022	NODE_1023_length_11122_cov_3.421795	11122	5.46801	5.46801	5.25013	bin.005	45.0							Bacteria?					
1038	NODE_1039_length_10951_cov_3.630507	10951	5.57217	5.57217	6.21806	bin.005	53.0							Bacteria?					
1044	NODE_1045_length_10919_cov_3.777522	10919	5.87984	5.87984	7.39095	bin.005	48.0							Bacteria?					
1052	NODE_1053_length_10898_cov_3.174306	10898	4.97581	4.97581	5.155	bin.005	41.0							Bacteria?					
1054	NODE_1055_length_10873_cov_3.087354	10873	4.92148	4.92148	4.59922	bin.005	46.0							Bacteria?					
1057	NODE_1058_length_10844_cov_3.013347	10844	4.6398	4.6398	4.66236	bin.005	41.0							Bacteria?					
1064	NODE_1065_length_10804_cov_3.827705	10804	6.06993	6.06993	6.92828	bin.005	47.0							Bacteria?					
1067	NODE_1068_length_10772_cov_3.174396	10772	5.02693	5.02693	5.35576	bin.005	53.0							Bacteria?					
1080	NODE_1081_length_10654_cov_2.754128	10654	4.25743	4.25743	3.63846	bin.005	51.0							Bacteria?					
1081	NODE_1082_length_10650_cov_3.608117	10650	5.66705	5.66705	6.5119	bin.005	49.0							Bacteria?					
1097	NODE_1098_length_10529_cov_3.776208	10529	5.82079	5.82079	5.82199	bin.005	49.0							Bacteria?					
1099	NODE_1100_length_10506_cov_2.964788	10506	4.81064	4.81064	4.11183	bin.005	50.0							Bacteria?					
1103	NODE_1104_length_10475_cov_3.028119	10475	4.8032	4.8032	4.06137	bin.005	42.0							Bacteria?					
1111	NODE_1112_length_10425_cov_3.302122	10425	5.34852	5.34852	5.69429	bin.005	49.0							Bacteria?					
1117	NODE_1118_length_10385_cov_3.636689	10385	5.82589	5.82589	6.02866	bin.005	43.0							Bacteria?					
1132	NODE_1133_length_10295_cov_3.284375	10295	5.28743	5.28743	5.0014	bin.005	46.0							Bacteria?					
1140	NODE_1141_length_10244_cov_3.061144	10244	4.84456	4.84456	8.57108	bin.005	47.0							Bacteria?					
1145	NODE_1146_length_10225_cov_3.106096	10225	5.18501	5.18501	4.33563	bin.005	50.0							Bacteria?					
1159	NODE_1160_length_10133_cov_2.916352	10133	4.75138	4.75138	4.84922	bin.005	43.0							Bacteria?					
1165	NODE_1166_length_10090_cov_3.013652	10090	4.76398	4.76398	5.51911	bin.005	46.0							Bacteria?					
1176	NODE_1177_length_10014_cov_3.512903	10014	5.46137	5.46137	5.30391	bin.005	42.0							Bacteria?					
1185	NODE_1186_length_9980_cov_3.029219	9980	4.77976	4.77976	4.85255	bin.005	53.0							Bacteria?					
1204	NODE_1205_length_9879_cov_3.475570	9879	5.54887	5.54887	4.35775	bin.005	48.0							Bacteria?					
1207	NODE_1208_length_9855_cov_3.121429	9855	4.85894	4.85894	5.51937	bin.005	37.0							Bacteria?					
1211	NODE_1212_length_9834_cov_2.958585	9834	4.712	4.712	5.81195	bin.005	39.0							Bacteria?					
1218	NODE_1219_length_9797_cov_3.061486	9797	4.88566	4.88566	3.995	bin.005	49.0	bin.005	0.02	0.0	0.0	0.8	0.8	NCLDV	9563.0	0.0	12.5	0.0	|full
1226	NODE_1227_length_9741_cov_3.573198	9741	5.69722	5.69722	6.05006	bin.005	53.0							Bacteria?					
1236	NODE_1237_length_9687_cov_3.386732	9687	5.39834	5.39834	5.82852	bin.005	45.0							Bacteria?					
1247	NODE_1248_length_9609_cov_3.356500	9609	5.36135	5.36135	7.77344	bin.005	51.0							Bacteria?					
1253	NODE_1254_length_9578_cov_3.333193	9578	5.33994	5.33994	4.19861	bin.005	49.0							Bacteria?					
1256	NODE_1257_length_9562_cov_3.777112	9562	5.88515	5.88515	5.14671	bin.005	51.0							Bacteria?					
1257	NODE_1258_length_9555_cov_3.374737	9555	5.23413	5.23413	4.55027	bin.005	52.0							Bacteria?					
1263	NODE_1264_length_9524_cov_3.740099	9524	5.87636	5.87636	7.35653	bin.005	46.0							Bacteria?					
1275	NODE_1276_length_9412_cov_2.935663	9412	4.79454	4.79454	4.03145	bin.005	45.0							Bacteria?					
1288	NODE_1289_length_9332_cov_4.618088	9332	7.07515	7.07515	7.35309	bin.005	42.0	bin.005	0.9	0.14	0.327	0.213	0.9	dsDNAphage	9330.0	0.0	58.3	0.0	|full
1297	NODE_1298_length_9297_cov_3.323523	9297	5.3329	5.3329	5.69045	bin.005	53.0							Bacteria?					
1302	NODE_1303_length_9246_cov_3.641932	9246	5.77012	5.77012	6.92697	bin.005	46.0							Bacteria?					
1347	NODE_1348_length_9013_cov_3.019647	9013	4.7265	4.7265	4.75765	bin.005	42.0							Bacteria?					
1349	NODE_1350_length_9008_cov_3.017648	9008	4.8266	4.8266	4.85667	bin.005	48.0							Bacteria?					
1351	NODE_1352_length_8985_cov_3.695185	8985	5.66961	5.66961	6.57456	bin.005	50.0							Bacteria?					
1355	NODE_1356_length_8978_cov_3.627255	8978	5.87392	5.87392	7.84687	bin.005	46.0							Bacteria?					
1374	NODE_1375_length_8906_cov_3.182239	8906	5.09616	5.09616	7.20291	bin.005	47.0							Bacteria?					
1382	NODE_1383_length_8866_cov_3.390308	8866	5.13435	5.13435	5.3085	bin.005	50.0							Bacteria?					
1385	NODE_1386_length_8852_cov_2.707173	8852	4.20995	4.20995	4.91519	bin.005	44.0							Bacteria?					
1388	NODE_1389_length_8839_cov_2.749545	8839	4.31753	4.31753	3.33323	bin.005	47.0							Bacteria?					
1395	NODE_1396_length_8804_cov_3.443708	8804	5.61625	5.61625	7.9567	bin.005	45.0							Bacteria?					
1413	NODE_1414_length_8665_cov_3.248316	8665	5.04604	5.04604	5.19025	bin.005	41.0							Bacteria?					
1414	NODE_1415_length_8664_cov_4.246022	8664	6.47122	6.47122	6.9926	bin.005	40.0							Bacteria?					
1420	NODE_1421_length_8633_cov_3.165656	8633	5.04315	5.04315	4.00262	bin.005	47.0							Bacteria?					
1434	NODE_1435_length_8556_cov_3.041877	8556	4.78611	4.78611	4.04454	bin.005	46.0							Bacteria?					
1454	NODE_1455_length_8495_cov_3.164573	8495	4.96848	4.96848	6.01999	bin.005	47.0							Bacteria?					
1462	NODE_1463_length_8459_cov_3.443836	8459	5.57119	5.57119	7.85204	bin.005	51.0							Bacteria?					
1467	NODE_1468_length_8441_cov_3.386477	8441	5.3423	5.3423	5.91132	bin.005	38.0							Bacteria?					
1470	NODE_1471_length_8430_cov_3.543522	8430	5.58986	5.58986	5.82985	bin.005	42.0							Bacteria?					
1491	NODE_1492_length_8350_cov_3.154792	8350	5.05707	5.05707	4.55216	bin.005	47.0							Bacteria?					
1522	NODE_1523_length_8211_cov_3.487126	8211	5.58033	5.58033	7.52602	bin.005	46.0							Bacteria?					
1550	NODE_1551_length_8097_cov_3.518901	8097	5.59054	5.59054	7.20666	bin.005	51.0							Bacteria?					
1552	NODE_1553_length_8088_cov_3.412797	8088	5.33283	5.33283	5.9374	bin.005	45.0							Bacteria?					
