	seqname	contigLen	totalAvgDepth	a20d9c2a-d9de-4901-a3a6-c2a954fcfdf4.inter.fastq.sam.sorted.bam	a20d9c2a-d9de-4901-a3a6-c2a954fcfdf4.inter.fastq.sam.sorted.bam-var	bin	%GC	bin_y	dsDNAphage	ssDNA	lavidaviridae	NCLDV	max_score	max_score_group	length	hallmark	viral	cellular	full-partial
11282	NODE_11282_length_10677_cov_3.810111	10677.0	6.33362	6.33362	8.07854	bin.003	63.0							Bacteria?					
11305	NODE_11305_length_10660_cov_3.987176	10660.0	6.37241	6.37241	7.63217	bin.003	65.0							Bacteria?					
11346	NODE_11346_length_10630_cov_3.968700	10630.0	6.39781	6.39781	7.19113	bin.003	65.0							Bacteria?					
11367	NODE_11367_length_10618_cov_4.182335	10618.0	6.76968	6.76968	5.87608	bin.003	64.0							Bacteria?					
11435	NODE_11435_length_10568_cov_3.694188	10568.0	5.94615	5.94615	8.5173	bin.003	62.0							Bacteria?					
11450	NODE_11450_length_10555_cov_3.409524	10555.0	5.45046	5.45046	6.04635	bin.003	63.0							Bacteria?					
11504	NODE_11504_length_10524_cov_3.678861	10524.0	6.3851	6.3851	7.07426	bin.003	65.0							Bacteria?					
11506	NODE_11506_length_10523_cov_3.647019	10523.0	5.77769	5.77769	7.15315	bin.003	62.0							Bacteria?					
11544	NODE_11544_length_10497_cov_3.353955	10497.0	5.34986	5.34986	6.11424	bin.003	61.0							Bacteria?					
11594	NODE_11594_length_10466_cov_3.411872	10466.0	5.6868	5.6868	5.7429	bin.003	66.0							Bacteria?					
11612	NODE_11612_length_10458_cov_3.408632	10458.0	5.83634	5.83634	5.26495	bin.003	64.0							Bacteria?					
11638	NODE_11638_length_10438_cov_4.174709	10438.0	6.67982	6.67982	14.629	bin.003	61.0							Bacteria?					
11644	NODE_11644_length_10433_cov_3.562440	10433.0	6.46193	6.46193	8.01901	bin.003	65.0							Bacteria?					
11752	NODE_11752_length_10362_cov_4.119627	10362.0	6.59322	6.59322	8.84192	bin.003	64.0							Bacteria?					
11792	NODE_11792_length_10339_cov_3.734442	10339.0	5.95809	5.95809	5.37862	bin.003	64.0							Bacteria?					
11803	NODE_11803_length_10333_cov_4.341312	10333.0	6.92821	6.92821	8.81553	bin.003	65.0							Bacteria?					
11837	NODE_11837_length_10310_cov_4.173866	10310.0	6.62667	6.62667	8.75612	bin.003	61.0							Bacteria?					
11962	NODE_11962_length_10236_cov_3.267557	10236.0	5.84325	5.84325	7.44032	bin.003	64.0							Bacteria?					
12016	NODE_12016_length_10204_cov_3.862252	10204.0	6.13607	6.13607	6.98201	bin.003	63.0							Bacteria?					
12022	NODE_12022_length_10199_cov_3.810233	10199.0	6.09006	6.09006	6.28767	bin.003	65.0							Bacteria?					
12033	NODE_12033_length_10193_cov_4.271848	10193.0	6.86847	6.86847	7.73187	bin.003	63.0							Bacteria?					
12036	NODE_12036_length_10192_cov_3.764723	10192.0	6.05557	6.05557	6.67067	bin.003	61.0							Bacteria?					
12071	NODE_12071_length_10173_cov_4.088357	10173.0	6.59523	6.59523	7.78799	bin.003	62.0							Bacteria?					
12087	NODE_12087_length_10164_cov_4.524087	10164.0	6.32864	6.32864	10.2496	bin.003	65.0							Bacteria?					
12128	NODE_12128_length_10138_cov_4.173460	10138.0	6.51262	6.51262	9.00484	bin.003	62.0							Bacteria?					
12211	NODE_12211_length_10087_cov_3.380383	10087.0	5.81785	5.81785	5.9568	bin.003	63.0							Bacteria?					
12227	NODE_12227_length_10077_cov_4.323488	10077.0	6.93926	6.93926	8.34315	bin.003	64.0							Bacteria?					
12339	NODE_12339_length_10013_cov_3.003515	10013.0	5.62973	5.62973	5.13999	bin.003	65.0							Bacteria?					
12450	NODE_12450_length_9948_cov_3.705145	9948.0	5.93499	5.93499	6.46432	bin.003	63.0							Bacteria?					
12499	NODE_12499_length_9924_cov_3.726619	9924.0	6.5574	6.5574	7.62527	bin.003	64.0							Bacteria?					
12519	NODE_12519_length_9913_cov_3.652262	9913.0	5.7554	5.7554	4.93814	bin.003	64.0							Bacteria?					
12585	NODE_12585_length_9879_cov_3.951954	9879.0	5.78436	5.78436	4.82378	bin.003	67.0							Bacteria?					
12640	NODE_12640_length_9853_cov_4.300674	9853.0	6.84675	6.84675	7.01022	bin.003	64.0							Bacteria?					
12659	NODE_12659_length_9843_cov_4.116469	9843.0	6.57959	6.57959	6.63796	bin.003	61.0							Bacteria?					
12716	NODE_12716_length_9823_cov_4.146806	9823.0	6.6666	6.6666	7.81855	bin.003	59.0							Bacteria?					
12740	NODE_12740_length_9807_cov_3.702933	9807.0	5.88029	5.88029	11.4457	bin.003	62.0							Bacteria?					
12751	NODE_12751_length_9801_cov_3.772932	9801.0	6.04652	6.04652	6.23935	bin.003	65.0							Bacteria?					
12774	NODE_12774_length_9793_cov_3.785171	9793.0	6.04024	6.04024	7.66161	bin.003	64.0							Bacteria?					
12782	NODE_12782_length_9786_cov_3.278389	9786.0	5.32493	5.32493	5.52881	bin.003	62.0							Bacteria?					
12838	NODE_12838_length_9756_cov_3.992681	9756.0	6.22892	6.22892	7.89155	bin.003	64.0							Bacteria?					
12849	NODE_12849_length_9751_cov_3.793833	9751.0	6.40704	6.40704	6.8359	bin.003	64.0							Bacteria?					
12879	NODE_12879_length_9736_cov_3.852288	9736.0	6.47611	6.47611	7.3482	bin.003	65.0							Bacteria?					
12931	NODE_12931_length_9710_cov_3.889384	9710.0	6.26423	6.26423	9.8698	bin.003	63.0							Bacteria?					
12945	NODE_12945_length_9702_cov_3.343319	9702.0	5.36422	5.36422	6.12638	bin.003	61.0							Bacteria?					
12951	NODE_12951_length_9700_cov_4.093624	9700.0	6.63633	6.63633	7.37955	bin.003	62.0	bin.003	0.113	0.0	0.073	0.587	0.587	NCLDV	9699.0	0.0	20.0	0.0	|full
12994	NODE_12994_length_9676_cov_4.398919	9676.0	6.94667	6.94667	6.66334	bin.003	63.0							Bacteria?					
13056	NODE_13056_length_9648_cov_4.408319	9648.0	6.91093	6.91093	8.85819	bin.003	62.0							Bacteria?					
13083	NODE_13083_length_9631_cov_3.730263	9631.0	5.91646	5.91646	5.78539	bin.003	65.0							Bacteria?					
13118	NODE_13118_length_9616_cov_3.831712	9616.0	6.65455	6.65455	9.03788	bin.003	63.0							Bacteria?					
13221	NODE_13221_length_9569_cov_3.576939	9569.0	5.72609	5.72609	4.41662	bin.003	63.0							Bacteria?					
13245	NODE_13245_length_9556_cov_4.010736	9556.0	6.80342	6.80342	7.73485	bin.003	64.0							Bacteria?					
13258	NODE_13258_length_9551_cov_3.616049	9551.0	5.72822	5.72822	4.81002	bin.003	62.0							Bacteria?					
13268	NODE_13268_length_9545_cov_3.567756	9545.0	5.83214	5.83214	7.39117	bin.003	64.0							Bacteria?					
13312	NODE_13312_length_9525_cov_3.752482	9525.0	6.00096	6.00096	5.07271	bin.003	63.0							Bacteria?					
13314	NODE_13314_length_9525_cov_3.167265	9525.0	5.02901	5.02901	5.16524	bin.003	62.0							Bacteria?					
13330	NODE_13330_length_9516_cov_3.752986	9516.0	6.09641	6.09641	9.33724	bin.003	64.0							Bacteria?					
13355	NODE_13355_length_9506_cov_3.682150	9506.0	5.87879	5.87879	6.8626	bin.003	63.0							Bacteria?					
13363	NODE_13363_length_9502_cov_4.102890	9502.0	6.64842	6.64842	5.98202	bin.003	67.0							Bacteria?					
13421	NODE_13421_length_9476_cov_3.587730	9476.0	5.67692	5.67692	6.84469	bin.003	61.0							Bacteria?					
13446	NODE_13446_length_9466_cov_3.322282	9466.0	5.32857	5.32857	4.59333	bin.003	63.0							Bacteria?					
13481	NODE_13481_length_9449_cov_4.239940	9449.0	6.67609	6.67609	10.0132	bin.003	66.0							Bacteria?					
13550	NODE_13550_length_9410_cov_4.419241	9410.0	7.18952	7.18952	8.36608	bin.003	66.0							Bacteria?					
13570	NODE_13570_length_9396_cov_4.054277	9396.0	6.53028	6.53028	6.83045	bin.003	64.0							Bacteria?					
13596	NODE_13596_length_9384_cov_3.769536	9384.0	5.99794	5.99794	5.1891	bin.003	61.0							Bacteria?					
13641	NODE_13641_length_9366_cov_3.456020	9366.0	5.88119	5.88119	6.12661	bin.003	65.0							Bacteria?					
13683	NODE_13683_length_9350_cov_3.284562	9350.0	5.1725	5.1725	4.40159	bin.003	61.0							Bacteria?					
13692	NODE_13692_length_9345_cov_3.825511	9345.0	6.1404	6.1404	6.46599	bin.003	64.0							Bacteria?					
13758	NODE_13758_length_9316_cov_3.997948	9316.0	6.42789	6.42789	8.67838	bin.003	64.0							Bacteria?					
13805	NODE_13805_length_9292_cov_4.050774	9292.0	6.79425	6.79425	10.3827	bin.003	63.0							Bacteria?					
13811	NODE_13811_length_9289_cov_3.623890	9289.0	5.75468	5.75468	6.63408	bin.003	63.0							Bacteria?					
13831	NODE_13831_length_9279_cov_3.662402	9279.0	5.84149	5.84149	7.83205	bin.003	66.0							Bacteria?					
13847	NODE_13847_length_9271_cov_3.143663	9271.0	5.66352	5.66352	6.68252	bin.003	65.0							Bacteria?					
13874	NODE_13874_length_9259_cov_4.372338	9259.0	7.55527	7.55527	9.87779	bin.003	63.0							Bacteria?					
13889	NODE_13889_length_9252_cov_3.994672	9252.0	6.48429	6.48429	7.78156	bin.003	67.0							Bacteria?					
13901	NODE_13901_length_9247_cov_3.527959	9247.0	5.6722	5.6722	4.80604	bin.003	65.0							Bacteria?					
13924	NODE_13924_length_9239_cov_4.067509	9239.0	6.59192	6.59192	6.15668	bin.003	67.0							Bacteria?					
13968	NODE_13968_length_9218_cov_4.103132	9218.0	6.58613	6.58613	6.2661	bin.003	61.0							Bacteria?					
14010	NODE_14010_length_9201_cov_3.954188	9201.0	6.98497	6.98497	8.74887	bin.003	63.0							Bacteria?					
14013	NODE_14013_length_9200_cov_3.406124	9200.0	6.07668	6.07668	6.32046	bin.003	65.0							Bacteria?					
14014	NODE_14014_length_9200_cov_3.031602	9200.0	5.18862	5.18862	4.8087	bin.003	65.0							Bacteria?					
14019	NODE_14019_length_9193_cov_3.372510	9193.0	6.21973	6.21973	5.07293	bin.003	65.0							Bacteria?					
14144	NODE_14144_length_9137_cov_3.592821	9137.0	6.36998	6.36998	7.3859	bin.003	67.0							Bacteria?					
14188	NODE_14188_length_9114_cov_4.119329	9114.0	6.62729	6.62729	6.81136	bin.003	65.0							Bacteria?					
14198	NODE_14198_length_9110_cov_2.859304	9110.0	4.60949	4.60949	4.77884	bin.003	60.0							Bacteria?					
14237	NODE_14237_length_9093_cov_3.058420	9093.0	5.18517	5.18517	7.33263	bin.003	65.0							Bacteria?					
14238	NODE_14238_length_9091_cov_3.327247	9091.0	5.81624	5.81624	6.84781	bin.003	64.0							Bacteria?					
14246	NODE_14246_length_9087_cov_4.075620	9087.0	6.68412	6.68412	7.57356	bin.003	61.0							Bacteria?					
14256	NODE_14256_length_9080_cov_3.822161	9080.0	6.11758	6.11758	5.83923	bin.003	66.0							Bacteria?					
14270	NODE_14270_length_9076_cov_3.018956	9076.0	4.87777	4.87777	4.45526	bin.003	62.0							Bacteria?					
14301	NODE_14301_length_9061_cov_2.792250	9061.0	4.49489	4.49489	3.66437	bin.003	61.0							Bacteria?					
14325	NODE_14325_length_9052_cov_3.588196	9052.0	6.25275	6.25275	8.47171	bin.003	63.0							Bacteria?					
14332	NODE_14332_length_9051_cov_3.837706	9051.0	6.17324	6.17324	7.78907	bin.003	63.0							Bacteria?					
14340	NODE_14340_length_9045_cov_3.964405	9045.0	6.34761	6.34761	7.89182	bin.003	64.0							Bacteria?					
14379	NODE_14379_length_9026_cov_6.094415	9026.0	9.54743	9.54743	12.0069	bin.003	63.0							Bacteria?					
14395	NODE_14395_length_9019_cov_3.338577	9019.0	5.79592	5.79592	6.82127	bin.003	64.0							Bacteria?					
14401	NODE_14401_length_9017_cov_4.397344	9017.0	6.47795	6.47795	6.16763	bin.003	64.0							Bacteria?					
14425	NODE_14425_length_9007_cov_3.744638	9007.0	6.51304	6.51304	7.97263	bin.003	64.0							Bacteria?					
14432	NODE_14432_length_9004_cov_3.709800	9004.0	5.48385	5.48385	6.36134	bin.003	61.0							Bacteria?					
14436	NODE_14436_length_9003_cov_3.758382	9003.0	6.44652	6.44652	6.96162	bin.003	66.0							Bacteria?					
14480	NODE_14480_length_8983_cov_3.933916	8983.0	6.31756	6.31756	6.75069	bin.003	64.0							Bacteria?					
14559	NODE_14559_length_8952_cov_3.689671	8952.0	5.87991	5.87991	7.16528	bin.003	61.0							Bacteria?					
14577	NODE_14577_length_8944_cov_2.976825	8944.0	4.95019	4.95019	7.65253	bin.003	65.0							Bacteria?					
14583	NODE_14583_length_8939_cov_4.080819	8939.0	5.58824	5.58824	6.78877	bin.003	66.0							Bacteria?					
14624	NODE_14624_length_8918_cov_3.833465	8918.0	6.23563	6.23563	7.41062	bin.003	64.0							Bacteria?					
14644	NODE_14644_length_8909_cov_3.733454	8909.0	5.84953	5.84953	6.00353	bin.003	64.0							Bacteria?					
14665	NODE_14665_length_8899_cov_4.588308	8899.0	6.62499	6.62499	11.0767	bin.003	62.0							Bacteria?					
14678	NODE_14678_length_8893_cov_3.565739	8893.0	5.59968	5.59968	6.21368	bin.003	64.0							Bacteria?					
14685	NODE_14685_length_8890_cov_4.178495	8890.0	6.53272	6.53272	9.57396	bin.003	67.0							Bacteria?					
14691	NODE_14691_length_8889_cov_3.721644	8889.0	6.20677	6.20677	5.84749	bin.003	63.0							Bacteria?					
14702	NODE_14702_length_8885_cov_3.749604	8885.0	5.91723	5.91723	7.75552	bin.003	63.0							Bacteria?					
14719	NODE_14719_length_8877_cov_3.669123	8877.0	6.03415	6.03415	8.03025	bin.003	61.0							Bacteria?					
14789	NODE_14789_length_8845_cov_3.314221	8845.0	5.87338	5.87338	6.72568	bin.003	66.0							Bacteria?					
14861	NODE_14861_length_8818_cov_3.907908	8818.0	5.93124	5.93124	5.01844	bin.003	63.0							Bacteria?					
14862	NODE_14862_length_8818_cov_3.708319	8818.0	5.64248	5.64248	5.01778	bin.003	64.0							Bacteria?					
14878	NODE_14878_length_8813_cov_3.807604	8813.0	6.70564	6.70564	5.90631	bin.003	64.0							Bacteria?					
14943	NODE_14943_length_8784_cov_3.504411	8784.0	6.03278	6.03278	7.19805	bin.003	64.0							Bacteria?					
15037	NODE_15037_length_8751_cov_3.173183	8751.0	5.10638	5.10638	4.79299	bin.003	62.0							Bacteria?					
15039	NODE_15039_length_8750_cov_3.559747	8750.0	5.7093	5.7093	3.9044	bin.003	65.0							Bacteria?					
15052	NODE_15052_length_8746_cov_4.124151	8746.0	6.5399	6.5399	6.67917	bin.003	63.0							Bacteria?					
15066	NODE_15066_length_8741_cov_3.386945	8741.0	5.51112	5.51112	6.11089	bin.003	64.0							Bacteria?					
15142	NODE_15142_length_8713_cov_4.059829	8713.0	6.44097	6.44097	6.72153	bin.003	63.0							Bacteria?					
15144	NODE_15144_length_8712_cov_3.547765	8712.0	5.67613	5.67613	5.59681	bin.003	63.0							Bacteria?					
15181	NODE_15181_length_8694_cov_3.575182	8694.0	6.13027	6.13027	5.61047	bin.003	64.0							Bacteria?					
15200	NODE_15200_length_8687_cov_3.734476	8687.0	6.39428	6.39428	6.10657	bin.003	63.0							Bacteria?					
15234	NODE_15234_length_8671_cov_4.264276	8671.0	6.787	6.787	6.07784	bin.003	64.0							Bacteria?					
15276	NODE_15276_length_8653_cov_3.170854	8653.0	5.4429	5.4429	6.55086	bin.003	63.0							Bacteria?					
15287	NODE_15287_length_8646_cov_4.003026	8646.0	6.24506	6.24506	7.77571	bin.003	61.0							Bacteria?					
15394	NODE_15394_length_8608_cov_3.193733	8608.0	5.03854	5.03854	6.03655	bin.003	61.0							Bacteria?					
15416	NODE_15416_length_8601_cov_2.954482	8601.0	4.57555	4.57555	6.1104	bin.003	64.0							Bacteria?					
15462	NODE_15462_length_8587_cov_3.574426	8587.0	5.82695	5.82695	4.7325	bin.003	63.0							Bacteria?					
15538	NODE_15538_length_8555_cov_3.860824	8555.0	6.14468	6.14468	6.48974	bin.003	65.0							Bacteria?					
15566	NODE_15566_length_8544_cov_3.498645	8544.0	6.08589	6.08589	7.63366	bin.003	64.0							Bacteria?					
15572	NODE_15572_length_8542_cov_3.490397	8542.0	5.86952	5.86952	5.49898	bin.003	65.0							Bacteria?					
15616	NODE_15616_length_8526_cov_2.771928	8526.0	4.92825	4.92825	6.25121	bin.003	64.0							Bacteria?					
15760	NODE_15760_length_8467_cov_3.782454	8467.0	6.10917	6.10917	5.76079	bin.003	64.0							Bacteria?					
15871	NODE_15871_length_8430_cov_3.635940	8430.0	5.85507	5.85507	5.7743	bin.003	61.0							Bacteria?					
15895	NODE_15895_length_8420_cov_3.823431	8420.0	6.13881	6.13881	5.39137	bin.003	65.0							Bacteria?					
15899	NODE_15899_length_8420_cov_3.134250	8420.0	5.27763	5.27763	4.21437	bin.003	62.0							Bacteria?					
15943	NODE_15943_length_8406_cov_4.262484	8406.0	6.32982	6.32982	6.28526	bin.003	62.0							Bacteria?					
15955	NODE_15955_length_8400_cov_4.495986	8400.0	7.27818	7.27818	10.0292	bin.003	62.0							Bacteria?					
15962	NODE_15962_length_8398_cov_3.692796	8398.0	6.29862	6.29862	10.1439	bin.003	68.0							Bacteria?					
15969	NODE_15969_length_8395_cov_3.798681	8395.0	5.68138	5.68138	5.06627	bin.003	62.0							Bacteria?					
16000	NODE_16000_length_8384_cov_4.228719	8384.0	6.77641	6.77641	5.95767	bin.003	65.0							Bacteria?					
16015	NODE_16015_length_8378_cov_3.663463	8378.0	5.85379	5.85379	5.30405	bin.003	65.0							Bacteria?					
16041	NODE_16041_length_8371_cov_4.179774	8371.0	6.6976	6.6976	8.82591	bin.003	63.0							Bacteria?					
16066	NODE_16066_length_8363_cov_3.267694	8363.0	5.68611	5.68611	6.8387	bin.003	65.0							Bacteria?					
16104	NODE_16104_length_8349_cov_3.691223	8349.0	5.92243	5.92243	8.70148	bin.003	65.0							Bacteria?					
16120	NODE_16120_length_8344_cov_3.440584	8344.0	6.08836	6.08836	6.84357	bin.003	64.0							Bacteria?					
16141	NODE_16141_length_8337_cov_3.495774	8337.0	5.57066	5.57066	6.50584	bin.003	61.0							Bacteria?					
16154	NODE_16154_length_8334_cov_3.248943	8334.0	5.22642	5.22642	5.16151	bin.003	62.0							Bacteria?					
16191	NODE_16191_length_8321_cov_4.600532	8321.0	7.40778	7.40778	7.07928	bin.003	65.0							Bacteria?					
16194	NODE_16194_length_8320_cov_3.805203	8320.0	6.11457	6.11457	7.57818	bin.003	65.0							Bacteria?					
16259	NODE_16259_length_8299_cov_3.463974	8299.0	5.59946	5.59946	7.09288	bin.003	63.0							Bacteria?					
16282	NODE_16282_length_8289_cov_3.571290	8289.0	5.78585	5.78585	7.00694	bin.003	63.0							Bacteria?					
16317	NODE_16317_length_8278_cov_3.666180	8278.0	5.79823	5.79823	7.38364	bin.003	62.0							Bacteria?					
16377	NODE_16377_length_8254_cov_3.374558	8254.0	6.10106	6.10106	7.53384	bin.003	64.0							Bacteria?					
16382	NODE_16382_length_8252_cov_3.148713	8252.0	5.4626	5.4626	5.9016	bin.003	64.0							Bacteria?					
16403	NODE_16403_length_8242_cov_3.717601	8242.0	5.91695	5.91695	7.76458	bin.003	63.0							Bacteria?					
16411	NODE_16411_length_8238_cov_3.712330	8238.0	5.966	5.966	6.86295	bin.003	64.0							Bacteria?					
16414	NODE_16414_length_8237_cov_3.416891	8237.0	5.90701	5.90701	7.26563	bin.003	63.0							Bacteria?					
16416	NODE_16416_length_8237_cov_3.384747	8237.0	5.70075	5.70075	7.84891	bin.003	64.0							Bacteria?					
16472	NODE_16472_length_8220_cov_4.538273	8220.0	7.30855	7.30855	9.69965	bin.003	62.0							Bacteria?					
16480	NODE_16480_length_8217_cov_4.135629	8217.0	6.67522	6.67522	6.76482	bin.003	65.0							Bacteria?					
16485	NODE_16485_length_8216_cov_3.381816	8216.0	5.2482	5.2482	6.35295	bin.003	63.0							Bacteria?					
16508	NODE_16508_length_8210_cov_3.209442	8210.0	5.05335	5.05335	3.8445	bin.003	63.0							Bacteria?					
16562	NODE_16562_length_8193_cov_3.731507	8193.0	6.11737	6.11737	7.21194	bin.003	64.0							Bacteria?					
16663	NODE_16663_length_8156_cov_3.555117	8156.0	6.01137	6.01137	12.3068	bin.003	65.0							Bacteria?					
16682	NODE_16682_length_8148_cov_3.775361	8148.0	6.14604	6.14604	10.6022	bin.003	68.0							Bacteria?					
16698	NODE_16698_length_8144_cov_3.911237	8144.0	6.32449	6.32449	9.05407	bin.003	65.0							Bacteria?					
16704	NODE_16704_length_8143_cov_4.034743	8143.0	6.35193	6.35193	7.58891	bin.003	66.0							Bacteria?					
16714	NODE_16714_length_8142_cov_3.370718	8142.0	5.18243	5.18243	5.26956	bin.003	61.0							Bacteria?					
16722	NODE_16722_length_8140_cov_3.577365	8140.0	6.05582	6.05582	7.04934	bin.003	66.0							Bacteria?					
16727	NODE_16727_length_8139_cov_4.014226	8139.0	6.48429	6.48429	8.97549	bin.003	65.0							Bacteria?					
16793	NODE_16793_length_8118_cov_4.269751	8118.0	6.87726	6.87726	11.7871	bin.003	65.0							Bacteria?					
16800	NODE_16800_length_8116_cov_3.334078	8116.0	5.55134	5.55134	6.05675	bin.003	64.0							Bacteria?					
16825	NODE_16825_length_8107_cov_3.677968	8107.0	5.97801	5.97801	4.4936	bin.003	63.0							Bacteria?					
16867	NODE_16867_length_8090_cov_3.969508	8090.0	6.81461	6.81461	6.29306	bin.003	64.0							Bacteria?					
16881	NODE_16881_length_8085_cov_3.888543	8085.0	6.25558	6.25558	6.77545	bin.003	64.0							Bacteria?					
16910	NODE_16910_length_8075_cov_3.311970	8075.0	5.72215	5.72215	8.21584	bin.003	62.0							Bacteria?					
16929	NODE_16929_length_8069_cov_3.983404	8069.0	6.42013	6.42013	7.04437	bin.003	63.0							Bacteria?					
16964	NODE_16964_length_8057_cov_3.907398	8057.0	6.29455	6.29455	6.98674	bin.003	64.0							Bacteria?					
16991	NODE_16991_length_8049_cov_4.393795	8049.0	6.40562	6.40562	7.66388	bin.003	62.0							Bacteria?					
17049	NODE_17049_length_8027_cov_2.937030	8027.0	4.77161	4.77161	3.18795	bin.003	63.0	bin.003	0.933	0.0	0.08	0.1	0.933	dsDNAphage	8026.0	2.0	30.0	10.0	|full
17056	NODE_17056_length_8025_cov_3.406524	8025.0	5.21981	5.21981	5.34015	bin.003	63.0							Bacteria?					
17114	NODE_17114_length_8010_cov_3.740666	8010.0	5.38053	5.38053	7.10178	bin.003	64.0							Bacteria?					
17137	NODE_17137_length_8002_cov_3.990059	8002.0	6.36284	6.36284	7.20909	bin.003	63.0							Bacteria?					
17138	NODE_17138_length_8002_cov_3.292186	8002.0	5.68569	5.68569	5.96065	bin.003	66.0							Bacteria?					
17175	NODE_17175_length_7988_cov_3.998865	7988.0	6.44858	6.44858	7.84729	bin.003	64.0							Bacteria?					
17205	NODE_17205_length_7979_cov_3.707471	7979.0	6.79716	6.79716	9.61973	bin.003	64.0							Bacteria?					
17245	NODE_17245_length_7967_cov_4.168225	7967.0	6.67852	6.67852	7.5456	bin.003	61.0							Bacteria?					
17363	NODE_17363_length_7929_cov_3.131191	7929.0	5.0135	5.0135	4.36767	bin.003	63.0							Bacteria?					
17390	NODE_17390_length_7921_cov_4.510170	7921.0	7.72346	7.72346	10.2204	bin.003	64.0							Bacteria?					
17438	NODE_17438_length_7906_cov_3.553178	7906.0	5.76418	5.76418	4.77003	bin.003	63.0							Bacteria?					
17468	NODE_17468_length_7898_cov_3.435930	7898.0	5.58312	5.58312	8.4398	bin.003	63.0							Bacteria?					
17545	NODE_17545_length_7879_cov_3.379218	7879.0	5.96481	5.96481	6.88777	bin.003	64.0	bin.003	0.1	0.013	0.093	0.593	0.593	NCLDV	7878.0	0.0	28.6	0.0	|full
