	seqname	contigLen	totalAvgDepth	111f2644-870d-4a95-ab44-101be3f522ca.inter.fastq.sam.sorted.bam	111f2644-870d-4a95-ab44-101be3f522ca.inter.fastq.sam.sorted.bam-var	bin	%GC	bin_y	dsDNAphage	ssDNA	lavidaviridae	NCLDV	max_score	max_score_group	length	hallmark	viral	cellular	full-partial
14268	NODE_14269_length_6481_cov_4.175692	6481	6.57526	6.57526	5.75277	bin.001	56.0	bin.001	0.787	0.127	0.68	0.173	0.787	dsDNAphage	6480.0	0.0	62.5	12.5	|full
14380	NODE_14381_length_6449_cov_4.778699	6449	7.63439	7.63439	8.12899	bin.001	54.0							Bacteria?					
14430	NODE_14431_length_6436_cov_4.645040	6436	7.26535	7.26535	7.85663	bin.001	54.0							Bacteria?					
14575	NODE_14576_length_6399_cov_4.194515	6399	6.71964	6.71964	4.6581	bin.001	56.0							Bacteria?					
14713	NODE_14714_length_6362_cov_4.296337	6362	6.71941	6.71941	8.30127	bin.001	56.0							Bacteria?					
14751	NODE_14752_length_6353_cov_4.669578	6353	7.46316	7.46316	7.07164	bin.001	58.0							Bacteria?					
14770	NODE_14771_length_6349_cov_4.301239	6349	6.67156	6.67156	6.27608	bin.001	57.0							Bacteria?					
14858	NODE_14859_length_6332_cov_4.182571	6332	6.46312	6.46312	9.03197	bin.001	55.0							Bacteria?					
14862	NODE_14863_length_6331_cov_5.098789	6331	7.85051	7.85051	11.4156	bin.001	57.0							Bacteria?					
14866	NODE_14867_length_6330_cov_4.796813	6330	7.11311	7.11311	8.76814	bin.001	54.0	bin.001	0.367	0.02	0.567	0.507	0.567	lavidaviridae	6326.0	0.0	33.3	0.0	|full
15153	NODE_15154_length_6256_cov_4.585067	6256	7.22175	7.22175	9.0622	bin.001	56.0							Bacteria?					
15179	NODE_15180_length_6251_cov_5.387508	6251	8.3983	8.3983	8.47692	bin.001	53.0							Bacteria?					
15248	NODE_15249_length_6235_cov_4.705663	6235	7.27527	7.27527	6.48197	bin.001	56.0							Bacteria?					
15433	NODE_15434_length_6193_cov_4.729065	6193	7.46831	7.46831	7.9014	bin.001	53.0							Bacteria?					
15468	NODE_15469_length_6186_cov_5.082368	6186	7.9054	7.9054	9.96234	bin.001	56.0							Bacteria?					
15469	NODE_15470_length_6186_cov_4.251509	6186	6.45212	6.45212	9.97708	bin.001	55.0							Bacteria?					
15523	NODE_15524_length_6170_cov_5.161733	6170	7.94219	7.94219	7.68495	bin.001	54.0							Bacteria?					
15751	NODE_15752_length_6116_cov_5.557994	6116	8.32668	8.32668	11.8288	bin.001	57.0							Bacteria?					
15890	NODE_15891_length_6089_cov_4.590984	6089	7.29382	7.29382	6.63121	bin.001	55.0							Bacteria?					
15899	NODE_15900_length_6085_cov_6.428856	6085	8.77607	8.77607	16.9061	bin.001	58.0							Bacteria?					
16012	NODE_16013_length_6060_cov_4.855454	6060	7.52606	7.52606	8.32737	bin.001	54.0							Bacteria?					
16180	NODE_16181_length_6026_cov_4.949087	6026	7.42852	7.42852	7.61408	bin.001	55.0							Bacteria?					
16265	NODE_16266_length_6007_cov_3.993616	6007	6.41608	6.41608	4.90175	bin.001	60.0							Bacteria?					
16290	NODE_16291_length_6001_cov_4.356374	6001	6.81866	6.81866	7.5936	bin.001	58.0							Bacteria?					
16362	NODE_16363_length_5987_cov_4.031861	5987	6.00891	6.00891	7.04717	bin.001	56.0							Bacteria?					
16425	NODE_16426_length_5972_cov_4.677370	5972	7.41103	7.41103	5.73494	bin.001	58.0							Bacteria?					
16433	NODE_16434_length_5970_cov_4.281995	5970	6.56735	6.56735	6.32263	bin.001	57.0							Bacteria?					
16470	NODE_16471_length_5961_cov_6.065357	5961	8.7028	8.7028	15.7674	bin.001	54.0							Bacteria?					
16473	NODE_16474_length_5961_cov_4.709279	5961	7.21872	7.21872	6.92743	bin.001	53.0	bin.001	0.54	0.133	0.993	0.7	0.993	lavidaviridae	5601.0	0.0	25.0	0.0	|full
16574	NODE_16575_length_5937_cov_4.663550	5937	7.01849	7.01849	8.63868	bin.001	56.0							Bacteria?					
16628	NODE_16629_length_5925_cov_6.598296	5925	9.43532	9.43532	19.7968	bin.001	53.0							Bacteria?					
16664	NODE_16665_length_5916_cov_5.519707	5916	8.62261	8.62261	7.88756	bin.001	55.0							Bacteria?					
16790	NODE_16791_length_5886_cov_7.193106	5886	10.3821	10.3821	14.969	bin.001	54.0							Bacteria?					
16791	NODE_16792_length_5886_cov_4.694392	5886	7.30509	7.30509	7.67352	bin.001	58.0	bin.001	0.773	0.28	0.88	0.107	0.88	lavidaviridae	5353.0	1.0	50.0	0.0	|full
16835	NODE_16836_length_5877_cov_4.411886	5877	6.92212	6.92212	7.56013	bin.001	55.0							Bacteria?					
16863	NODE_16864_length_5871_cov_5.087861	5871	7.41793	7.41793	6.72564	bin.001	57.0							Bacteria?					
17144	NODE_17145_length_5817_cov_5.793648	5817	7.71802	7.71802	9.20408	bin.001	54.0							Bacteria?					
17265	NODE_17266_length_5794_cov_4.002265	5794	6.32052	6.32052	5.57135	bin.001	58.0	bin.001	0.6	0.013	0.833	0.333	0.833	lavidaviridae	5793.0	0.0	20.0	0.0	|full
17306	NODE_17307_length_5787_cov_4.405967	5787	6.61309	6.61309	6.15261	bin.001	57.0							Bacteria?					
17576	NODE_17577_length_5729_cov_4.431618	5729	6.78975	6.78975	7.77817	bin.001	55.0							Bacteria?					
17780	NODE_17781_length_5691_cov_7.371363	5691	8.26277	8.26277	19.1214	bin.001	58.0							Bacteria?					
17815	NODE_17816_length_5685_cov_5.545648	5685	8.52213	8.52213	8.67851	bin.001	51.0							Bacteria?					
17832	NODE_17833_length_5681_cov_6.204053	5681	9.75737	9.75737	16.7619	bin.001	53.0							Bacteria?					
18111	NODE_18112_length_5627_cov_5.796662	5627	8.76575	8.76575	6.15192	bin.001	53.0							Bacteria?					
18137	NODE_18138_length_5622_cov_7.782109	5622	9.42416	9.42416	11.0029	bin.001	53.0							Bacteria?					
18707	NODE_18708_length_5519_cov_4.695095	5519	6.87689	6.87689	7.96292	bin.001	56.0							Bacteria?					
18757	NODE_18758_length_5511_cov_5.846224	5511	8.52341	8.52341	8.85103	bin.001	58.0							Bacteria?					
18802	NODE_18803_length_5504_cov_3.774087	5504	5.75906	5.75906	7.6819	bin.001	50.0							Bacteria?					
18824	NODE_18825_length_5500_cov_5.295133	5500	8.07383	8.07383	7.31347	bin.001	53.0							Bacteria?					
18825	NODE_18826_length_5500_cov_5.259320	5500	8.16393	8.16393	6.92126	bin.001	55.0							Bacteria?					
18913	NODE_18914_length_5483_cov_4.460759	5483	7.13651	7.13651	6.51625	bin.001	55.0							Bacteria?					
18955	NODE_18956_length_5475_cov_6.852214	5475	8.88169	8.88169	16.655	bin.001	55.0							Bacteria?					
18957	NODE_18958_length_5475_cov_4.420849	5475	6.92376	6.92376	11.5062	bin.001	58.0							Bacteria?					
18987	NODE_18988_length_5469_cov_3.904876	5469	6.17127	6.17127	9.6821	bin.001	54.0	bin.001	0.287	0.067	0.573	0.193	0.573	lavidaviridae	5468.0	0.0	33.3	0.0	|full
19007	NODE_19008_length_5465_cov_7.160444	5465	8.56199	8.56199	11.1002	bin.001	52.0							Bacteria?					
19017	NODE_19018_length_5464_cov_4.824367	5464	7.5525	7.5525	5.58479	bin.001	58.0							Bacteria?					
19069	NODE_19070_length_5457_cov_4.617734	5457	7.09798	7.09798	12.8928	bin.001	52.0							Bacteria?					
19153	NODE_19154_length_5442_cov_4.187674	5442	6.32502	6.32502	4.59143	bin.001	51.0							Bacteria?					
19235	NODE_19236_length_5429_cov_6.289542	5429	9.09907	9.09907	9.01213	bin.001	53.0							Bacteria?					
19483	NODE_19484_length_5384_cov_4.859824	5384	7.17501	7.17501	12.2036	bin.001	56.0	bin.001	0.693	0.62	0.973	0.753	0.973	lavidaviridae	5209.0	0.0	33.3	0.0	|full
19497	NODE_19498_length_5382_cov_5.898442	5382	9.27102	9.27102	13.792	bin.001	53.0							Bacteria?					
19609	NODE_19610_length_5365_cov_6.200000	5365	8.15225	8.15225	12.3574	bin.001	52.0							Bacteria?					
19777	NODE_19778_length_5336_cov_4.701950	5336	7.28384	7.28384	8.99607	bin.001	58.0							Bacteria?					
19794	NODE_19795_length_5333_cov_4.571997	5333	7.11229	7.11229	10.1437	bin.001	56.0							Bacteria?					
20016	NODE_20017_length_5300_cov_5.665205	5300	8.49107	8.49107	8.99609	bin.001	55.0							Bacteria?					
20165	NODE_20166_length_5278_cov_5.149339	5278	7.98947	7.98947	10.3026	bin.001	56.0							Bacteria?					
20171	NODE_20172_length_5277_cov_4.585216	5277	7.12171	7.12171	12.0588	bin.001	58.0							Bacteria?					
20243	NODE_20244_length_5264_cov_4.871760	5264	7.27786	7.27786	7.98233	bin.001	56.0							Bacteria?					
20387	NODE_20388_length_5245_cov_5.281310	5245	8.10069	8.10069	14.5629	bin.001	56.0							Bacteria?					
20397	NODE_20398_length_5243_cov_9.159021	5243	9.57275	9.57275	21.9459	bin.001	55.0							Bacteria?					
20489	NODE_20490_length_5228_cov_6.011019	5228	8.48287	8.48287	15.7258	bin.001	53.0							Bacteria?					
20634	NODE_20635_length_5205_cov_4.914175	5205	7.21306	7.21306	10.3617	bin.001	50.0							Bacteria?					
20635	NODE_20636_length_5205_cov_4.350680	5205	6.21998	6.21998	8.42408	bin.001	51.0							Bacteria?					
20819	NODE_20820_length_5179_cov_4.772639	5179	7.37602	7.37602	7.51187	bin.001	58.0							Bacteria?					
20845	NODE_20846_length_5176_cov_4.797110	5176	7.32332	7.32332	9.43596	bin.001	57.0							Bacteria?					
21152	NODE_21153_length_5132_cov_5.271814	5132	7.80811	7.80811	9.71821	bin.001	53.0							Bacteria?					
21305	NODE_21306_length_5111_cov_3.173062	5111	4.8851	4.8851	5.71295	bin.001	51.0	bin.001	0.32	0.06	0.56	0.827	0.827	NCLDV	5110.0	0.0	12.5	0.0	|full
21337	NODE_21338_length_5106_cov_5.065136	5106	7.78914	7.78914	10.9866	bin.001	54.0	bin.001	0.5	0.013	0.0	0.013	0.5	dsDNAphage	5102.0	0.0	25.0	12.5	|full
21343	NODE_21344_length_5105_cov_5.762376	5105	8.08819	8.08819	11.0792	bin.001	55.0							Bacteria?					
21478	NODE_21479_length_5082_cov_7.828526	5082	9.72628	9.72628	14.2819	bin.001	57.0							Bacteria?					
21567	NODE_21568_length_5069_cov_4.625249	5069	7.0124	7.0124	7.71125	bin.001	54.0							Bacteria?					
21602	NODE_21603_length_5065_cov_7.883633	5065	8.84883	8.84883	29.7355	bin.001	56.0	bin.001	0.167	0.007	0.367	0.62	0.62	NCLDV	5063.0	0.0	20.0	0.0	|full
21892	NODE_21893_length_5025_cov_5.150905	5025	7.824	7.824	9.89392	bin.001	56.0	bin.001	0.8	0.053	0.653	0.74	0.8	dsDNAphage	4336.0	1.0	33.3	0.0	|full
21943	NODE_21944_length_5017_cov_6.396413	5017	8.71954	8.71954	10.2048	bin.001	58.0							Bacteria?					
511	NODE_512_length_43090_cov_6.034367	43090	9.43959	9.43959	12.1538	bin.002	69.0	bin.002	0.973	0.0	0.02	0.04	0.973	dsDNAphage	43087.0	2.0	23.3	1.7	|full
1166	NODE_1167_length_28114_cov_5.904309	28114	9.13174	9.13174	11.0207	bin.002	69.0	bin.002	0.973	0.073	0.013	0.047	0.973	dsDNAphage	28111.0	0.0	17.2	6.9	|full
1289	NODE_1290_length_26659_cov_6.138325	26659	9.64804	9.64804	13.2826	bin.002	69.0	bin.002	0.96	0.067	0.0	0.113	0.96	dsDNAphage	26657.0	0.0	6.8	1.7	|full
1461	NODE_1462_length_24804_cov_5.771587	24804	9.0739	9.0739	11.0479	bin.002	69.0	bin.002	0.987	0.0	0.047	0.033	0.987	dsDNAphage	24802.0	1.0	14.3	2.9	|full
1926	NODE_1927_length_21354_cov_6.532560	21354	10.221	10.221	14.6029	bin.002	69.0	bin.002	0.94	0.133	0.06	0.08	0.94	dsDNAphage	20508.0	0.0	8.9	2.2	|full
2368	NODE_2369_length_18919_cov_5.237701	18919	8.29527	8.29527	12.1068	bin.002	67.0	bin.002	0.993	0.027	0.007	0.327	0.993	dsDNAphage	18916.0	1.0	9.8	2.4	|full
2609	NODE_2610_length_17872_cov_4.950890	17872	7.74106	7.74106	9.30506	bin.002	66.0	bin.002	0.987	0.027	0.0	0.213	0.987	dsDNAphage	17872.0	0.0	5.3	2.6	|full
4269	NODE_4270_length_13340_cov_5.503877	13340	8.67021	8.67021	10.9954	bin.002	69.0	bin.002	0.78	0.02	0.0	0.127	0.78	dsDNAphage	12423.0	0.0	10.0	6.7	|full
5760	NODE_5761_length_11119_cov_6.312816	11119	9.68092	9.68092	10.9984	bin.002	68.0	bin.002	0.98	0.307	0.52	0.367	0.98	dsDNAphage	11118.0	2.0	71.4	0.0	|full
9497	NODE_9498_length_8259_cov_7.379571	8259	11.4896	11.4896	12.8941	bin.002	68.0	bin.002	0.673	0.1	0.173	0.253	0.673	dsDNAphage	8257.0	0.0	16.7	0.0	|full
14573	NODE_14574_length_6400_cov_4.013396	6400	6.31344	6.31344	14.0631	bin.002	68.0							Bacteria?					
14998	NODE_14999_length_6297_cov_6.768984	6297	10.5352	10.5352	8.75162	bin.002	69.0	bin.002	0.913	0.08	0.027	0.06	0.913	dsDNAphage	6296.0	0.0	6.2	0.0	|full
1628	NODE_1629_length_23292_cov_19.470500	23292	22.7248	22.7248	105.354	bin.003	35.0							Bacteria?					
1673	NODE_1674_length_22997_cov_27.050780	22997	30.9074	30.9074	186.95	bin.003	36.0							Bacteria?					
1995	NODE_1996_length_20920_cov_20.144836	20920	24.0213	24.0213	127.039	bin.003	37.0							Bacteria?					
3106	NODE_3107_length_16115_cov_15.230137	16115	18.8284	18.8284	107.041	bin.003	36.0							Bacteria?					
3322	NODE_3323_length_15500_cov_20.981159	15500	24.0861	24.0861	131.166	bin.003	36.0							Bacteria?					
3496	NODE_3497_length_15039_cov_18.214762	15039	21.5273	21.5273	102.41	bin.003	36.0							Bacteria?					
4129	NODE_4130_length_13626_cov_23.145605	13626	27.1507	27.1507	164.138	bin.003	33.0							Bacteria?					
4169	NODE_4170_length_13548_cov_23.663455	13548	29.0802	29.0802	145.067	bin.003	35.0							Bacteria?					
4284	NODE_4285_length_13312_cov_24.096553	13312	32.4685	32.4685	60.9726	bin.003	35.0							Bacteria?					
4439	NODE_4440_length_13040_cov_20.228263	13040	23.7942	23.7942	123.217	bin.003	36.0							Bacteria?					
4696	NODE_4697_length_12627_cov_18.310054	12627	19.1684	19.1684	122.931	bin.003	36.0							Bacteria?					
4722	NODE_4723_length_12600_cov_19.187246	12600	29.4779	29.4779	39.6002	bin.003	33.0							Bacteria?					
4843	NODE_4844_length_12395_cov_27.243517	12395	26.7984	26.7984	264.834	bin.003	35.0							Bacteria?					
4895	NODE_4896_length_12312_cov_21.458024	12312	31.2238	31.2238	53.8058	bin.003	32.0	bin.003	0.207	0.007	0.2	0.553	0.553	NCLDV	12238.0	0.0	50.0	16.7	|full
6100	NODE_6101_length_10709_cov_20.149521	10709	22.6791	22.6791	113.371	bin.003	34.0							Bacteria?					
6121	NODE_6122_length_10677_cov_20.422990	10677	23.9821	23.9821	122.664	bin.003	35.0							Bacteria?					
6163	NODE_6164_length_10639_cov_22.103553	10639	29.5741	29.5741	65.7579	bin.003	34.0							Bacteria?					
6893	NODE_6894_length_9973_cov_25.388486	9973	29.5327	29.5327	162.181	bin.003	36.0							Bacteria?					
6959	NODE_6960_length_9923_cov_24.780300	9923	28.426	28.426	167.492	bin.003	34.0							Bacteria?					
6983	NODE_6984_length_9904_cov_25.995228	9904	28.0576	28.0576	229.47	bin.003	33.0	bin.003	0.187	0.013	0.447	0.9	0.9	NCLDV	9577.0	0.0	33.3	11.1	|full
7074	NODE_7075_length_9814_cov_16.586945	9814	20.8726	20.8726	149.514	bin.003	38.0							Bacteria?					
7096	NODE_7097_length_9799_cov_16.536433	9799	20.7406	20.7406	113.428	bin.003	36.0							Bacteria?					
7139	NODE_7140_length_9764_cov_18.517870	9764	20.575	20.575	102.701	bin.003	36.0							Bacteria?					
7546	NODE_7547_length_9457_cov_20.961604	9457	22.7117	22.7117	116.34	bin.003	34.0							Bacteria?					
7574	NODE_7575_length_9438_cov_16.486305	9438	20.2936	20.2936	71.1612	bin.003	37.0							Bacteria?					
7647	NODE_7648_length_9387_cov_22.433455	9387	26.95	26.95	181.793	bin.003	36.0							Bacteria?					
7844	NODE_7845_length_9239_cov_22.427483	9239	30.1121	30.1121	122.455	bin.003	36.0							Bacteria?					
7879	NODE_7880_length_9216_cov_23.138413	9216	31.3964	31.3964	78.2659	bin.003	36.0							Bacteria?					
8026	NODE_8027_length_9110_cov_17.716400	9110	22.3227	22.3227	109.754	bin.003	37.0							Bacteria?					
8069	NODE_8070_length_9076_cov_18.411263	9076	22.1222	22.1222	121.301	bin.003	35.0							Bacteria?					
8094	NODE_8095_length_9063_cov_29.464476	9063	32.2948	32.2948	276.726	bin.003	36.0							Bacteria?					
8127	NODE_8128_length_9042_cov_26.374986	9042	30.2833	30.2833	143.932	bin.003	35.0							Bacteria?					
8438	NODE_8439_length_8845_cov_16.397952	8845	21.2442	21.2442	125.908	bin.003	36.0							Bacteria?					
8473	NODE_8474_length_8827_cov_23.285796	8827	27.4179	27.4179	113.479	bin.003	36.0							Bacteria?					
8474	NODE_8475_length_8826_cov_32.987915	8826	34.6525	34.6525	123.005	bin.003	36.0							Bacteria?					
8545	NODE_8546_length_8792_cov_23.589104	8792	32.2392	32.2392	81.4534	bin.003	34.0							Bacteria?					
8750	NODE_8751_length_8668_cov_13.846976	8668	19.8631	19.8631	73.3216	bin.003	37.0							Bacteria?					
8842	NODE_8843_length_8607_cov_20.576824	8607	25.8352	25.8352	146.399	bin.003	35.0							Bacteria?					
8962	NODE_8963_length_8544_cov_21.476852	8544	24.6506	24.6506	175.831	bin.003	34.0							Bacteria?					
9557	NODE_9558_length_8226_cov_22.513768	8226	27.5303	27.5303	138.769	bin.003	35.0							Bacteria?					
9942	NODE_9943_length_8044_cov_22.231068	8044	23.8546	23.8546	132.567	bin.003	35.0							Bacteria?					
10130	NODE_10131_length_7961_cov_29.953959	7961	34.9777	34.9777	133.256	bin.003	34.0							Bacteria?					
10651	NODE_10652_length_7719_cov_24.527923	7719	31.7813	31.7813	112.527	bin.003	36.0							Bacteria?					
11269	NODE_11270_length_7451_cov_19.332477	7451	29.9759	29.9759	29.2859	bin.003	31.0							Bacteria?					
11425	NODE_11426_length_7387_cov_22.236907	7387	24.9597	24.9597	109.096	bin.003	36.0							Bacteria?					
11686	NODE_11687_length_7292_cov_19.197872	7292	23.4079	23.4079	134.37	bin.003	37.0							Bacteria?					
11694	NODE_11695_length_7288_cov_22.467164	7288	27.1795	27.1795	161.509	bin.003	35.0							Bacteria?					
12458	NODE_12459_length_7013_cov_23.884162	7013	27.447	27.447	133.572	bin.003	38.0							Bacteria?					
12714	NODE_12715_length_6930_cov_15.803636	6930	19.9208	19.9208	170.71	bin.003	37.0							Bacteria?					
13201	NODE_13202_length_6780_cov_17.796580	6780	19.6345	19.6345	129.281	bin.003	35.0							Bacteria?					
13241	NODE_13242_length_6770_cov_27.009084	6770	26.6884	26.6884	191.155	bin.003	37.0							Bacteria?					
13478	NODE_13479_length_6696_cov_15.181298	6696	19.9177	19.9177	95.99	bin.003	37.0							Bacteria?					
13489	NODE_13490_length_6692_cov_27.377731	6692	28.9324	28.9324	97.5893	bin.003	34.0							Bacteria?					
13946	NODE_13947_length_6566_cov_22.300415	6566	28.5669	28.5669	165.652	bin.003	34.0							Bacteria?					
14051	NODE_14052_length_6536_cov_19.059713	6536	25.1771	25.1771	130.734	bin.003	34.0							Bacteria?					
14248	NODE_14249_length_6485_cov_19.585070	6485	24.2609	24.2609	72.5687	bin.003	34.0							Bacteria?					
14323	NODE_14324_length_6464_cov_32.009518	6464	36.22	36.22	131.747	bin.003	36.0							Bacteria?					
14581	NODE_14582_length_6397_cov_15.982971	6397	20.1974	20.1974	77.8423	bin.003	36.0							Bacteria?					
14634	NODE_14635_length_6383_cov_17.133534	6383	20.7921	20.7921	238.645	bin.003	34.0	bin.003	0.167	0.0	0.447	0.94	0.94	NCLDV	6321.0	0.0	33.3	16.7	|full
14638	NODE_14639_length_6382_cov_22.547021	6382	26.0858	26.0858	153.969	bin.003	36.0							Bacteria?					
14757	NODE_14758_length_6351_cov_28.120712	6351	31.6483	31.6483	44.5989	bin.003	36.0							Bacteria?					
14928	NODE_14929_length_6315_cov_26.856390	6315	30.1873	30.1873	186.725	bin.003	36.0							Bacteria?					
16073	NODE_16074_length_6047_cov_22.320928	6047	23.0229	23.0229	134.762	bin.003	36.0							Bacteria?					
16378	NODE_16379_length_5983_cov_19.494433	5983	25.663	25.663	127.661	bin.003	35.0							Bacteria?					
16688	NODE_16689_length_5911_cov_17.335895	5911	21.6096	21.6096	112.463	bin.003	36.0							Bacteria?					
16830	NODE_16831_length_5878_cov_15.486004	5878	20.2874	20.2874	112.794	bin.003	36.0							Bacteria?					
17223	NODE_17224_length_5800_cov_27.099043	5800	24.9209	24.9209	215.503	bin.003	35.0							Bacteria?					
17298	NODE_17299_length_5788_cov_23.768882	5788	27.9262	27.9262	121.583	bin.003	35.0							Bacteria?					
17982	NODE_17983_length_5652_cov_20.947651	5652	26.1409	26.1409	162.554	bin.003	34.0							Bacteria?					
18099	NODE_18100_length_5628_cov_23.578862	5628	34.688	34.688	38.4671	bin.003	36.0							Bacteria?					
19275	NODE_19276_length_5421_cov_24.188968	5421	32.3726	32.3726	64.3091	bin.003	35.0							Bacteria?					
19336	NODE_19337_length_5409_cov_25.541091	5409	32.9365	32.9365	49.0987	bin.003	36.0							Bacteria?					
19765	NODE_19766_length_5339_cov_20.788418	5339	28.6313	28.6313	40.0454	bin.003	35.0							Bacteria?					
20327	NODE_20328_length_5253_cov_32.366872	5253	39.2238	39.2238	161.486	bin.003	36.0							Bacteria?					
21120	NODE_21121_length_5136_cov_23.254084	5136	29.1428	29.1428	216.66	bin.003	35.0							Bacteria?					
21235	NODE_21236_length_5122_cov_24.629959	5122	33.112	33.112	98.3985	bin.003	35.0							Bacteria?					
21503	NODE_21504_length_5077_cov_23.166468	5077	29.7753	29.7753	161.564	bin.003	34.0							Bacteria?					
21592	NODE_21593_length_5066_cov_28.273399	5066	31.8476	31.8476	58.6125	bin.003	37.0							Bacteria?					
21818	NODE_21819_length_5036_cov_18.685204	5036	23.581	23.581	157.242	bin.003	37.0	bin.003	0.207	0.0	0.193	0.727	0.727	NCLDV	4864.0	0.0	40.0	20.0	|full
21989	NODE_21990_length_5011_cov_23.859362	5011	31.5573	31.5573	45.4721	bin.003	36.0	bin.003	0.133	0.033	0.86	0.94	0.94	NCLDV	5009.0	0.0	25.0	0.0	|full
1905	NODE_1906_length_21440_cov_3.506430	21440	5.47558	5.47558	6.6616	bin.004	54.0							Bacteria?					
2121	NODE_2122_length_20136_cov_4.017280	20136	6.23471	6.23471	6.36094	bin.004	53.0							Bacteria?					
3866	NODE_3867_length_14158_cov_3.685741	14158	5.75435	5.75435	5.06782	bin.004	54.0							Bacteria?					
4975	NODE_4976_length_12195_cov_3.653871	12195	5.63827	5.63827	5.6811	bin.004	54.0							Bacteria?					
5288	NODE_5289_length_11729_cov_3.774285	11729	5.95967	5.95967	7.24347	bin.004	53.0							Bacteria?					
5336	NODE_5337_length_11659_cov_4.251637	11659	6.63741	6.63741	7.13822	bin.004	54.0	bin.004	0.393	0.133	0.973	0.8	0.973	lavidaviridae	11657.0	0.0	21.4	0.0	|full
