	seqname	contigLen	totalAvgDepth	4ffd0a6c-7ea3-4023-b6c1-f92716821c2c.inter.fastq.sam.sorted.bam	4ffd0a6c-7ea3-4023-b6c1-f92716821c2c.inter.fastq.sam.sorted.bam-var	bin	%GC	bin_y	dsDNAphage	ssDNA	lavidaviridae	NCLDV	max_score	max_score_group	length	hallmark	viral	cellular	full-partial
483	NODE_484_length_15906_cov_4.340609	15906	6.58225	6.58225	7.76443	bin.001	63							Bacteria?					
484	NODE_485_length_15897_cov_4.125868	15897	6.05646	6.05646	6.54674	bin.001	59							Bacteria?					
485	NODE_486_length_15895_cov_4.778662	15895	7.32639	7.32639	7.42152	bin.001	55							Bacteria?					
486	NODE_487_length_15884_cov_4.640533	15884	7.07004	7.07004	8.76398	bin.001	60							Bacteria?					
487	NODE_488_length_15868_cov_4.881996	15868	7.37384	7.37384	8.61627	bin.001	55							Bacteria?					
489	NODE_490_length_15842_cov_5.924812	15842	8.86394	8.86394	11.1943	bin.001	58							Bacteria?					
490	NODE_491_length_15786_cov_6.383637	15786	9.07847	9.07847	9.38735	bin.001	56							Bacteria?					
491	NODE_492_length_15753_cov_5.314945	15753	8.30283	8.30283	8.62011	bin.001	54							Bacteria?					
493	NODE_494_length_15736_cov_5.993432	15736	8.92249	8.92249	10.5823	bin.001	56							Bacteria?					
494	NODE_495_length_15725_cov_6.347735	15725	9.19628	9.19628	13.0311	bin.001	61							Bacteria?					
495	NODE_496_length_15723_cov_5.801570	15723	8.87241	8.87241	11.2239	bin.001	60	bin.001	0.513	0.0	0.02	0.007	0.513	dsDNAphage	15669.0	1.0	14.3	7.1	|full
496	NODE_497_length_15721_cov_5.932784	15721	8.87477	8.87477	11.2032	bin.001	61							Bacteria?					
497	NODE_498_length_15718_cov_4.707463	15718	7.11973	7.11973	6.87038	bin.001	58							Bacteria?					
498	NODE_499_length_15696_cov_4.139122	15696	6.2162	6.2162	7.63562	bin.001	57							Bacteria?					
500	NODE_501_length_15681_cov_4.935108	15681	7.36398	7.36398	8.35138	bin.001	57							Bacteria?					
501	NODE_502_length_15680_cov_4.779968	15680	7.52196	7.52196	8.74308	bin.001	58							Bacteria?					
502	NODE_503_length_15662_cov_4.889280	15662	7.30757	7.30757	8.15321	bin.001	58							Bacteria?					
504	NODE_505_length_15614_cov_4.037727	15614	6.10418	6.10418	6.25297	bin.001	60							Bacteria?					
505	NODE_506_length_15610_cov_6.227065	15610	9.19185	9.19185	14.9138	bin.001	60							Bacteria?					
506	NODE_507_length_15560_cov_5.640568	15560	8.70143	8.70143	11.0897	bin.001	56							Bacteria?					
507	NODE_508_length_15557_cov_4.175848	15557	6.4496	6.4496	6.3424	bin.001	58							Bacteria?					
508	NODE_509_length_15545_cov_4.417947	15545	6.50926	6.50926	8.27477	bin.001	57							Bacteria?					
509	NODE_510_length_15523_cov_5.209206	15523	7.63241	7.63241	11.2937	bin.001	59							Bacteria?					
510	NODE_511_length_15495_cov_6.217098	15495	9.27221	9.27221	9.55578	bin.001	60							Bacteria?					
511	NODE_512_length_15495_cov_4.369236	15495	6.61753	6.61753	6.785	bin.001	58							Bacteria?					
512	NODE_513_length_15481_cov_5.955594	15481	8.62873	8.62873	9.01879	bin.001	60							Bacteria?					
513	NODE_514_length_15468_cov_3.986180	15468	5.82426	5.82426	5.64599	bin.001	58							Bacteria?					
514	NODE_515_length_15457_cov_4.270030	15457	6.2996	6.2996	5.49351	bin.001	57							Bacteria?					
515	NODE_516_length_15449_cov_5.433026	15449	8.22296	8.22296	11.4509	bin.001	59							Bacteria?					
518	NODE_519_length_15422_cov_6.243183	15422	9.50786	9.50786	12.0334	bin.001	61							Bacteria?					
519	NODE_520_length_15371_cov_3.769849	15371	5.58866	5.58866	7.1491	bin.001	61							Bacteria?					
521	NODE_522_length_15324_cov_5.199817	15324	7.82305	7.82305	10.0262	bin.001	54							Bacteria?					
523	NODE_524_length_15295_cov_5.867651	15295	8.50393	8.50393	7.62139	bin.001	60							Bacteria?					
524	NODE_525_length_15280_cov_5.524007	15280	8.41335	8.41335	9.76075	bin.001	58							Bacteria?					
525	NODE_526_length_15278_cov_6.337975	15278	9.3871	9.3871	11.497	bin.001	59							Bacteria?					
526	NODE_527_length_15266_cov_6.896325	15266	9.98254	9.98254	13.8545	bin.001	56							Bacteria?					
527	NODE_528_length_15264_cov_4.623118	15264	6.9869	6.9869	9.09365	bin.001	62							Bacteria?					
528	NODE_529_length_15246_cov_5.751827	15246	8.48258	8.48258	9.66097	bin.001	59							Bacteria?					
529	NODE_530_length_15239_cov_4.444679	15239	6.65346	6.65346	5.79549	bin.001	60							Bacteria?					
530	NODE_531_length_15232_cov_6.365948	15232	8.30394	8.30394	13.8784	bin.001	57							Bacteria?					
531	NODE_532_length_15224_cov_5.484211	15224	8.22283	8.22283	10.3609	bin.001	59							Bacteria?					
534	NODE_535_length_15198_cov_7.535231	15198	9.6771	9.6771	19.7467	bin.001	56							Bacteria?					
535	NODE_536_length_15179_cov_4.527704	15179	6.92887	6.92887	9.10729	bin.001	61							Bacteria?					
537	NODE_538_length_15158_cov_4.837913	15158	7.48561	7.48561	8.25716	bin.001	57							Bacteria?					
538	NODE_539_length_15156_cov_7.126548	15156	10.3847	10.3847	14.7959	bin.001	57							Bacteria?					
539	NODE_540_length_15151_cov_4.935082	15151	7.73395	7.73395	8.89436	bin.001	59							Bacteria?					
540	NODE_541_length_15135_cov_5.817175	15135	8.62743	8.62743	8.50573	bin.001	57							Bacteria?					
541	NODE_542_length_15130_cov_5.063947	15130	7.7227	7.7227	8.34953	bin.001	59							Bacteria?					
543	NODE_544_length_15127_cov_6.482219	15127	9.57221	9.57221	13.4001	bin.001	58							Bacteria?					
544	NODE_545_length_15107_cov_5.135796	15107	7.82423	7.82423	7.35529	bin.001	58							Bacteria?					
546	NODE_547_length_15091_cov_4.516693	15091	6.96613	6.96613	8.14079	bin.001	57							Bacteria?					
548	NODE_549_length_15061_cov_4.816273	15061	7.40581	7.40581	7.92647	bin.001	59							Bacteria?					
549	NODE_550_length_15058_cov_4.600613	15058	6.84317	6.84317	6.96708	bin.001	58							Bacteria?					
551	NODE_552_length_14938_cov_6.377679	14938	9.33588	9.33588	9.96369	bin.001	62							Bacteria?					
552	NODE_553_length_14932_cov_5.823284	14932	8.74631	8.74631	10.2855	bin.001	61							Bacteria?					
553	NODE_554_length_14920_cov_4.762597	14920	7.30406	7.30406	8.93073	bin.001	59							Bacteria?					
554	NODE_555_length_14860_cov_4.768389	14860	7.27158	7.27158	9.91878	bin.001	55	bin.001	0.78	0.0	0.1	0.327	0.78	dsDNAphage	14542.0	0.0	6.2	0.0	|full
555	NODE_556_length_14847_cov_4.298607	14847	6.5378	6.5378	7.19009	bin.001	61							Bacteria?					
557	NODE_558_length_14828_cov_6.492317	14828	9.69362	9.69362	11.9835	bin.001	61							Bacteria?					
558	NODE_559_length_14824_cov_4.357980	14824	6.59214	6.59214	6.46614	bin.001	62							Bacteria?					
561	NODE_562_length_14768_cov_4.054442	14768	6.55302	6.55302	7.49901	bin.001	59	bin.001	0.733	0.0	0.04	0.013	0.733	dsDNAphage	14768.0	2.0	13.3	13.3	|full
562	NODE_563_length_14749_cov_4.622295	14749	7.07254	7.07254	9.23836	bin.001	58							Bacteria?					
563	NODE_564_length_14740_cov_5.081239	14740	7.79692	7.79692	10.3358	bin.001	56							Bacteria?					
565	NODE_566_length_14727_cov_6.852099	14727	9.69781	9.69781	12.2522	bin.001	60							Bacteria?					
566	NODE_567_length_14726_cov_3.823189	14726	5.72578	5.72578	6.42828	bin.001	57							Bacteria?					
567	NODE_568_length_14698_cov_4.872294	14698	7.49457	7.49457	8.87998	bin.001	60							Bacteria?					
569	NODE_570_length_14692_cov_5.214183	14692	7.47978	7.47978	12.7882	bin.001	62							Bacteria?					
570	NODE_571_length_14689_cov_4.544280	14689	6.97696	6.97696	10.4542	bin.001	60							Bacteria?					
572	NODE_573_length_14654_cov_5.315022	14654	8.16485	8.16485	10.1598	bin.001	57							Bacteria?					
573	NODE_574_length_14651_cov_4.555495	14651	7.15744	7.15744	11.0021	bin.001	62							Bacteria?					
576	NODE_577_length_14632_cov_6.127598	14632	9.38503	9.38503	9.25196	bin.001	60							Bacteria?					
577	NODE_578_length_14631_cov_6.292055	14631	9.45321	9.45321	10.3633	bin.001	59							Bacteria?					
578	NODE_579_length_14628_cov_5.937556	14628	8.51837	8.51837	10.7187	bin.001	61							Bacteria?					
579	NODE_580_length_14611_cov_4.099615	14611	6.10718	6.10718	5.43709	bin.001	62							Bacteria?					
580	NODE_581_length_14602_cov_5.552829	14602	8.04809	8.04809	8.92428	bin.001	61							Bacteria?					
583	NODE_584_length_14557_cov_5.615019	14557	8.28965	8.28965	9.68247	bin.001	58							Bacteria?					
584	NODE_585_length_14557_cov_4.661150	14557	6.95863	6.95863	7.99653	bin.001	61							Bacteria?					
586	NODE_587_length_14554_cov_3.842334	14554	5.79124	5.79124	5.66092	bin.001	57							Bacteria?					
588	NODE_589_length_14510_cov_4.126116	14510	6.03503	6.03503	5.48874	bin.001	58							Bacteria?					
589	NODE_590_length_14508_cov_4.248806	14508	6.26933	6.26933	6.23464	bin.001	58							Bacteria?					
593	NODE_594_length_14483_cov_4.011436	14483	6.12572	6.12572	6.90933	bin.001	57							Bacteria?					
595	NODE_596_length_14470_cov_4.882761	14470	7.20992	7.20992	9.6729	bin.001	60							Bacteria?					
597	NODE_598_length_14462_cov_4.933852	14462	7.50615	7.50615	10.1898	bin.001	52							Bacteria?					
599	NODE_600_length_14456_cov_5.586070	14456	8.6103	8.6103	12.4512	bin.001	57							Bacteria?					
601	NODE_602_length_14427_cov_3.964027	14427	5.94929	5.94929	7.82261	bin.001	59							Bacteria?					
602	NODE_603_length_14426_cov_4.389117	14426	6.63638	6.63638	8.01247	bin.001	61							Bacteria?					
603	NODE_604_length_14417_cov_4.585573	14417	7.15652	7.15652	9.18817	bin.001	55							Bacteria?					
604	NODE_605_length_14412_cov_5.812008	14412	8.63406	8.63406	11.144	bin.001	60							Bacteria?					
605	NODE_606_length_14406_cov_4.047871	14406	6.14787	6.14787	5.8942	bin.001	60							Bacteria?					
607	NODE_608_length_14325_cov_5.431815	14325	8.11393	8.11393	10.8319	bin.001	55							Bacteria?					
609	NODE_610_length_14273_cov_5.755451	14273	9.02613	9.02613	9.16723	bin.001	60							Bacteria?					
612	NODE_613_length_14247_cov_4.839698	14247	7.42527	7.42527	7.93704	bin.001	60							Bacteria?					
615	NODE_616_length_14189_cov_3.661738	14189	5.62718	5.62718	6.83726	bin.001	58							Bacteria?					
617	NODE_618_length_14166_cov_4.219403	14166	6.35709	6.35709	7.90092	bin.001	59							Bacteria?					
618	NODE_619_length_14140_cov_3.837913	14140	5.80479	5.80479	6.14574	bin.001	62							Bacteria?					
619	NODE_620_length_14110_cov_5.690288	14110	8.43438	8.43438	10.1855	bin.001	58							Bacteria?					
620	NODE_621_length_14087_cov_4.156784	14087	6.21389	6.21389	6.78056	bin.001	58							Bacteria?					
621	NODE_622_length_14087_cov_3.976910	14087	5.96929	5.96929	6.44452	bin.001	59							Bacteria?					
622	NODE_623_length_14063_cov_4.910837	14063	7.54949	7.54949	8.75961	bin.001	60							Bacteria?					
623	NODE_624_length_14038_cov_6.231495	14038	8.14516	8.14516	10.7003	bin.001	60							Bacteria?					
624	NODE_625_length_14030_cov_4.320501	14030	6.57298	6.57298	7.00445	bin.001	57							Bacteria?					
625	NODE_626_length_14027_cov_5.591755	14027	8.32774	8.32774	9.86859	bin.001	56							Bacteria?					
626	NODE_627_length_14003_cov_6.009679	14003	8.75478	8.75478	16.4543	bin.001	60							Bacteria?					
628	NODE_629_length_13989_cov_4.881154	13989	7.55842	7.55842	14.4992	bin.001	63							Bacteria?					
630	NODE_631_length_13956_cov_5.739731	13956	8.45944	8.45944	10.3262	bin.001	59							Bacteria?					
631	NODE_632_length_13935_cov_4.501081	13935	6.79369	6.79369	9.6483	bin.001	56							Bacteria?					
633	NODE_634_length_13916_cov_4.507034	13916	6.83859	6.83859	9.96091	bin.001	58							Bacteria?					
634	NODE_635_length_13884_cov_4.796370	13884	7.48522	7.48522	8.35005	bin.001	62							Bacteria?					
636	NODE_637_length_13871_cov_5.864794	13871	8.54996	8.54996	9.77322	bin.001	61							Bacteria?					
637	NODE_638_length_13817_cov_3.726130	13817	5.73593	5.73593	5.93665	bin.001	59							Bacteria?					
639	NODE_640_length_13798_cov_4.399913	13798	6.59093	6.59093	8.68455	bin.001	60							Bacteria?					
640	NODE_641_length_13785_cov_6.159505	13785	9.17646	9.17646	12.3467	bin.001	57							Bacteria?					
641	NODE_642_length_13777_cov_3.791867	13777	5.72599	5.72599	6.57264	bin.001	55							Bacteria?					
642	NODE_643_length_13731_cov_4.225578	13731	6.38937	6.38937	7.10613	bin.001	62							Bacteria?					
643	NODE_644_length_13728_cov_4.189863	13728	5.73995	5.73995	6.24332	bin.001	57							Bacteria?					
645	NODE_646_length_13718_cov_4.660324	13718	7.01091	7.01091	8.58357	bin.001	56							Bacteria?					
647	NODE_648_length_13695_cov_4.190836	13695	6.57291	6.57291	7.70584	bin.001	54							Bacteria?					
648	NODE_649_length_13689_cov_3.926067	13689	5.98257	5.98257	5.93661	bin.001	57							Bacteria?					
649	NODE_650_length_13685_cov_4.340866	13685	6.7072	6.7072	8.12508	bin.001	60							Bacteria?					
652	NODE_653_length_13645_cov_5.192053	13645	7.9219	7.9219	8.73207	bin.001	56							Bacteria?					
654	NODE_655_length_13633_cov_4.903373	13633	7.44649	7.44649	6.89454	bin.001	60							Bacteria?					
655	NODE_656_length_13626_cov_4.254366	13626	6.46394	6.46394	7.5798	bin.001	57							Bacteria?					
656	NODE_657_length_13621_cov_6.402477	13621	9.45112	9.45112	9.84772	bin.001	59							Bacteria?					
657	NODE_658_length_13616_cov_6.105818	13616	9.00171	9.00171	10.3941	bin.001	59							Bacteria?					
658	NODE_659_length_13611_cov_6.029655	13611	9.19441	9.19441	12.6427	bin.001	56							Bacteria?					
659	NODE_660_length_13596_cov_4.439923	13596	6.92548	6.92548	8.46081	bin.001	56							Bacteria?					
662	NODE_663_length_13503_cov_4.553911	13503	6.93395	6.93395	9.12191	bin.001	56	bin.001	0.547	0.027	0.007	0.227	0.547	dsDNAphage	13502.0	0.0	8.3	0.0	|full
663	NODE_664_length_13500_cov_5.245742	13500	7.62959	7.62959	9.16962	bin.001	59							Bacteria?					
665	NODE_666_length_13491_cov_6.821078	13491	10.1085	10.1085	12.4527	bin.001	56							Bacteria?					
666	NODE_667_length_13490_cov_5.262747	13490	7.97639	7.97639	9.884	bin.001	56							Bacteria?					
667	NODE_668_length_13468_cov_5.571461	13468	8.53529	8.53529	9.47447	bin.001	58							Bacteria?					
668	NODE_669_length_13466_cov_4.952129	13466	7.7138	7.7138	9.35705	bin.001	59							Bacteria?					
671	NODE_672_length_13452_cov_5.021049	13452	7.20395	7.20395	9.73098	bin.001	55							Bacteria?					
673	NODE_674_length_13436_cov_4.261939	13436	6.42037	6.42037	6.82628	bin.001	62							Bacteria?					
674	NODE_675_length_13425_cov_5.206731	13425	7.48919	7.48919	7.67559	bin.001	60							Bacteria?					
675	NODE_676_length_13415_cov_5.123428	13415	7.92559	7.92559	9.7942	bin.001	61							Bacteria?					
677	NODE_678_length_13383_cov_4.312350	13383	6.37762	6.37762	6.99212	bin.001	56							Bacteria?					
678	NODE_679_length_13379_cov_6.466301	13379	9.46557	9.46557	13.4634	bin.001	56							Bacteria?					
681	NODE_682_length_13360_cov_5.789929	13360	8.70507	8.70507	10.6804	bin.001	59							Bacteria?					
682	NODE_683_length_13352_cov_6.395954	13352	9.55681	9.55681	12.7048	bin.001	60							Bacteria?					
683	NODE_684_length_13347_cov_5.020764	13347	7.65189	7.65189	10.3154	bin.001	61							Bacteria?					
684	NODE_685_length_13345_cov_4.635290	13345	7.50837	7.50837	8.62119	bin.001	62							Bacteria?					
685	NODE_686_length_13328_cov_3.606946	13328	5.46213	5.46213	5.64998	bin.001	62							Bacteria?					
687	NODE_688_length_13320_cov_6.017263	13320	9.02802	9.02802	12.1999	bin.001	58							Bacteria?					
688	NODE_689_length_13318_cov_4.872201	13318	7.3384	7.3384	8.33106	bin.001	61							Bacteria?					
692	NODE_693_length_13296_cov_4.379805	13296	6.60969	6.60969	8.64733	bin.001	59							Bacteria?					
693	NODE_694_length_13274_cov_4.661321	13274	7.2503	7.2503	7.63712	bin.001	58							Bacteria?					
694	NODE_695_length_13272_cov_5.762352	13272	8.57849	8.57849	8.95184	bin.001	61							Bacteria?					
696	NODE_697_length_13247_cov_3.595512	13247	5.56158	5.56158	6.11692	bin.001	59							Bacteria?					
697	NODE_698_length_13239_cov_5.020783	13239	7.55963	7.55963	11.3975	bin.001	57							Bacteria?					
698	NODE_699_length_13217_cov_4.342349	13217	6.72358	6.72358	7.17663	bin.001	61							Bacteria?					
699	NODE_700_length_13212_cov_5.490917	13212	8.23098	8.23098	9.63509	bin.001	58							Bacteria?					
703	NODE_704_length_13162_cov_6.089418	13162	9.13395	9.13395	11.1639	bin.001	61							Bacteria?					
704	NODE_705_length_13151_cov_5.195174	13151	7.93877	7.93877	9.68552	bin.001	56							Bacteria?					
705	NODE_706_length_13148_cov_3.783319	13148	5.77166	5.77166	5.77509	bin.001	61							Bacteria?					
706	NODE_707_length_13142_cov_4.529686	13142	6.65386	6.65386	7.42663	bin.001	57							Bacteria?					
707	NODE_708_length_13125_cov_5.006044	13125	7.80701	7.80701	10.5929	bin.001	61							Bacteria?					
708	NODE_709_length_13111_cov_5.912607	13111	8.96019	8.96019	11.4835	bin.001	57							Bacteria?					
709	NODE_710_length_13106_cov_6.006743	13106	9.14843	9.14843	8.70403	bin.001	57							Bacteria?					
710	NODE_711_length_13098_cov_5.746224	13098	9.09546	9.09546	10.4854	bin.001	53							Bacteria?					
712	NODE_713_length_13068_cov_5.388381	13068	8.00573	8.00573	12.1839	bin.001	59							Bacteria?					
713	NODE_714_length_13066_cov_3.358466	13066	5.28786	5.28786	4.93796	bin.001	63							Bacteria?					
714	NODE_715_length_13063_cov_6.784287	13063	9.6107	9.6107	11.2325	bin.001	54							Bacteria?					
715	NODE_716_length_13056_cov_5.215522	13056	7.90911	7.90911	13.0072	bin.001	58							Bacteria?					
716	NODE_717_length_13029_cov_5.842146	13029	8.75697	8.75697	9.88191	bin.001	57							Bacteria?					
717	NODE_718_length_13024_cov_5.856041	13024	8.33952	8.33952	9.77854	bin.001	57							Bacteria?					
721	NODE_722_length_12987_cov_6.239251	12987	9.28792	9.28792	11.7543	bin.001	59							Bacteria?					
722	NODE_723_length_12972_cov_4.102655	12972	6.23039	6.23039	5.54399	bin.001	57							Bacteria?					
723	NODE_724_length_12969_cov_3.797739	12969	5.99399	5.99399	7.4794	bin.001	59							Bacteria?					
724	NODE_725_length_12968_cov_3.072175	12968	4.76517	4.76517	3.96298	bin.001	64							Bacteria?					
726	NODE_727_length_12962_cov_5.827226	12962	8.85732	8.85732	11.6301	bin.001	60							Bacteria?					
727	NODE_728_length_12953_cov_5.185610	12953	7.88198	7.88198	8.46477	bin.001	60							Bacteria?					
728	NODE_729_length_12951_cov_3.815214	12951	5.64159	5.64159	6.44931	bin.001	54							Bacteria?					
729	NODE_730_length_12947_cov_6.216181	12947	9.46269	9.46269	11.1101	bin.001	57							Bacteria?					
731	NODE_732_length_12940_cov_5.801242	12940	8.89359	8.89359	13.351	bin.001	58							Bacteria?					
732	NODE_733_length_12924_cov_5.523506	12924	8.65171	8.65171	9.10741	bin.001	58							Bacteria?					
734	NODE_735_length_12916_cov_4.715341	12916	7.0994	7.0994	6.50144	bin.001	60							Bacteria?					
735	NODE_736_length_12903_cov_6.012920	12903	9.11738	9.11738	12.0898	bin.001	58							Bacteria?					
736	NODE_737_length_12889_cov_4.134798	12889	6.3107	6.3107	7.61875	bin.001	60							Bacteria?					
738	NODE_739_length_12859_cov_4.469541	12859	6.70784	6.70784	9.07237	bin.001	58							Bacteria?					
740	NODE_741_length_12848_cov_5.678340	12848	8.19594	8.19594	10.8493	bin.001	56							Bacteria?					
741	NODE_742_length_12835_cov_5.376448	12835	8.15893	8.15893	9.40672	bin.001	61							Bacteria?					
742	NODE_743_length_12806_cov_4.711081	12806	6.81455	6.81455	10.1021	bin.001	56							Bacteria?					
743	NODE_744_length_12784_cov_4.843428	12784	7.57076	7.57076	8.48981	bin.001	56							Bacteria?					
744	NODE_745_length_12780_cov_5.106169	12780	7.73713	7.73713	10.7461	bin.001	56							Bacteria?					
745	NODE_746_length_12772_cov_4.079893	12772	6.25559	6.25559	7.21863	bin.001	61							Bacteria?					
747	NODE_748_length_12762_cov_4.681357	12762	7.14026	7.14026	9.16105	bin.001	61							Bacteria?					
748	NODE_749_length_12739_cov_5.223195	12739	7.80435	7.80435	6.47317	bin.001	61							Bacteria?					
749	NODE_750_length_12736_cov_4.224667	12736	6.42365	6.42365	5.76632	bin.001	58							Bacteria?					
750	NODE_751_length_12735_cov_6.228470	12735	9.11776	9.11776	13.0425	bin.001	59							Bacteria?					
751	NODE_752_length_12730_cov_5.928047	12730	9.05906	9.05906	10.231	bin.001	57							Bacteria?					
752	NODE_753_length_12721_cov_4.255882	12721	6.51659	6.51659	7.62642	bin.001	62							Bacteria?					
757	NODE_758_length_12706_cov_4.426923	12706	6.89989	6.89989	8.04321	bin.001	56							Bacteria?					
